teamId,sweaterNumber,positionCode,headshot,lastName.de,lastName.es,lastName.fi,lastName.sv,lastName.cs,lastName.sk,fullName,gameId,gameDate,is_home
8,34,G,https://assets.nhle.com/mugs/nhl/20232024/MTL/8474596.png,,,,,,,Jake Allen,2023020337,2023-11-29,0
29,44,D,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8475790.png,,,,,,,Erik Gudbranson,2023020337,2023-11-29,1
8,11,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8475848.png,,,,,,,Brendan Gallagher,2023020337,2023-11-29,0
29,13,L,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8476346.png,,,,,,,Johnny Gaudreau,2023020337,2023-11-29,1
29,7,C,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8476374.png,,,,,,,Sean Kuraly,2023020337,2023-11-29,1
29,38,C,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8476432.png,,,,,,,Boone Jenner,2023020337,2023-11-29,1
8,40,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476469.png,,,,,,,Joel Armia,2023020337,2023-11-29,0
8,70,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476871.png,,,,,,,Tanner Pearson,2023020337,2023-11-29,0
8,8,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476875.png,,,,,,,Mike Matheson,2023020337,2023-11-29,0
8,17,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476981.png,,,,,,,Josh Anderson,2023020337,2023-11-29,0
29,30,G,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8477484.png,,,,,,,Spencer Martin,2023020337,2023-11-29,1
8,91,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8477497.png,,,,,,,Sean Monahan,2023020337,2023-11-29,0
8,28,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8477989.png,,,,,,,Christian Dvorak,2023020337,2023-11-29,0
29,90,G,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8478007.png,,,,,,,Elvis Merzlikins,2023020337,2023-11-29,1
8,71,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8478133.png,,,,,,,Jake Evans,2023020337,2023-11-29,0
29,8,D,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8478460.png,,,,,,,Zach Werenski,2023020337,2023-11-29,1
8,35,G,https://assets.nhle.com/mugs/nhl/20232024/MTL/8478470.png,,,,,,,Sam Montembeault,2023020337,2023-11-29,0
29,9,D,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8478500.png,,,,,,,Ivan Provorov,2023020337,2023-11-29,1
29,29,L,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8479339.png,,,,,,,Patrik Laine,2023020337,2023-11-29,1
29,22,D,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8479402.png,,,,,,,Jake Bean,2023020337,2023-11-29,1
29,17,R,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8479941.png,,,,,,,Justin Danforth,2023020337,2023-11-29,1
8,14,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480018.png,,,,,,,Nick Suzuki,2023020337,2023-11-29,0
29,42,C,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8480074.png,,,,,,,Alexandre Texier,2023020337,2023-11-29,1
8,27,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480184.png,Lindstrom,Lindstrom,Lindstrom,Lindstrom,,,Gustav Lindström,2023020337,2023-11-29,0
8,26,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480192.png,,,,,,,Johnathan Kovacevic,2023020337,2023-11-29,0
29,50,L,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8480762.png,,,,,,,Eric Robinson,2023020337,2023-11-29,1
29,27,D,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8480871.png,,,,,,,Adam Boqvist,2023020337,2023-11-29,1
29,86,R,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8480893.png,,,,,,,Kirill Marchenko,2023020337,2023-11-29,1
8,56,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481058.png,,,,,,,Jesse Ylönen,2023020337,2023-11-29,0
8,22,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481540.png,,,,,,,Cole Caufield,2023020337,2023-11-29,0
8,47,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481593.png,,,,,,,Jayden Struble,2023020337,2023-11-29,0
8,15,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481618.png,,,,,,,Alex Newhook,2023020337,2023-11-29,0
29,10,L,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8481716.png,,,,,,,Dmitri Voronkov,2023020337,2023-11-29,1
8,21,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482087.png,,,,,,,Kaiden Guhle,2023020337,2023-11-29,0
8,52,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482111.png,,,,,,,Justin Barron,2023020337,2023-11-29,0
29,59,R,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8482475.png,,,,,,,Yegor Chinakhov,2023020337,2023-11-29,1
29,4,C,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8482705.png,,,,,,,Cole Sillinger,2023020337,2023-11-29,1
29,55,D,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8483460.png,,,,,,,David Jiricek,2023020337,2023-11-29,1
8,20,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8483515.png,,,,,Slafkovský,Slafkovský,Juraj Slafkovsky,2023020337,2023-11-29,0
29,11,C,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8484166.png,,,,,,,Adam Fantilli,2023020337,2023-11-29,1
