teamId,sweaterNumber,positionCode,headshot,firstName.cs,firstName.de,firstName.es,firstName.fi,firstName.sk,firstName.sv,lastName.cs,lastName.sk,fullName,gameId,gameDate,is_home
30,29,G,https://assets.nhle.com/mugs/nhl/20232024/MIN/8470594.png,,,,,,,,,Marc-Andre Fleury,2023020506,2023-12-21,1
30,33,D,https://assets.nhle.com/mugs/nhl/20232024/MIN/8471274.png,,,,,,,,,Alex Goligoski,2023020506,2023-12-21,1
30,20,L,https://assets.nhle.com/mugs/nhl/20232024/MIN/8474034.png,,,,,,,,,Pat Maroon,2023020506,2023-12-21,1
30,24,D,https://assets.nhle.com/mugs/nhl/20232024/MIN/8474567.png,,,,,,,,,Zach Bogosian,2023020506,2023-12-21,1
8,34,G,https://assets.nhle.com/mugs/nhl/20232024/MTL/8474596.png,,,,,,,,,Jake Allen,2023020506,2023-12-21,0
30,90,L,https://assets.nhle.com/mugs/nhl/20232024/MIN/8475149.png,,,,,,,,,Marcus Johansson,2023020506,2023-12-21,1
30,17,L,https://assets.nhle.com/mugs/nhl/20232024/MIN/8475220.png,,,,,,,,,Marcus Foligno,2023020506,2023-12-21,1
8,58,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8475233.png,,,,,,,,,David Savard,2023020506,2023-12-21,0
30,4,D,https://assets.nhle.com/mugs/nhl/20232024/MIN/8475750.png,,,,,,,,,Jon Merrill,2023020506,2023-12-21,1
8,11,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8475848.png,,,,,,,,,Brendan Gallagher,2023020506,2023-12-21,0
8,40,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476469.png,,,,,,,,,Joel Armia,2023020506,2023-12-21,0
8,8,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476875.png,,,,,,,,,Mike Matheson,2023020506,2023-12-21,0
8,17,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476981.png,,,,,,,,,Josh Anderson,2023020506,2023-12-21,0
8,91,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8477497.png,,,,,,,,,Sean Monahan,2023020506,2023-12-21,0
