teamId,sweaterNumber,positionCode,headshot,firstName.cs,firstName.sk,lastName.cs,lastName.sk,lastName.de,lastName.es,lastName.fi,lastName.sv,fullName,gameId,gameDate,is_home
1,2,D,https://assets.nhle.com/mugs/nhl/20232024/NJD/8474090.png,,,,,,,,,Brendan Smith,2023020087,2023-10-24,0
1,56,L,https://assets.nhle.com/mugs/nhl/20232024/NJD/8475287.png,,,,,,,,,Erik Haula,2023020087,2023-10-24,0
1,73,R,https://assets.nhle.com/mugs/nhl/20232024/NJD/8475726.png,,,,,,,,,Tyler Toffoli,2023020087,2023-10-24,0
8,11,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8475848.png,,,,,,,,,Brendan Gallagher,2023020087,2023-10-24,1
1,18,L,https://assets.nhle.com/mugs/nhl/20232024/NJD/8476292.png,Ondřej,Ondřej,Palát,Palát,,,,,Ondrej Palat,2023020087,2023-10-24,0
1,7,D,https://assets.nhle.com/mugs/nhl/20232024/NJD/8476462.png,,,,,,,,,Dougie Hamilton,2023020087,2023-10-24,0
8,70,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476871.png,,,,,,,,,Tanner Pearson,2023020087,2023-10-24,1
8,8,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476875.png,,,,,,,,,Mike Matheson,2023020087,2023-10-24,1
8,17,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476981.png,,,,,,,,,Josh Anderson,2023020087,2023-10-24,1
8,91,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8477497.png,,,,,,,,,Sean Monahan,2023020087,2023-10-24,1
1,42,C,https://assets.nhle.com/mugs/nhl/20232024/NJD/8477508.png,,,,,,,,,Curtis Lazar,2023020087,2023-10-24,0
1,41,G,https://assets.nhle.com/mugs/nhl/20232024/NJD/8477970.png,,,Vaněček,Vaněček,,,,,Vitek Vanecek,2023020087,2023-10-24,0
8,71,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8478133.png,,,,,,,,,Jake Evans,2023020087,2023-10-24,1
1,71,D,https://assets.nhle.com/mugs/nhl/20232024/NJD/8478399.png,,,,,,,,,Jonas Siegenthaler,2023020087,2023-10-24,0
1,28,R,https://assets.nhle.com/mugs/nhl/20232024/NJD/8478414.png,,,,,,,,,Timo Meier,2023020087,2023-10-24,0
8,35,G,https://assets.nhle.com/mugs/nhl/20232024/MTL/8478470.png,,,,,,,,,Sam Montembeault,2023020087,2023-10-24,1
1,6,D,https://assets.nhle.com/mugs/nhl/20232024/NJD/8478507.png,,,,,,,,,John Marino,2023020087,2023-10-24,0
1,63,L,https://assets.nhle.com/mugs/nhl/20232024/NJD/8479407.png,,,,,,,,,Jesper Bratt,2023020087,2023-10-24,0
1,14,R,https://assets.nhle.com/mugs/nhl/20232024/NJD/8479414.png,,,,,,,,,Nathan Bastian,2023020087,2023-10-24,0
1,20,C,https://assets.nhle.com/mugs/nhl/20232024/NJD/8479415.png,,,,,,,,,Michael McLeod,2023020087,2023-10-24,0
8,55,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8479543.png,,,,,,,,,Michael Pezzetta,2023020087,2023-10-24,1
1,13,C,https://assets.nhle.com/mugs/nhl/20232024/NJD/8480002.png,,,,,,,,,Nico Hischier,2023020087,2023-10-24,0
