teamId,sweaterNumber,positionCode,headshot,lastName.cs,lastName.sk,fullName,gameId,gameDate,is_home
7,6,D,https://assets.nhle.com/mugs/nhl/20232024/BUF/8473446.png,,,Erik Johnson,2023020082,2023-10-23,1
7,21,R,https://assets.nhle.com/mugs/nhl/20232024/BUF/8473449.png,,,Kyle Okposo,2023020082,2023-10-23,1
8,34,G,https://assets.nhle.com/mugs/nhl/20232024/MTL/8474596.png,,,Jake Allen,2023020082,2023-10-23,0
8,58,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8475233.png,,,David Savard,2023020082,2023-10-23,0
7,53,L,https://assets.nhle.com/mugs/nhl/20232024/BUF/8475784.png,,,Jeff Skinner,2023020082,2023-10-23,1
8,11,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8475848.png,,,Brendan Gallagher,2023020082,2023-10-23,0
8,70,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476871.png,,,Tanner Pearson,2023020082,2023-10-23,0
8,8,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476875.png,,,Mike Matheson,2023020082,2023-10-23,0
7,28,L,https://assets.nhle.com/mugs/nhl/20232024/BUF/8476878.png,,,Zemgus Girgensons,2023020082,2023-10-23,1
8,17,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476981.png,,,Josh Anderson,2023020082,2023-10-23,0
7,75,D,https://assets.nhle.com/mugs/nhl/20232024/BUF/8477365.png,,,Connor Clifton,2023020082,2023-10-23,1
7,31,G,https://assets.nhle.com/mugs/nhl/20232024/BUF/8477480.png,,,Eric Comrie,2023020082,2023-10-23,1
8,91,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8477497.png,,,Sean Monahan,2023020082,2023-10-23,0
7,89,R,https://assets.nhle.com/mugs/nhl/20232024/BUF/8477949.png,,,Alex Tuch,2023020082,2023-10-23,1
7,71,L,https://assets.nhle.com/mugs/nhl/20232024/BUF/8478109.png,,,Victor Olofsson,2023020082,2023-10-23,1
8,71,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8478133.png,,,Jake Evans,2023020082,2023-10-23,0
7,12,L,https://assets.nhle.com/mugs/nhl/20232024/BUF/8478413.png,,,Jordan Greenway,2023020082,2023-10-23,1
8,35,G,https://assets.nhle.com/mugs/nhl/20232024/MTL/8478470.png,,,Sam Montembeault,2023020082,2023-10-23,0
7,17,C,https://assets.nhle.com/mugs/nhl/20232024/BUF/8479370.png,,,Tyson Jost,2023020082,2023-10-23,1
7,72,C,https://assets.nhle.com/mugs/nhl/20232024/BUF/8479420.png,,,Tage Thompson,2023020082,2023-10-23,1
8,55,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8479543.png,,,Michael Pezzetta,2023020082,2023-10-23,0
7,37,C,https://assets.nhle.com/mugs/nhl/20232024/BUF/8479999.png,,,Casey Mittelstadt,2023020082,2023-10-23,1
8,14,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480018.png,,,Nick Suzuki,2023020082,2023-10-23,0
7,10,D,https://assets.nhle.com/mugs/nhl/20232024/BUF/8480035.png,,,Henri Jokiharju,2023020082,2023-10-23,1
7,1,G,https://assets.nhle.com/mugs/nhl/20232024/BUF/8480045.png,,,Ukko-Pekka Luukkonen,2023020082,2023-10-23,1
8,26,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480192.png,,,Johnathan Kovacevic,2023020082,2023-10-23,0
7,23,D,https://assets.nhle.com/mugs/nhl/20232024/BUF/8480807.png,,,Mattias Samuelsson,2023020082,2023-10-23,1
7,26,D,https://assets.nhle.com/mugs/nhl/20232024/BUF/8480839.png,,,Rasmus Dahlin,2023020082,2023-10-23,1
8,54,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480887.png,,,Jordan Harris,2023020082,2023-10-23,0
8,56,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481058.png,,,Jesse Ylönen,2023020082,2023-10-23,0
8,49,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481093.png,,,Rafael Harvey-Pinard,2023020082,2023-10-23,0
7,19,C,https://assets.nhle.com/mugs/nhl/20232024/BUF/8481522.png,,,Peyton Krebs,2023020082,2023-10-23,1
7,24,C,https://assets.nhle.com/mugs/nhl/20232024/BUF/8481528.png,,,Dylan Cozens,2023020082,2023-10-23,1
8,22,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481540.png,,,Cole Caufield,2023020082,2023-10-23,0
8,15,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481618.png,,,Alex Newhook,2023020082,2023-10-23,0
8,52,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482111.png,,,Justin Barron,2023020082,2023-10-23,0
7,77,R,https://assets.nhle.com/mugs/nhl/20232024/BUF/8482175.png,,,JJ Peterka,2023020082,2023-10-23,1
7,25,D,https://assets.nhle.com/mugs/nhl/20232024/BUF/8482671.png,,,Owen Power,2023020082,2023-10-23,1
8,72,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482964.png,,,Arber Xhekaj,2023020082,2023-10-23,0
8,20,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8483515.png,Slafkovský,Slafkovský,Juraj Slafkovsky,2023020082,2023-10-23,0
