teamId,sweaterNumber,positionCode,headshot,lastName.cs,lastName.sk,fullName,gameId,gameDate,is_home
16,17,L,https://assets.nhle.com/mugs/nhl/20232024/CHI/8473422.png,,,Nick Foligno,2023020513,2023-12-22,1
16,90,C,https://assets.nhle.com/mugs/nhl/20232024/CHI/8474870.png,,,Tyler Johnson,2023020513,2023-12-22,1
8,58,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8475233.png,,,David Savard,2023020513,2023-12-22,0
16,25,D,https://assets.nhle.com/mugs/nhl/20232024/CHI/8475797.png,,,Jarred Tinordi,2023020513,2023-12-22,1
8,11,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8475848.png,,,Brendan Gallagher,2023020513,2023-12-22,0
16,34,G,https://assets.nhle.com/mugs/nhl/20232024/CHI/8475852.png,Mrázek,Mrázek,Petr Mrazek,2023020513,2023-12-22,1
16,43,C,https://assets.nhle.com/mugs/nhl/20232024/CHI/8476278.png,,,Colin Blackwell,2023020513,2023-12-22,1
8,40,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476469.png,,,Joel Armia,2023020513,2023-12-22,0
16,5,D,https://assets.nhle.com/mugs/nhl/20232024/CHI/8476473.png,,,Connor Murphy,2023020513,2023-12-22,1
8,8,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476875.png,,,Mike Matheson,2023020513,2023-12-22,0
8,17,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476981.png,,,Josh Anderson,2023020513,2023-12-22,0
16,16,C,https://assets.nhle.com/mugs/nhl/20232024/CHI/8477450.png,,,Jason Dickinson,2023020513,2023-12-22,1
8,91,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8477497.png,,,Sean Monahan,2023020513,2023-12-22,0
16,8,C,https://assets.nhle.com/mugs/nhl/20232024/CHI/8477987.png,,,Ryan Donato,2023020513,2023-12-22,1
8,28,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8477989.png,,,Christian Dvorak,2023020513,2023-12-22,0
8,71,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8478133.png,,,Jake Evans,2023020513,2023-12-22,0
16,91,L,https://assets.nhle.com/mugs/nhl/20232024/CHI/8478463.png,,,Anthony Beauvillier,2023020513,2023-12-22,1
8,35,G,https://assets.nhle.com/mugs/nhl/20232024/MTL/8478470.png,,,Sam Montembeault,2023020513,2023-12-22,0
8,13,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8478477.png,,,Mitchell Stephens,2023020513,2023-12-22,0
16,11,R,https://assets.nhle.com/mugs/nhl/20232024/CHI/8479390.png,,,Taylor Raddysh,2023020513,2023-12-22,1
16,22,D,https://assets.nhle.com/mugs/nhl/20232024/CHI/8479458.png,Zajcev,Zajcev,Nikita Zaitsev,2023020513,2023-12-22,1
8,14,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480018.png,,,Nick Suzuki,2023020513,2023-12-22,0
16,58,R,https://assets.nhle.com/mugs/nhl/20232024/CHI/8480025.png,,,MacKenzie Entwistle,2023020513,2023-12-22,1
8,30,G,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480051.png,,,Cayden Primeau,2023020513,2023-12-22,0
8,26,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480192.png,,,Johnathan Kovacevic,2023020513,2023-12-22,0
16,23,C,https://assets.nhle.com/mugs/nhl/20232024/CHI/8480798.png,,,Philipp Kurashev,2023020513,2023-12-22,1
8,56,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481058.png,,,Jesse Ylönen,2023020513,2023-12-22,0
16,52,C,https://assets.nhle.com/mugs/nhl/20232024/CHI/8481147.png,,,Reese Johnson,2023020513,2023-12-22,1
8,22,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481540.png,,,Cole Caufield,2023020513,2023-12-22,0
8,47,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481593.png,,,Jayden Struble,2023020513,2023-12-22,0
16,46,D,https://assets.nhle.com/mugs/nhl/20232024/CHI/8481806.png,,,Louis Crevier,2023020513,2023-12-22,1
8,21,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482087.png,,,Kaiden Guhle,2023020513,2023-12-22,0
8,52,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482111.png,,,Justin Barron,2023020513,2023-12-22,0
16,27,L,https://assets.nhle.com/mugs/nhl/20232024/CHI/8482117.png,,,Lukas Reichel,2023020513,2023-12-22,1
16,41,D,https://assets.nhle.com/mugs/nhl/20232024/CHI/8482192.png,,,Isaak Phillips,2023020513,2023-12-22,1
8,51,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482476.png,,,Emil Heineman,2023020513,2023-12-22,0
16,40,G,https://assets.nhle.com/mugs/nhl/20232024/CHI/8482821.png,,,Arvid Soderblom,2023020513,2023-12-22,1
16,55,D,https://assets.nhle.com/mugs/nhl/20232024/CHI/8483466.png,,,Kevin Korchinski,2023020513,2023-12-22,1
8,20,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8483515.png,Slafkovský,Slafkovský,Juraj Slafkovsky,2023020513,2023-12-22,0
16,98,C,https://assets.nhle.com/mugs/nhl/20232024/CHI/8484144.png,,,Connor Bedard,2023020513,2023-12-22,1
