teamId,sweaterNumber,positionCode,headshot,firstName.cs,firstName.fi,firstName.sk,lastName.cs,lastName.sk,fullName,gameId,gameDate,is_home
5,77,C,https://assets.nhle.com/mugs/nhl/20232024/PIT/8470604.png,,,,,,Jeff Carter,2023020442,2023-12-13,0
5,71,C,https://assets.nhle.com/mugs/nhl/20232024/PIT/8471215.png,Jevgenij,Jevgeni,Jevgenij,,,Evgeni Malkin,2023020442,2023-12-13,0
5,87,C,https://assets.nhle.com/mugs/nhl/20232024/PIT/8471675.png,,,,,,Sidney Crosby,2023020442,2023-12-13,0
5,58,D,https://assets.nhle.com/mugs/nhl/20232024/PIT/8471724.png,,,,,,Kris Letang,2023020442,2023-12-13,0
5,20,C,https://assets.nhle.com/mugs/nhl/20232024/PIT/8474189.png,,,,,,Lars Eller,2023020442,2023-12-13,0
5,65,D,https://assets.nhle.com/mugs/nhl/20232024/PIT/8474578.png,,,,,,Erik Karlsson,2023020442,2023-12-13,0
5,19,R,https://assets.nhle.com/mugs/nhl/20232024/PIT/8475191.png,,,,,,Reilly Smith,2023020442,2023-12-13,0
8,58,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8475233.png,,,,,,David Savard,2023020442,2023-12-13,1
8,11,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8475848.png,,,,,,Brendan Gallagher,2023020442,2023-12-13,1
8,40,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476469.png,,,,,,Joel Armia,2023020442,2023-12-13,1
8,8,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476875.png,,,,,,Mike Matheson,2023020442,2023-12-13,1
8,17,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476981.png,,,,,,Josh Anderson,2023020442,2023-12-13,1
5,13,C,https://assets.nhle.com/mugs/nhl/20232024/PIT/8476994.png,,,,,,Vinnie Hinostroza,2023020442,2023-12-13,0
5,59,L,https://assets.nhle.com/mugs/nhl/20232024/PIT/8477404.png,,,,,,Jake Guentzel,2023020442,2023-12-13,0
5,27,D,https://assets.nhle.com/mugs/nhl/20232024/PIT/8477435.png,,,,,,Ryan Graves,2023020442,2023-12-13,0
5,35,G,https://assets.nhle.com/mugs/nhl/20232024/PIT/8477465.png,,,,,,Tristan Jarry,2023020442,2023-12-13,0
8,91,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8477497.png,,,,,,Sean Monahan,2023020442,2023-12-13,1
5,39,G,https://assets.nhle.com/mugs/nhl/20232024/PIT/8477968.png,,,,,,Alex Nedeljkovic,2023020442,2023-12-13,0
5,28,D,https://assets.nhle.com/mugs/nhl/20232024/PIT/8477969.png,,,,,,Marcus Pettersson,2023020442,2023-12-13,0
8,28,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8477989.png,,,,,,Christian Dvorak,2023020442,2023-12-13,1
8,71,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8478133.png,,,,,,Jake Evans,2023020442,2023-12-13,1
5,43,C,https://assets.nhle.com/mugs/nhl/20232024/PIT/8478424.png,,,,,,Jansen Harkins,2023020442,2023-12-13,0
8,35,G,https://assets.nhle.com/mugs/nhl/20232024/MTL/8478470.png,,,,,,Sam Montembeault,2023020442,2023-12-13,1
8,13,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8478477.png,,,,,,Mitchell Stephens,2023020442,2023-12-13,1
8,55,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8479543.png,,,,,,Michael Pezzetta,2023020442,2023-12-13,1
8,14,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480018.png,,,,,,Nick Suzuki,2023020442,2023-12-13,1
8,30,G,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480051.png,,,,,,Cayden Primeau,2023020442,2023-12-13,1
5,73,D,https://assets.nhle.com/mugs/nhl/20232024/PIT/8480058.png,,,,,,Pierre-Olivier Joseph,2023020442,2023-12-13,0
8,26,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480192.png,,,,,,Johnathan Kovacevic,2023020442,2023-12-13,1
5,44,C,https://assets.nhle.com/mugs/nhl/20232024/PIT/8480836.png,,,,,,Jonathan Gruden,2023020442,2023-12-13,0
8,56,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481058.png,,,,,,Jesse Ylönen,2023020442,2023-12-13,1
5,7,D,https://assets.nhle.com/mugs/nhl/20232024/PIT/8481206.png,,,,,,John Ludvig,2023020442,2023-12-13,0
8,22,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481540.png,,,,,,Cole Caufield,2023020442,2023-12-13,1
8,47,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481593.png,,,,,,Jayden Struble,2023020442,2023-12-13,1
5,48,R,https://assets.nhle.com/mugs/nhl/20232024/PIT/8481703.png,,,,,,Valtteri Puustinen,2023020442,2023-12-13,0
5,10,L,https://assets.nhle.com/mugs/nhl/20232024/PIT/8482055.png,,,,,,Drew O'Connor,2023020442,2023-12-13,0
8,21,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482087.png,,,,,,Kaiden Guhle,2023020442,2023-12-13,1
8,52,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482111.png,,,,,,Justin Barron,2023020442,2023-12-13,1
5,63,L,https://assets.nhle.com/mugs/nhl/20232024/PIT/8482241.png,,,,,,Radim Zohorna,2023020442,2023-12-13,0
8,20,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8483515.png,,,,Slafkovský,Slafkovský,Juraj Slafkovsky,2023020442,2023-12-13,1
