teamId,sweaterNumber,positionCode,headshot,lastName.cs,lastName.fi,lastName.sk,firstName.cs,firstName.de,firstName.es,firstName.fi,firstName.sk,firstName.sv,fullName,gameId,gameDate,is_home
17,21,C,https://assets.nhle.com/mugs/nhl/20232024/DET/8478512.png,,,,,,,,,,Austin Czarnik,2023020195,2023-11-09,1
17,34,G,https://assets.nhle.com/mugs/nhl/20232024/DET/8479312.png,,,,,,,,,,Alex Lyon,2023020195,2023-11-09,1
17,93,R,https://assets.nhle.com/mugs/nhl/20232024/DET/8479337.png,,,,,,,,,,Alex DeBrincat,2023020195,2023-11-09,1
8,55,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8479543.png,,,,,,,,,,Michael Pezzetta,2023020195,2023-11-09,0
17,27,C,https://assets.nhle.com/mugs/nhl/20232024/DET/8479992.png,,,,,,,,,,Michael Rasmussen,2023020195,2023-11-09,1
17,24,C,https://assets.nhle.com/mugs/nhl/20232024/DET/8480011.png,,,,,,,,,,Klim Kostin,2023020195,2023-11-09,1
8,14,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480018.png,,,,,,,,,,Nick Suzuki,2023020195,2023-11-09,0
8,30,G,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480051.png,,,,,,,,,,Cayden Primeau,2023020195,2023-11-09,0
8,26,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480192.png,,,,,,,,,,Johnathan Kovacevic,2023020195,2023-11-09,0
17,90,C,https://assets.nhle.com/mugs/nhl/20232024/DET/8480813.png,,,,Joseph,Joseph,Joseph,Joseph,Joseph,Joseph,Joe Veleno,2023020195,2023-11-09,1
8,54,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480887.png,,,,,,,,,,Jordan Harris,2023020195,2023-11-09,0
8,22,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481540.png,,,,,,,,,,Cole Caufield,2023020195,2023-11-09,0
17,53,D,https://assets.nhle.com/mugs/nhl/20232024/DET/8481542.png,,,,,,,,,,Moritz Seider,2023020195,2023-11-09,1
8,15,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481618.png,,,,,,,,,,Alex Newhook,2023020195,2023-11-09,0
17,23,L,https://assets.nhle.com/mugs/nhl/20232024/DET/8482078.png,,,,,,,,,,Lucas Raymond,2023020195,2023-11-09,1
8,21,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482087.png,,,,,,,,,,Kaiden Guhle,2023020195,2023-11-09,0
8,52,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482111.png,,,,,,,,,,Justin Barron,2023020195,2023-11-09,0
8,72,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482964.png,,,,,,,,,,Arber Xhekaj,2023020195,2023-11-09,0
8,20,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8483515.png,Slafkovský,,Slafkovský,,,,,,,Juraj Slafkovsky,2023020195,2023-11-09,0
