teamId,sweaterNumber,positionCode,headshot,lastName.cs,lastName.fi,lastName.sk,firstName.cs,firstName.de,firstName.es,firstName.fi,firstName.sk,firstName.sv,fullName,gameId,gameDate,is_home
17,47,G,https://assets.nhle.com/mugs/nhl/20232024/DET/8473503.png,,,,,,,,,,James Reimer,2023020195,2023-11-09,1
17,46,D,https://assets.nhle.com/mugs/nhl/20232024/DET/8473507.png,,,,,,,,,,Jeff Petry,2023020195,2023-11-09,1
17,57,L,https://assets.nhle.com/mugs/nhl/20232024/DET/8474102.png,,,,,,,,,,David Perron,2023020195,2023-11-09,1
8,34,G,https://assets.nhle.com/mugs/nhl/20232024/MTL/8474596.png,,,,,,,,,,Jake Allen,2023020195,2023-11-09,0
17,8,D,https://assets.nhle.com/mugs/nhl/20232024/DET/8475279.png,,,,,,,,,,Ben Chiarot,2023020195,2023-11-09,1
17,3,D,https://assets.nhle.com/mugs/nhl/20232024/DET/8475718.png,,,,,,,,,,Justin Holl,2023020195,2023-11-09,1
8,11,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8475848.png,,,,,,,,,,Brendan Gallagher,2023020195,2023-11-09,0
8,40,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476469.png,,,,,,,,,,Joel Armia,2023020195,2023-11-09,0
8,70,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476871.png,,,,,,,,,,Tanner Pearson,2023020195,2023-11-09,0
17,2,D,https://assets.nhle.com/mugs/nhl/20232024/DET/8476874.png,Määttä,Määttä,Määttä,,,,,,,Olli Maatta,2023020195,2023-11-09,1
8,8,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476875.png,,,,,,,,,,Mike Matheson,2023020195,2023-11-09,0
8,17,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476981.png,,,,,,,,,,Josh Anderson,2023020195,2023-11-09,0
17,18,C,https://assets.nhle.com/mugs/nhl/20232024/DET/8477429.png,,,,,,,,,,Andrew Copp,2023020195,2023-11-09,1
17,37,L,https://assets.nhle.com/mugs/nhl/20232024/DET/8477456.png,,,,,,,,,,J.T. Compher,2023020195,2023-11-09,1
8,91,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8477497.png,,,,,,,,,,Sean Monahan,2023020195,2023-11-09,0
17,71,C,https://assets.nhle.com/mugs/nhl/20232024/DET/8477946.png,,,,,,,,,,Dylan Larkin,2023020195,2023-11-09,1
8,28,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8477989.png,,,,,,,,,,Christian Dvorak,2023020195,2023-11-09,0
17,96,D,https://assets.nhle.com/mugs/nhl/20232024/DET/8478013.png,,,,,,,,,,Jake Walman,2023020195,2023-11-09,1
8,71,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8478133.png,,,,,,,,,,Jake Evans,2023020195,2023-11-09,0
17,36,R,https://assets.nhle.com/mugs/nhl/20232024/DET/8478432.png,,,,,,,,,,Christian Fischer,2023020195,2023-11-09,1
17,88,R,https://assets.nhle.com/mugs/nhl/20232024/DET/8478466.png,,,,,,,,,,Daniel Sprong,2023020195,2023-11-09,1
