teamId,sweaterNumber,positionCode,headshot,lastName.cs,lastName.sk,fullName,gameId,gameDate,is_home
16,94,R,https://assets.nhle.com/mugs/nhl/20232024/CHI/8470621.png,,,Corey Perry,2023020024,2023-10-14,0
16,17,L,https://assets.nhle.com/mugs/nhl/20232024/CHI/8473422.png,,,Nick Foligno,2023020024,2023-10-14,0
8,34,G,https://assets.nhle.com/mugs/nhl/20232024/MTL/8474596.png,,,Jake Allen,2023020024,2023-10-14,1
16,90,C,https://assets.nhle.com/mugs/nhl/20232024/CHI/8474870.png,,,Tyler Johnson,2023020024,2023-10-14,0
8,58,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8475233.png,,,David Savard,2023020024,2023-10-14,1
16,25,D,https://assets.nhle.com/mugs/nhl/20232024/CHI/8475797.png,,,Jarred Tinordi,2023020024,2023-10-14,0
8,11,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8475848.png,,,Brendan Gallagher,2023020024,2023-10-14,1
16,34,G,https://assets.nhle.com/mugs/nhl/20232024/CHI/8475852.png,Mrázek,Mrázek,Petr Mrazek,2023020024,2023-10-14,0
16,5,D,https://assets.nhle.com/mugs/nhl/20232024/CHI/8476473.png,,,Connor Murphy,2023020024,2023-10-14,0
8,70,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476871.png,,,Tanner Pearson,2023020024,2023-10-14,1
8,8,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476875.png,,,Mike Matheson,2023020024,2023-10-14,1
16,89,C,https://assets.nhle.com/mugs/nhl/20232024/CHI/8476960.png,,,Andreas Athanasiou,2023020024,2023-10-14,0
8,17,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476981.png,,,Josh Anderson,2023020024,2023-10-14,1
16,16,C,https://assets.nhle.com/mugs/nhl/20232024/CHI/8477450.png,,,Jason Dickinson,2023020024,2023-10-14,0
16,4,D,https://assets.nhle.com/mugs/nhl/20232024/CHI/8477495.png,,,Seth Jones,2023020024,2023-10-14,0
8,91,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8477497.png,,,Sean Monahan,2023020024,2023-10-14,1
16,8,C,https://assets.nhle.com/mugs/nhl/20232024/CHI/8477987.png,,,Ryan Donato,2023020024,2023-10-14,0
8,71,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8478133.png,,,Jake Evans,2023020024,2023-10-14,1
8,35,G,https://assets.nhle.com/mugs/nhl/20232024/MTL/8478470.png,,,Sam Montembeault,2023020024,2023-10-14,1
16,14,L,https://assets.nhle.com/mugs/nhl/20232024/CHI/8479383.png,,,Boris Katchouk,2023020024,2023-10-14,0
16,11,R,https://assets.nhle.com/mugs/nhl/20232024/CHI/8479390.png,,,Taylor Raddysh,2023020024,2023-10-14,0
8,14,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480018.png,,,Nick Suzuki,2023020024,2023-10-14,1
8,26,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480192.png,,,Johnathan Kovacevic,2023020024,2023-10-14,1
16,70,C,https://assets.nhle.com/mugs/nhl/20232024/CHI/8480252.png,,,Cole Guttman,2023020024,2023-10-14,0
8,54,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480887.png,,,Jordan Harris,2023020024,2023-10-14,1
8,56,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481058.png,,,Jesse Ylönen,2023020024,2023-10-14,1
8,49,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481093.png,,,Rafael Harvey-Pinard,2023020024,2023-10-14,1
16,52,C,https://assets.nhle.com/mugs/nhl/20232024/CHI/8481147.png,,,Reese Johnson,2023020024,2023-10-14,0
8,77,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481523.png,,,Kirby Dach,2023020024,2023-10-14,1
8,22,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481540.png,,,Cole Caufield,2023020024,2023-10-14,1
16,72,D,https://assets.nhle.com/mugs/nhl/20232024/CHI/8481568.png,,,Alex Vlasic,2023020024,2023-10-14,0
8,15,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481618.png,,,Alex Newhook,2023020024,2023-10-14,1
8,21,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482087.png,,,Kaiden Guhle,2023020024,2023-10-14,1
16,27,L,https://assets.nhle.com/mugs/nhl/20232024/CHI/8482117.png,,,Lukas Reichel,2023020024,2023-10-14,0
16,44,D,https://assets.nhle.com/mugs/nhl/20232024/CHI/8482176.png,,,Wyatt Kaiser,2023020024,2023-10-14,0
16,40,G,https://assets.nhle.com/mugs/nhl/20232024/CHI/8482821.png,,,Arvid Soderblom,2023020024,2023-10-14,0
8,72,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482964.png,,,Arber Xhekaj,2023020024,2023-10-14,1
16,55,D,https://assets.nhle.com/mugs/nhl/20232024/CHI/8483466.png,,,Kevin Korchinski,2023020024,2023-10-14,0
8,20,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8483515.png,Slafkovský,Slafkovský,Juraj Slafkovsky,2023020024,2023-10-14,1
16,98,C,https://assets.nhle.com/mugs/nhl/20232024/CHI/8484144.png,,,Connor Bedard,2023020024,2023-10-14,0
