teamId,sweaterNumber,positionCode,headshot,firstName.cs,firstName.de,firstName.es,firstName.fi,firstName.sk,firstName.sv,lastName.cs,lastName.sk,fullName,gameId,gameDate,is_home
30,29,G,https://assets.nhle.com/mugs/nhl/20232024/MIN/8470594.png,,,,,,,,,Marc-Andre Fleury,2023020041,2023-10-17,0
30,20,L,https://assets.nhle.com/mugs/nhl/20232024/MIN/8474034.png,,,,,,,,,Pat Maroon,2023020041,2023-10-17,0
8,34,G,https://assets.nhle.com/mugs/nhl/20232024/MTL/8474596.png,,,,,,,,,Jake Allen,2023020041,2023-10-17,1
30,90,L,https://assets.nhle.com/mugs/nhl/20232024/MIN/8475149.png,,,,,,,,,Marcus Johansson,2023020041,2023-10-17,0
30,17,L,https://assets.nhle.com/mugs/nhl/20232024/MIN/8475220.png,,,,,,,,,Marcus Foligno,2023020041,2023-10-17,0
8,58,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8475233.png,,,,,,,,,David Savard,2023020041,2023-10-17,1
30,36,R,https://assets.nhle.com/mugs/nhl/20232024/MIN/8475692.png,,,,,,,,,Mats Zuccarello,2023020041,2023-10-17,0
30,4,D,https://assets.nhle.com/mugs/nhl/20232024/MIN/8475750.png,,,,,,,,,Jon Merrill,2023020041,2023-10-17,0
8,11,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8475848.png,,,,,,,,,Brendan Gallagher,2023020041,2023-10-17,1
30,25,D,https://assets.nhle.com/mugs/nhl/20232024/MIN/8476463.png,,,,,,,,,Jonas Brodin,2023020041,2023-10-17,0
8,70,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476871.png,,,,,,,,,Tanner Pearson,2023020041,2023-10-17,1
8,8,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476875.png,,,,,,,,,Mike Matheson,2023020041,2023-10-17,1
8,17,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476981.png,,,,,,,,,Josh Anderson,2023020041,2023-10-17,1
30,38,R,https://assets.nhle.com/mugs/nhl/20232024/MIN/8477451.png,,,,,,,,,Ryan Hartman,2023020041,2023-10-17,0
8,91,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8477497.png,,,,,,,,,Sean Monahan,2023020041,2023-10-17,1
30,6,D,https://assets.nhle.com/mugs/nhl/20232024/MIN/8477541.png,,,,,,,,,Dakota Mermis,2023020041,2023-10-17,0
30,89,C,https://assets.nhle.com/mugs/nhl/20232024/MIN/8477919.png,,,,,,,,,Frederick Gaudreau,2023020041,2023-10-17,0
8,71,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8478133.png,,,,,,,,,Jake Evans,2023020041,2023-10-17,1
30,5,D,https://assets.nhle.com/mugs/nhl/20232024/MIN/8478136.png,Jacob,Jacob,Jacob,Jacob,Jacob,Jacob,,,Jake Middleton,2023020041,2023-10-17,0
8,35,G,https://assets.nhle.com/mugs/nhl/20232024/MTL/8478470.png,,,,,,,,,Sam Montembeault,2023020041,2023-10-17,1
30,14,C,https://assets.nhle.com/mugs/nhl/20232024/MIN/8478493.png,,,,,,,,,Joel Eriksson Ek,2023020041,2023-10-17,0
30,97,L,https://assets.nhle.com/mugs/nhl/20232024/MIN/8478864.png,,,,,,,,,Kirill Kaprizov,2023020041,2023-10-17,0
30,32,G,https://assets.nhle.com/mugs/nhl/20232024/MIN/8479406.png,,,,,,,,,Filip Gustavsson,2023020041,2023-10-17,0
30,21,R,https://assets.nhle.com/mugs/nhl/20232024/MIN/8479520.png,,,,,,,,,Brandon Duhaime,2023020041,2023-10-17,0
8,55,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8479543.png,,,,,,,,,Michael Pezzetta,2023020041,2023-10-17,1
8,14,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480018.png,,,,,,,,,Nick Suzuki,2023020041,2023-10-17,1
8,26,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480192.png,,,,,,,,,Johnathan Kovacevic,2023020041,2023-10-17,1
30,2,D,https://assets.nhle.com/mugs/nhl/20232024/MIN/8480884.png,,,,,,,,,Calen Addison,2023020041,2023-10-17,0
8,54,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8480887.png,,,,,,,,,Jordan Harris,2023020041,2023-10-17,1
30,26,C,https://assets.nhle.com/mugs/nhl/20232024/MIN/8480980.png,,,,,,,,,Connor Dewar,2023020041,2023-10-17,0
8,56,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481058.png,,,,,,,,,Jesse Ylönen,2023020041,2023-10-17,1
8,49,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481093.png,,,,,,,,,Rafael Harvey-Pinard,2023020041,2023-10-17,1
8,22,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481540.png,,,,,,,,,Cole Caufield,2023020041,2023-10-17,1
8,15,C,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481618.png,,,,,,,,,Alex Newhook,2023020041,2023-10-17,1
30,23,C,https://assets.nhle.com/mugs/nhl/20232024/MIN/8482079.png,,,,,,,,,Marco Rossi,2023020041,2023-10-17,0
8,21,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482087.png,,,,,,,,,Kaiden Guhle,2023020041,2023-10-17,1
30,7,D,https://assets.nhle.com/mugs/nhl/20232024/MIN/8482122.png,,,,,,,,,Brock Faber,2023020041,2023-10-17,0
8,72,D,https://assets.nhle.com/mugs/nhl/20232024/MTL/8482964.png,,,,,,,,,Arber Xhekaj,2023020041,2023-10-17,1
8,20,L,https://assets.nhle.com/mugs/nhl/20232024/MTL/8483515.png,,,,,,,Slafkovský,Slafkovský,Juraj Slafkovsky,2023020041,2023-10-17,1
