period,timeInPeriod,timeRemaining,homeTeamDefendingSide,event,sortOrder,periodDescriptor_number,periodType,xCoord,yCoord,zoneCode,shotType,goalieInNetId,awaySOG,homeSOG,reason,secondaryReason,typeCode,descKey,duration,awayScore,homeScore,gameId,seasonId,gameDate,gameType,venue,elapsedTime,eventTeam,is_home,event_player1_Id,event_player2_Id,event_player3_Id,home_skaters,away_skaters,game_strength,home_skater_id1,home_skater_id2,home_skater_id3,home_skater_id4,home_skater_id5,home_skater_id6,away_skater_id1,away_skater_id2,away_skater_id3,away_skater_id4,away_skater_id5,away_skater_id6,home_skater_fullName1,home_skater_fullName2,home_skater_fullName3,home_skater_fullName4,home_skater_fullName5,home_skater_fullName6,away_skater_fullName1,away_skater_fullName2,away_skater_fullName3,away_skater_fullName4,away_skater_fullName5,away_skater_fullName6,home_goalie_id,away_goalie_id,home_goalie_fullName,away_goalie_fullName,normalized_xCoord,normalized_yCoord
1,07:15,12:45,right,shot-on-goal,117,1,REG,-58.0,20.0,O,wrist,8474593.0,5.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,435,MTL,1.0,8476871.0,,,5,5,5v5,8475848.0,8480192.0,8476871.0,8482964.0,8477497.0,,8475690.0,8476456.0,8474150.0,8476399.0,8478396.0,,Brendan Gallagher,Johnathan Kovacevic,Tanner Pearson,Arber Xhekaj,Sean Monahan,,Chris Tanev,Jonathan Huberdeau,Mikael Backlund,Blake Coleman,Noah Hanifin,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,58.0,-20.0
1,07:16,12:44,right,stoppage,118,1,REG,,,,,,5.0,9.0,goalie-stopped-after-sog,tv-timeout,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,436,,,,,,5,4,5v4,8476875.0,8480018.0,8476981.0,8481540.0,8477497.0,,8475690.0,8474150.0,8477507.0,8477496.0,,,Mike Matheson,Nick Suzuki,Josh Anderson,Cole Caufield,Sean Monahan,,Chris Tanev,Mikael Backlund,Nikita Zadorov,Elias Lindholm,,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,,
1,07:16,12:44,right,penalty,119,1,REG,97.0,20.0,O,,,5.0,9.0,,,MIN,cross-checking,2.0,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,436,CGY,0.0,8476399.0,8482087.0,,5,4,4v5,8476875.0,8480018.0,8476981.0,8481540.0,8477497.0,,8475690.0,8474150.0,8477507.0,8477496.0,,,Mike Matheson,Nick Suzuki,Josh Anderson,Cole Caufield,Sean Monahan,,Chris Tanev,Mikael Backlund,Nikita Zadorov,Elias Lindholm,,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,97.0,20.0
1,07:16,12:44,right,faceoff,123,1,REG,-69.0,22.0,D,,,5.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,436,CGY,0.0,8474150.0,8480018.0,,5,4,4v5,8476875.0,8480018.0,8476981.0,8481540.0,8477497.0,,8475690.0,8474150.0,8477507.0,8477496.0,,,Mike Matheson,Nick Suzuki,Josh Anderson,Cole Caufield,Sean Monahan,,Chris Tanev,Mikael Backlund,Nikita Zadorov,Elias Lindholm,,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-69.0,22.0
1,07:28,12:32,right,missed-shot,124,1,REG,41.0,29.0,O,wrist,8478470.0,5.0,9.0,high-and-wide-right,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,448,CGY,0.0,8477507.0,,,5,4,4v5,8476875.0,8480018.0,8476981.0,8481540.0,8477497.0,,8475690.0,8474150.0,8477507.0,8477496.0,,,Mike Matheson,Nick Suzuki,Josh Anderson,Cole Caufield,Sean Monahan,,Chris Tanev,Mikael Backlund,Nikita Zadorov,Elias Lindholm,,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,41.0,29.0
1,07:38,12:22,right,missed-shot,126,1,REG,51.0,-32.0,O,wrist,8478470.0,5.0,9.0,wide-left,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,458,CGY,0.0,8477496.0,,,5,4,4v5,8476875.0,8480018.0,8476981.0,8481540.0,8477497.0,,8478397.0,8474150.0,8477496.0,8477346.0,,,Mike Matheson,Nick Suzuki,Josh Anderson,Cole Caufield,Sean Monahan,,Rasmus Andersson,Mikael Backlund,Elias Lindholm,MacKenzie Weegar,,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,51.0,-32.0
1,08:19,11:41,right,missed-shot,129,1,REG,-84.0,4.0,O,wrist,8474593.0,5.0,9.0,wide-left,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,499,MTL,1.0,8477497.0,,,5,4,5v4,8476875.0,8480018.0,8476981.0,8481540.0,8477497.0,,8478397.0,8479346.0,8477346.0,8478233.0,,,Mike Matheson,Nick Suzuki,Josh Anderson,Cole Caufield,Sean Monahan,,Rasmus Andersson,Dillon Dube,MacKenzie Weegar,Andrew Mangiapane,,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,84.0,-4.0
1,08:31,11:29,right,blocked-shot,130,1,REG,-84.0,0.0,O,,,5.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,511,MTL,1.0,8480018.0,8477497.0,,5,4,5v4,8476875.0,8480018.0,8476981.0,8481540.0,8477497.0,,8478397.0,8479346.0,8477346.0,8478233.0,,,Mike Matheson,Nick Suzuki,Josh Anderson,Cole Caufield,Sean Monahan,,Rasmus Andersson,Dillon Dube,MacKenzie Weegar,Andrew Mangiapane,,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,84.0,-0.0
1,08:38,11:22,right,blocked-shot,131,1,REG,-69.0,13.0,D,,,5.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,518,CGY,0.0,8480018.0,8477346.0,,5,4,4v5,8476875.0,8480018.0,8476981.0,8481540.0,8477497.0,,8478397.0,8479346.0,8477346.0,8478233.0,,,Mike Matheson,Nick Suzuki,Josh Anderson,Cole Caufield,Sean Monahan,,Rasmus Andersson,Dillon Dube,MacKenzie Weegar,Andrew Mangiapane,,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-69.0,13.0
1,09:24,10:36,right,missed-shot,140,1,REG,-85.0,4.0,O,tip-in,8474593.0,5.0,9.0,wide-right,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,564,MTL,1.0,8475848.0,,,5,5,5v5,8475848.0,8481618.0,8482087.0,8482111.0,8476871.0,,8478397.0,8476399.0,8477346.0,8481028.0,8475172.0,,Brendan Gallagher,Alex Newhook,Kaiden Guhle,Justin Barron,Tanner Pearson,,Rasmus Andersson,Blake Coleman,MacKenzie Weegar,Martin Pospisil,Nazem Kadri,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,85.0,-4.0
1,09:25,10:35,right,giveaway,141,1,REG,-66.0,40.0,O,,,5.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,565,MTL,1.0,8476871.0,,,5,5,5v5,8475848.0,8481618.0,8482087.0,8482111.0,8476871.0,,8478397.0,8476399.0,8477346.0,8481028.0,8475172.0,,Brendan Gallagher,Alex Newhook,Kaiden Guhle,Justin Barron,Tanner Pearson,,Rasmus Andersson,Blake Coleman,MacKenzie Weegar,Martin Pospisil,Nazem Kadri,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,66.0,-40.0
1,09:33,10:27,right,shot-on-goal,143,1,REG,53.0,-30.0,O,wrist,8478470.0,6.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,573,CGY,0.0,8481028.0,,,5,5,5v5,8481618.0,8482087.0,8482111.0,8481058.0,8476871.0,,8478397.0,8476399.0,8477346.0,8481028.0,8475172.0,,Alex Newhook,Kaiden Guhle,Justin Barron,Jesse Ylönen,Tanner Pearson,,Rasmus Andersson,Blake Coleman,MacKenzie Weegar,Martin Pospisil,Nazem Kadri,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,53.0,-30.0
1,09:43,10:17,right,hit,147,1,REG,-98.0,-11.0,D,,,6.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,583,CGY,0.0,8481028.0,8481058.0,,5,5,5v5,8481618.0,8482087.0,8480192.0,8481093.0,8481058.0,,8478397.0,8482074.0,8477346.0,8481028.0,8475172.0,,Alex Newhook,Kaiden Guhle,Johnathan Kovacevic,Rafael Harvey-Pinard,Jesse Ylönen,,Rasmus Andersson,Connor Zary,MacKenzie Weegar,Martin Pospisil,Nazem Kadri,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-98.0,-11.0
1,09:50,10:10,right,hit,150,1,REG,6.0,16.0,N,,,6.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,590,MTL,1.0,8481058.0,8482074.0,,5,5,5v5,8482087.0,8480192.0,8481093.0,8481058.0,8478133.0,,8477507.0,8482074.0,8480084.0,8481028.0,8475172.0,,Kaiden Guhle,Johnathan Kovacevic,Rafael Harvey-Pinard,Jesse Ylönen,Jake Evans,,Nikita Zadorov,Connor Zary,Nick DeSimone,Martin Pospisil,Nazem Kadri,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-6.0,-16.0
1,09:55,10:05,right,takeaway,152,1,REG,-88.0,22.0,D,,,6.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,595,CGY,0.0,8480084.0,,,5,5,5v5,8482087.0,8480192.0,8481093.0,8481058.0,8478133.0,,8477507.0,8482074.0,8480084.0,8478233.0,8475172.0,,Kaiden Guhle,Johnathan Kovacevic,Rafael Harvey-Pinard,Jesse Ylönen,Jake Evans,,Nikita Zadorov,Connor Zary,Nick DeSimone,Andrew Mangiapane,Nazem Kadri,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-88.0,22.0
1,10:05,09:55,right,delayed-penalty,154,1,REG,,,,,,6.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,605,MTL,1.0,,,,5,5,5v5,8482087.0,8480192.0,8481093.0,8481058.0,8478133.0,,8477507.0,8477496.0,8482074.0,8480084.0,8478233.0,,Kaiden Guhle,Johnathan Kovacevic,Rafael Harvey-Pinard,Jesse Ylönen,Jake Evans,,Nikita Zadorov,Elias Lindholm,Connor Zary,Nick DeSimone,Andrew Mangiapane,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,,
1,10:08,09:52,right,faceoff,160,1,REG,69.0,-22.0,D,,,6.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,608,MTL,1.0,8477989.0,8477496.0,,4,5,4v5,8476875.0,8480192.0,8477989.0,8481093.0,,,8477496.0,8482074.0,8478396.0,8480008.0,8475172.0,,Mike Matheson,Johnathan Kovacevic,Christian Dvorak,Rafael Harvey-Pinard,,,Elias Lindholm,Connor Zary,Noah Hanifin,Adam Ruzicka,Nazem Kadri,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-69.0,22.0
1,10:08,09:52,right,stoppage,157,1,REG,,,,,,6.0,9.0,tv-timeout,tv-timeout,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,608,,,,,,4,5,4v5,8476875.0,8480192.0,8477989.0,8481093.0,,,8477496.0,8482074.0,8478396.0,8480008.0,8475172.0,,Mike Matheson,Johnathan Kovacevic,Christian Dvorak,Rafael Harvey-Pinard,,,Elias Lindholm,Connor Zary,Noah Hanifin,Adam Ruzicka,Nazem Kadri,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,,
1,10:08,09:52,right,penalty,155,1,REG,72.0,39.0,D,,,6.0,9.0,,,MIN,holding,2.0,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,608,MTL,1.0,8482087.0,8478233.0,,4,5,4v5,8476875.0,8480192.0,8477989.0,8481093.0,,,8477496.0,8482074.0,8478396.0,8480008.0,8475172.0,,Mike Matheson,Johnathan Kovacevic,Christian Dvorak,Rafael Harvey-Pinard,,,Elias Lindholm,Connor Zary,Noah Hanifin,Adam Ruzicka,Nazem Kadri,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-72.0,-39.0
1,12:03,07:57,right,missed-shot,169,1,REG,86.0,-9.0,O,wrist,8478470.0,6.0,9.0,wide-left,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,723,CGY,0.0,8478233.0,,,4,5,5v4,8480018.0,8482111.0,8478133.0,8482964.0,,,8478397.0,8476456.0,8474150.0,8481068.0,8478233.0,,Nick Suzuki,Justin Barron,Jake Evans,Arber Xhekaj,,,Rasmus Andersson,Jonathan Huberdeau,Mikael Backlund,Yegor Sharangovich,Andrew Mangiapane,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,86.0,-9.0
1,12:16,07:44,right,takeaway,171,1,REG,46.0,-37.0,D,,,6.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,736,MTL,1.0,8482087.0,,,5,5,5v5,8480018.0,8482087.0,8482111.0,8478133.0,8482964.0,,8478397.0,8476456.0,8474150.0,8481068.0,8478233.0,,Nick Suzuki,Kaiden Guhle,Justin Barron,Jake Evans,Arber Xhekaj,,Rasmus Andersson,Jonathan Huberdeau,Mikael Backlund,Yegor Sharangovich,Andrew Mangiapane,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-46.0,37.0
1,12:30,07:30,right,shot-on-goal,179,1,REG,40.0,-3.0,O,wrist,8478470.0,7.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,750,CGY,0.0,8477507.0,,,5,5,5v5,8475848.0,8482087.0,8480184.0,8476871.0,8477497.0,,8475690.0,8477507.0,8478421.0,8476399.0,8479346.0,,Brendan Gallagher,Kaiden Guhle,Gustav Lindström,Tanner Pearson,Sean Monahan,,Chris Tanev,Nikita Zadorov,A.J. Greer,Blake Coleman,Dillon Dube,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,40.0,-3.0
1,13:19,06:41,right,stoppage,189,1,REG,,,,,,7.0,9.0,offside,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,799,,,,,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8478397.0,8477496.0,8477346.0,8480008.0,8478233.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Rasmus Andersson,Elias Lindholm,MacKenzie Weegar,Adam Ruzicka,Andrew Mangiapane,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,,
1,13:19,06:41,right,faceoff,191,1,REG,0.0,0.0,N,,,7.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,799,CGY,0.0,8477496.0,8477989.0,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8478397.0,8477496.0,8477346.0,8480008.0,8478233.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Rasmus Andersson,Elias Lindholm,MacKenzie Weegar,Adam Ruzicka,Andrew Mangiapane,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,0.0,0.0
1,13:26,06:34,right,giveaway,192,1,REG,96.0,-8.0,D,,,7.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,806,MTL,1.0,8476875.0,,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8478397.0,8477496.0,8477346.0,8480008.0,8478233.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Rasmus Andersson,Elias Lindholm,MacKenzie Weegar,Adam Ruzicka,Andrew Mangiapane,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-96.0,8.0
1,13:28,06:32,right,missed-shot,193,1,REG,69.0,-9.0,O,snap,8478470.0,7.0,9.0,wide-left,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,808,CGY,0.0,8477496.0,,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8478397.0,8477496.0,8477346.0,8480008.0,8478233.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Rasmus Andersson,Elias Lindholm,MacKenzie Weegar,Adam Ruzicka,Andrew Mangiapane,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,69.0,-9.0
1,13:40,06:20,right,blocked-shot,196,1,REG,87.0,-2.0,D,,,7.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,820,MTL,1.0,8477496.0,8476875.0,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8475690.0,8477496.0,8478396.0,8480008.0,8478233.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Chris Tanev,Elias Lindholm,Noah Hanifin,Adam Ruzicka,Andrew Mangiapane,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-87.0,2.0
1,13:48,06:12,right,giveaway,198,1,REG,-37.0,36.0,D,,,7.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,828,CGY,0.0,8474593.0,,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8475690.0,8477496.0,8482074.0,8478396.0,8478233.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Chris Tanev,Elias Lindholm,Connor Zary,Noah Hanifin,Andrew Mangiapane,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-37.0,36.0
1,14:02,05:58,right,blocked-shot,199,1,REG,-80.0,-5.0,D,,,7.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,842,CGY,0.0,8481540.0,8475690.0,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8475690.0,8477496.0,8482074.0,8478396.0,8478233.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Chris Tanev,Elias Lindholm,Connor Zary,Noah Hanifin,Andrew Mangiapane,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-80.0,-5.0
1,14:04,05:56,right,stoppage,200,1,REG,,,,,,7.0,9.0,goalie-stopped-after-sog,tv-timeout,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,844,,,,,,5,5,5v5,8476875.0,8480018.0,8481618.0,8476981.0,8482111.0,,8475690.0,8477496.0,8478396.0,8481028.0,8475172.0,,Mike Matheson,Nick Suzuki,Alex Newhook,Josh Anderson,Justin Barron,,Chris Tanev,Elias Lindholm,Noah Hanifin,Martin Pospisil,Nazem Kadri,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,,
1,14:04,05:56,right,faceoff,203,1,REG,-69.0,-22.0,D,,,7.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,844,CGY,0.0,8477496.0,8481618.0,,5,5,5v5,8476875.0,8480018.0,8481618.0,8476981.0,8482111.0,,8475690.0,8477496.0,8478396.0,8481028.0,8475172.0,,Mike Matheson,Nick Suzuki,Alex Newhook,Josh Anderson,Justin Barron,,Chris Tanev,Elias Lindholm,Noah Hanifin,Martin Pospisil,Nazem Kadri,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-69.0,-22.0
1,14:33,05:27,right,hit,207,1,REG,59.0,39.0,D,,,7.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,873,MTL,1.0,8482111.0,8482074.0,,5,5,5v5,8476875.0,8480018.0,8481618.0,8476981.0,8482111.0,,8477507.0,8482074.0,8480084.0,8481028.0,8475172.0,,Mike Matheson,Nick Suzuki,Alex Newhook,Josh Anderson,Justin Barron,,Nikita Zadorov,Connor Zary,Nick DeSimone,Martin Pospisil,Nazem Kadri,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-59.0,-39.0
1,16:03,03:57,right,blocked-shot,218,1,REG,72.0,5.0,D,,,7.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,963,MTL,1.0,8477346.0,8482087.0,,5,5,5v5,8482087.0,8480192.0,8481093.0,8481058.0,8478133.0,,8478397.0,8481068.0,8478421.0,8479346.0,8477346.0,,Kaiden Guhle,Johnathan Kovacevic,Rafael Harvey-Pinard,Jesse Ylönen,Jake Evans,,Rasmus Andersson,Yegor Sharangovich,A.J. Greer,Dillon Dube,MacKenzie Weegar,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-72.0,-5.0
1,16:07,03:53,right,giveaway,219,1,REG,34.0,-11.0,D,,,7.0,9.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,967,MTL,1.0,8478133.0,,,5,5,5v5,8482087.0,8480192.0,8481093.0,8481058.0,8478133.0,,8478397.0,8481068.0,8478421.0,8479346.0,8477346.0,,Kaiden Guhle,Johnathan Kovacevic,Rafael Harvey-Pinard,Jesse Ylönen,Jake Evans,,Rasmus Andersson,Yegor Sharangovich,A.J. Greer,Dillon Dube,MacKenzie Weegar,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-34.0,11.0
1,16:21,03:39,right,shot-on-goal,222,1,REG,-15.0,-6.0,N,wrist,8474593.0,7.0,10.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,981,MTL,1.0,8481058.0,,,5,5,5v5,8480184.0,8481093.0,8481058.0,8482964.0,8477497.0,,8478397.0,8481068.0,8478421.0,8479346.0,8477346.0,,Gustav Lindström,Rafael Harvey-Pinard,Jesse Ylönen,Arber Xhekaj,Sean Monahan,,Rasmus Andersson,Yegor Sharangovich,A.J. Greer,Dillon Dube,MacKenzie Weegar,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,15.0,6.0
1,16:29,03:31,right,giveaway,226,1,REG,-39.0,-38.0,D,,,7.0,10.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,989,CGY,0.0,8478397.0,,,5,5,5v5,8480184.0,8481058.0,8476871.0,8482964.0,8477497.0,,8478397.0,8477496.0,8479346.0,8477346.0,8480008.0,,Gustav Lindström,Jesse Ylönen,Tanner Pearson,Arber Xhekaj,Sean Monahan,,Rasmus Andersson,Elias Lindholm,Dillon Dube,MacKenzie Weegar,Adam Ruzicka,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-39.0,-38.0
1,16:48,03:12,right,blocked-shot,230,1,REG,-67.0,-21.0,D,,,7.0,10.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,1008,CGY,0.0,8476871.0,8475690.0,,5,5,5v5,8475848.0,8480184.0,8476871.0,8482964.0,8477497.0,,8475690.0,8477496.0,8478396.0,8480008.0,8478233.0,,Brendan Gallagher,Gustav Lindström,Tanner Pearson,Arber Xhekaj,Sean Monahan,,Chris Tanev,Elias Lindholm,Noah Hanifin,Adam Ruzicka,Andrew Mangiapane,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,-67.0,-21.0
1,16:49,03:11,right,shot-on-goal,231,1,REG,-72.0,-31.0,O,wrist,8474593.0,7.0,11.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,1009,MTL,1.0,8476871.0,,,5,5,5v5,8475848.0,8480184.0,8476871.0,8482964.0,8477497.0,,8475690.0,8477496.0,8478396.0,8480008.0,8478233.0,,Brendan Gallagher,Gustav Lindström,Tanner Pearson,Arber Xhekaj,Sean Monahan,,Chris Tanev,Elias Lindholm,Noah Hanifin,Adam Ruzicka,Andrew Mangiapane,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,72.0,31.0
1,17:21,02:39,right,missed-shot,237,1,REG,29.0,-36.0,O,snap,8478470.0,7.0,11.0,short,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,1041,CGY,0.0,8475172.0,,,5,5,5v5,8475848.0,8481540.0,8480184.0,8482964.0,8477497.0,,8477507.0,8482074.0,8480084.0,8481028.0,8475172.0,,Brendan Gallagher,Cole Caufield,Gustav Lindström,Arber Xhekaj,Sean Monahan,,Nikita Zadorov,Connor Zary,Nick DeSimone,Martin Pospisil,Nazem Kadri,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,29.0,-36.0
1,17:24,02:36,right,missed-shot,238,1,REG,82.0,2.0,O,tip-in,8478470.0,7.0,11.0,wide-right,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,1044,CGY,0.0,8481028.0,,,5,5,5v5,8475848.0,8481540.0,8480184.0,8482964.0,8477497.0,,8477507.0,8482074.0,8480084.0,8481028.0,8475172.0,,Brendan Gallagher,Cole Caufield,Gustav Lindström,Arber Xhekaj,Sean Monahan,,Nikita Zadorov,Connor Zary,Nick DeSimone,Martin Pospisil,Nazem Kadri,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,82.0,2.0
1,17:40,02:20,right,shot-on-goal,239,1,REG,55.0,-7.0,O,wrist,8478470.0,8.0,11.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,1060,CGY,0.0,8477507.0,,,5,5,5v5,8475848.0,8481540.0,8480184.0,8482964.0,8477497.0,,8477507.0,8482074.0,8480084.0,8481028.0,8475172.0,,Brendan Gallagher,Cole Caufield,Gustav Lindström,Arber Xhekaj,Sean Monahan,,Nikita Zadorov,Connor Zary,Nick DeSimone,Martin Pospisil,Nazem Kadri,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,55.0,-7.0
1,18:12,01:48,right,shot-on-goal,248,1,REG,-76.0,-8.0,O,wrist,8474593.0,8.0,12.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,1092,MTL,1.0,8481540.0,,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8478397.0,8476456.0,8474150.0,8476399.0,8477346.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Rasmus Andersson,Jonathan Huberdeau,Mikael Backlund,Blake Coleman,MacKenzie Weegar,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,76.0,8.0
1,18:25,01:35,right,shot-on-goal,250,1,REG,82.0,24.0,O,wrist,8478470.0,9.0,12.0,,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,1105,CGY,0.0,8474150.0,,,5,5,5v5,8476875.0,8483515.0,8481540.0,8477989.0,8482111.0,,8478397.0,8476456.0,8474150.0,8476399.0,8478396.0,,Mike Matheson,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Justin Barron,,Rasmus Andersson,Jonathan Huberdeau,Mikael Backlund,Blake Coleman,Noah Hanifin,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,82.0,24.0
1,18:28,01:32,right,stoppage,252,1,REG,,,,,,9.0,12.0,goalie-stopped-after-sog,,,,,0.0,0.0,2023020231,20232024,2023-11-14,2,Centre Bell,1108,,,,,,5,5,5v5,8480018.0,8481618.0,8476981.0,8482087.0,8480192.0,,8475690.0,8476456.0,8474150.0,8476399.0,8478396.0,,Nick Suzuki,Alex Newhook,Josh Anderson,Kaiden Guhle,Johnathan Kovacevic,,Chris Tanev,Jonathan Huberdeau,Mikael Backlund,Blake Coleman,Noah Hanifin,,8478470.0,8474593.0,Sam Montembeault,Jacob Markstrom,,
