period,timeInPeriod,timeRemaining,homeTeamDefendingSide,event,sortOrder,period,periodType,xCoord,yCoord,zoneCode,shotType,goalieInNetId,awaySOG,homeSOG,reason,secondaryReason,typeCode,descKey,duration,awayScore,homeScore,servedByPlayerId,gameId,seasonId,gameDate,gameType,venue,elapsedTime,normalized_xCoord,eventTeam,is_home,event_player1_Id,event_player2_Id,event_player3_Id,home_skaters,away_skaters,game_strength,home_skater_id1,home_skater_id2,home_skater_id3,home_skater_id4,home_skater_id5,away_skater_id1,away_skater_id2,away_skater_id3,away_skater_id4,away_skater_id5,home_skater_fullName1,home_skater_fullName2,home_skater_fullName3,home_skater_fullName4,home_skater_fullName5,away_skater_fullName1,away_skater_fullName2,away_skater_fullName3,away_skater_fullName4,away_skater_fullName5,home_goalie_id,away_goalie_id,home_goalie_fullName,away_goalie_fullName
3,16:45,03:15,right,stoppage,693,3,REG,,,,,,20.0,18.0,goalie-stopped-after-sog,,,,,2.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3405,,,,,,,5,5,5v5,8478136.0,8482122.0,8481557.0,8474034.0,8477919.0,8476875.0,8480018.0,8483515.0,8481540.0,8475233.0,Jake Middleton,Brock Faber,Matt Boldy,Pat Maroon,Frederick Gaudreau,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,David Savard,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,16:45,03:15,right,faceoff,696,3,REG,69.0,22.0,O,,,20.0,18.0,,,,,,2.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3405,31.0,MTL,0.0,8480018.0,8477919.0,,5,5,5v5,8478136.0,8482122.0,8481557.0,8474034.0,8477919.0,8476875.0,8480018.0,8483515.0,8481540.0,8475233.0,Jake Middleton,Brock Faber,Matt Boldy,Pat Maroon,Frederick Gaudreau,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,David Savard,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,16:57,03:03,right,goal,697,3,REG,79.0,-6.0,O,deflected,8479406.0,20.0,18.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3417,21.0,MTL,0.0,8483515.0,8475233.0,8476875.0,5,5,5v5,8481557.0,8478493.0,8474567.0,8471274.0,8478864.0,8476875.0,8476981.0,8475233.0,8478133.0,8477497.0,Matt Boldy,Joel Eriksson Ek,Zach Bogosian,Alex Goligoski,Kirill Kaprizov,Mike Matheson,Josh Anderson,David Savard,Jake Evans,Sean Monahan,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,16:57,03:03,right,faceoff,700,3,REG,0.0,0.0,N,,,20.0,18.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3417,100.0,MTL,0.0,8477497.0,8478493.0,,5,5,5v5,8481557.0,8478493.0,8474567.0,8471274.0,8478864.0,8476875.0,8476981.0,8475233.0,8478133.0,8477497.0,Matt Boldy,Joel Eriksson Ek,Zach Bogosian,Alex Goligoski,Kirill Kaprizov,Mike Matheson,Josh Anderson,David Savard,Jake Evans,Sean Monahan,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,17:08,02:52,right,faceoff,702,3,REG,69.0,22.0,D,,,20.0,18.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3428,31.0,MIN,1.0,8478493.0,8477497.0,,5,5,5v5,8481557.0,8478493.0,8474567.0,8471274.0,8478864.0,8476875.0,8476981.0,8475233.0,8478133.0,8477497.0,Matt Boldy,Joel Eriksson Ek,Zach Bogosian,Alex Goligoski,Kirill Kaprizov,Mike Matheson,Josh Anderson,David Savard,Jake Evans,Sean Monahan,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,17:08,02:52,right,stoppage,701,3,REG,,,,,,20.0,18.0,puck-in-netting,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3428,,,,,,,5,5,5v5,8481557.0,8478493.0,8474567.0,8471274.0,8478864.0,8476875.0,8476981.0,8475233.0,8478133.0,8477497.0,Matt Boldy,Joel Eriksson Ek,Zach Bogosian,Alex Goligoski,Kirill Kaprizov,Mike Matheson,Josh Anderson,David Savard,Jake Evans,Sean Monahan,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,17:37,02:23,right,shot-on-goal,703,3,REG,-79.0,-10.0,O,wrist,8478470.0,20.0,19.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3457,179.0,MIN,1.0,8478493.0,,,5,5,5v5,8481557.0,8478493.0,8474567.0,8471274.0,8478864.0,8476875.0,8476981.0,8475233.0,8478133.0,8477497.0,Matt Boldy,Joel Eriksson Ek,Zach Bogosian,Alex Goligoski,Kirill Kaprizov,Mike Matheson,Josh Anderson,David Savard,Jake Evans,Sean Monahan,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,17:38,02:22,right,stoppage,704,3,REG,,,,,,20.0,19.0,goalie-stopped-after-sog,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3458,,,,,,,5,5,5v5,8478136.0,8482122.0,8475220.0,8482079.0,8475149.0,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,Jake Middleton,Brock Faber,Marcus Foligno,Marco Rossi,Marcus Johansson,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,17:38,02:22,right,faceoff,707,3,REG,-69.0,-22.0,D,,,20.0,19.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3458,169.0,MTL,0.0,8480018.0,8482079.0,,5,5,5v5,8478136.0,8482122.0,8475220.0,8482079.0,8475149.0,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,Jake Middleton,Brock Faber,Marcus Foligno,Marco Rossi,Marcus Johansson,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,17:46,02:14,right,stoppage,708,3,REG,,,,,,20.0,19.0,icing,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3466,,,,,,,5,5,5v5,8478136.0,8482122.0,8475220.0,8482079.0,8475149.0,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,Jake Middleton,Brock Faber,Marcus Foligno,Marco Rossi,Marcus Johansson,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,17:46,02:14,right,faceoff,709,3,REG,-69.0,-22.0,D,,,20.0,19.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3466,169.0,MTL,0.0,8480018.0,8475220.0,,5,5,5v5,8478136.0,8482122.0,8475220.0,8482079.0,8475149.0,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,Jake Middleton,Brock Faber,Marcus Foligno,Marco Rossi,Marcus Johansson,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,18:13,01:47,right,delayed-penalty,711,3,REG,,,,,,20.0,19.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3493,,MTL,0.0,,,,5,5,5v5,8478136.0,8482122.0,8475220.0,8482079.0,8475149.0,8483515.0,8482087.0,8481540.0,8477989.0,8482111.0,Jake Middleton,Brock Faber,Marcus Foligno,Marco Rossi,Marcus Johansson,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Christian Dvorak,Justin Barron,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,18:33,01:27,right,faceoff,722,3,REG,-69.0,-22.0,D,,,20.0,19.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3513,169.0,MTL,0.0,8478133.0,8482079.0,,5,4,4v5,8482122.0,8481557.0,8478493.0,8482079.0,8478864.0,8476875.0,8476469.0,8475233.0,8478133.0,,Brock Faber,Matt Boldy,Joel Eriksson Ek,Marco Rossi,Kirill Kaprizov,Mike Matheson,Joel Armia,David Savard,Jake Evans,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,18:33,01:27,right,penalty,717,3,REG,-61.0,30.0,D,,,20.0,19.0,,,MIN,cross-checking,2.0,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3513,161.0,MTL,0.0,8481540.0,8482079.0,,5,4,4v5,8482122.0,8481557.0,8478493.0,8482079.0,8478864.0,8476875.0,8476469.0,8475233.0,8478133.0,,Brock Faber,Matt Boldy,Joel Eriksson Ek,Marco Rossi,Kirill Kaprizov,Mike Matheson,Joel Armia,David Savard,Jake Evans,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,18:55,01:05,right,missed-shot,723,3,REG,-30.0,8.0,O,tip-in,8478470.0,20.0,19.0,high-and-wide-right,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3535,130.0,MIN,1.0,8482122.0,,,5,4,5v4,8482122.0,8481557.0,8478493.0,8482079.0,8478864.0,8476875.0,8476469.0,8475233.0,8478133.0,,Brock Faber,Matt Boldy,Joel Eriksson Ek,Marco Rossi,Kirill Kaprizov,Mike Matheson,Joel Armia,David Savard,Jake Evans,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,19:09,00:51,right,missed-shot,725,3,REG,59.0,27.0,O,wrist,8479406.0,20.0,19.0,high-and-wide-left,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3549,41.0,MTL,0.0,8478133.0,,,5,4,4v5,8482122.0,8481557.0,8478493.0,8482079.0,8478864.0,8476875.0,8477989.0,8475233.0,8478133.0,,Brock Faber,Matt Boldy,Joel Eriksson Ek,Marco Rossi,Kirill Kaprizov,Mike Matheson,Christian Dvorak,David Savard,Jake Evans,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,19:15,00:45,right,giveaway,727,3,REG,-34.0,-35.0,O,,,20.0,19.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3555,134.0,MIN,1.0,8482079.0,,,5,4,5v4,8482122.0,8481557.0,8478493.0,8482079.0,8478864.0,8480018.0,8480192.0,8477989.0,8475233.0,,Brock Faber,Matt Boldy,Joel Eriksson Ek,Marco Rossi,Kirill Kaprizov,Nick Suzuki,Johnathan Kovacevic,Christian Dvorak,David Savard,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,19:36,00:24,right,takeaway,729,3,REG,52.0,-30.0,D,,,20.0,19.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3576,48.0,MIN,1.0,8482079.0,,,5,4,5v4,8482122.0,8481557.0,8478493.0,8482079.0,8478864.0,8480018.0,8482087.0,8480192.0,8477989.0,,Brock Faber,Matt Boldy,Joel Eriksson Ek,Marco Rossi,Kirill Kaprizov,Nick Suzuki,Kaiden Guhle,Johnathan Kovacevic,Christian Dvorak,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,19:41,00:19,right,stoppage,730,3,REG,,,,,,20.0,19.0,icing,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3581,,,,,,,5,4,5v4,8482122.0,8481557.0,8478493.0,8482079.0,8478864.0,8476875.0,8480018.0,8477989.0,8475233.0,,Brock Faber,Matt Boldy,Joel Eriksson Ek,Marco Rossi,Kirill Kaprizov,Mike Matheson,Nick Suzuki,Christian Dvorak,David Savard,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,19:41,00:19,right,faceoff,733,3,REG,69.0,22.0,O,,,20.0,19.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3581,31.0,MTL,0.0,8477989.0,8478493.0,,5,4,4v5,8482122.0,8481557.0,8478493.0,8482079.0,8478864.0,8476875.0,8480018.0,8477989.0,8475233.0,,Brock Faber,Matt Boldy,Joel Eriksson Ek,Marco Rossi,Kirill Kaprizov,Mike Matheson,Nick Suzuki,Christian Dvorak,David Savard,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,19:42,00:18,right,missed-shot,734,3,REG,43.0,29.0,O,wrist,8479406.0,20.0,19.0,wide-left,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3582,57.0,MTL,0.0,8476875.0,,,5,4,4v5,8482122.0,8481557.0,8478493.0,8482079.0,8478864.0,8476875.0,8480018.0,8477989.0,8475233.0,,Brock Faber,Matt Boldy,Joel Eriksson Ek,Marco Rossi,Kirill Kaprizov,Mike Matheson,Nick Suzuki,Christian Dvorak,David Savard,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,19:50,00:10,right,blocked-shot,735,3,REG,-44.0,-1.0,D,,,20.0,19.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3590,144.0,MTL,0.0,8478493.0,8476875.0,,5,4,4v5,8482122.0,8481557.0,8478493.0,8482079.0,8478864.0,8476875.0,8480018.0,8477989.0,8475233.0,,Brock Faber,Matt Boldy,Joel Eriksson Ek,Marco Rossi,Kirill Kaprizov,Mike Matheson,Nick Suzuki,Christian Dvorak,David Savard,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,19:54,00:06,right,blocked-shot,736,3,REG,-74.0,7.0,D,,,20.0,19.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3594,174.0,MTL,0.0,8482122.0,8480018.0,,5,4,4v5,8482122.0,8481557.0,8478493.0,8482079.0,8478864.0,8476875.0,8480018.0,8477989.0,8475233.0,,Brock Faber,Matt Boldy,Joel Eriksson Ek,Marco Rossi,Kirill Kaprizov,Mike Matheson,Nick Suzuki,Christian Dvorak,David Savard,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,19:58,00:02,right,blocked-shot,737,3,REG,-66.0,0.0,D,,,20.0,19.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3598,166.0,MTL,0.0,8482079.0,8475233.0,,5,4,4v5,8482122.0,8481557.0,8478493.0,8482079.0,8478864.0,8476875.0,8480018.0,8477989.0,8475233.0,,Brock Faber,Matt Boldy,Joel Eriksson Ek,Marco Rossi,Kirill Kaprizov,Mike Matheson,Nick Suzuki,Christian Dvorak,David Savard,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
3,20:00,00:00,right,period-end,738,3,REG,,,,,,20.0,19.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3600,,,,,,,4,3,4v3,8482122.0,8481557.0,8478493.0,8478864.0,,8476875.0,8475233.0,8478133.0,,,Brock Faber,Matt Boldy,Joel Eriksson Ek,Kirill Kaprizov,,Mike Matheson,David Savard,Jake Evans,,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
4,00:00,05:00,left,period-start,743,4,OT,,,,,,20.0,19.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3600,,,,,,,4,3,4v3,8482122.0,8481557.0,8478493.0,8478864.0,,8476875.0,8475233.0,8478133.0,,,Brock Faber,Matt Boldy,Joel Eriksson Ek,Kirill Kaprizov,,Mike Matheson,David Savard,Jake Evans,,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
4,00:00,05:00,left,faceoff,746,4,OT,0.0,0.0,N,,,20.0,19.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3600,0.0,MIN,1.0,8478493.0,8478133.0,,4,3,4v3,8482122.0,8481557.0,8478493.0,8478864.0,,8476875.0,8475233.0,8478133.0,,,Brock Faber,Matt Boldy,Joel Eriksson Ek,Kirill Kaprizov,,Mike Matheson,David Savard,Jake Evans,,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
4,01:06,03:54,left,blocked-shot,750,4,OT,76.0,-1.0,O,,,20.0,19.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3666,76.0,MIN,1.0,8478864.0,8474567.0,,4,4,4v4,8478136.0,8481557.0,8474567.0,8478864.0,,8476875.0,8481540.0,8475233.0,8478133.0,,Jake Middleton,Matt Boldy,Zach Bogosian,Kirill Kaprizov,,Mike Matheson,Cole Caufield,David Savard,Jake Evans,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
4,01:09,03:51,left,shot-on-goal,751,4,OT,37.0,-23.0,O,wrist,8478470.0,20.0,20.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3669,37.0,MIN,1.0,8474567.0,,,4,4,4v4,8478136.0,8481557.0,8474567.0,8478864.0,,8476875.0,8481540.0,8475233.0,8478133.0,,Jake Middleton,Matt Boldy,Zach Bogosian,Kirill Kaprizov,,Mike Matheson,Cole Caufield,David Savard,Jake Evans,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
4,01:58,03:02,left,giveaway,760,4,OT,33.0,-38.0,O,,,20.0,20.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3718,33.0,MIN,1.0,8475149.0,,,4,4,4v4,8482122.0,8474567.0,8477919.0,8475149.0,,8483515.0,8482087.0,8482111.0,8477497.0,,Brock Faber,Zach Bogosian,Frederick Gaudreau,Marcus Johansson,,Juraj Slafkovsky,Kaiden Guhle,Justin Barron,Sean Monahan,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
4,02:23,02:37,left,takeaway,765,4,OT,-52.0,23.0,O,,,20.0,20.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3743,-52.0,MTL,0.0,8477497.0,,,4,4,4v4,8482122.0,8478493.0,8482079.0,8474567.0,,8476875.0,8476981.0,8482087.0,8477497.0,,Brock Faber,Joel Eriksson Ek,Marco Rossi,Zach Bogosian,,Mike Matheson,Josh Anderson,Kaiden Guhle,Sean Monahan,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
4,02:24,02:36,left,missed-shot,766,4,OT,-56.0,-6.0,O,wrist,8479406.0,20.0,20.0,high-and-wide-right,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3744,-56.0,MTL,0.0,8477497.0,,,4,4,4v4,8482122.0,8478493.0,8482079.0,8474567.0,,8476875.0,8476981.0,8482087.0,8477497.0,,Brock Faber,Joel Eriksson Ek,Marco Rossi,Zach Bogosian,,Mike Matheson,Josh Anderson,Kaiden Guhle,Sean Monahan,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
4,02:30,02:30,left,shot-on-goal,768,4,OT,-86.0,35.0,O,wrist,8479406.0,21.0,20.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3750,-86.0,MTL,0.0,8476875.0,,,4,4,4v4,8482122.0,8478493.0,8482079.0,8474567.0,,8476875.0,8476981.0,8475233.0,8477497.0,,Brock Faber,Joel Eriksson Ek,Marco Rossi,Zach Bogosian,,Mike Matheson,Josh Anderson,David Savard,Sean Monahan,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
4,02:33,02:27,left,stoppage,769,4,OT,,,,,,21.0,20.0,goalie-stopped-after-sog,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3753,,,,,,,3,3,3v3,8482122.0,8478493.0,8478864.0,,,8476875.0,8480018.0,8481540.0,,,Brock Faber,Joel Eriksson Ek,Kirill Kaprizov,,,Mike Matheson,Nick Suzuki,Cole Caufield,,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
4,02:33,02:27,left,faceoff,772,4,OT,-69.0,22.0,D,,,21.0,20.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3753,-69.0,MIN,1.0,8478493.0,8480018.0,,3,3,3v3,8482122.0,8478493.0,8478864.0,,,8476875.0,8480018.0,8481540.0,,,Brock Faber,Joel Eriksson Ek,Kirill Kaprizov,,,Mike Matheson,Nick Suzuki,Cole Caufield,,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
4,03:14,01:46,left,shot-on-goal,774,4,OT,-64.0,16.0,O,wrist,8479406.0,22.0,20.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3794,-64.0,MTL,0.0,8476875.0,,,3,3,3v3,8482122.0,8478493.0,8482079.0,,,8476875.0,8480018.0,8481540.0,,,Brock Faber,Joel Eriksson Ek,Marco Rossi,,,Mike Matheson,Nick Suzuki,Cole Caufield,,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
4,03:15,01:45,left,missed-shot,775,4,OT,-78.0,-14.0,O,deflected,8479406.0,22.0,20.0,high-and-wide-right,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3795,-78.0,MTL,0.0,8481540.0,,,3,3,3v3,8482122.0,8478493.0,8482079.0,,,8476875.0,8480018.0,8481540.0,,,Brock Faber,Joel Eriksson Ek,Marco Rossi,,,Mike Matheson,Nick Suzuki,Cole Caufield,,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
4,03:26,01:34,left,hit,779,4,OT,-52.0,-37.0,O,,,22.0,20.0,,,,,,3.0,3.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3806,-52.0,MTL,0.0,8480018.0,8482079.0,,3,3,3v3,8482122.0,8481557.0,8482079.0,,,8480018.0,8476981.0,8482087.0,,,Brock Faber,Matt Boldy,Marco Rossi,,,Nick Suzuki,Josh Anderson,Kaiden Guhle,,,8479406.0,8478470.0,Filip Gustavsson,Sam Montembeault
4,04:55,00:05,left,period-end,789,4,OT,,,,,,22.0,20.0,,,,,,3.0,4.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3895,,,,,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,
4,04:55,00:05,left,goal,787,4,OT,80.0,-8.0,O,snap,8478470.0,22.0,20.0,,,,,,3.0,4.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3895,80.0,MIN,1.0,8478864.0,8475149.0,8482122.0,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,
4,04:55,00:05,left,game-end,793,4,OT,,,,,,22.0,20.0,,,,,,3.0,4.0,,2023020506,20232024,2023-12-21,2,Xcel Energy Center,3895,,,,,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,
