period,timeInPeriod,timeRemaining,homeTeamDefendingSide,event,sortOrder,period,periodType,xCoord,yCoord,zoneCode,reason,shotType,goalieInNetId,awaySOG,homeSOG,awayScore,homeScore,secondaryReason,typeCode,descKey,duration,servedByPlayerId,gameId,seasonId,gameDate,gameType,venue,elapsedTime,normalized_xCoord,eventTeam,is_home,event_player1_Id,event_player2_Id,event_player3_Id,home_skaters,away_skaters,game_strength,home_skater_id1,home_skater_id2,home_skater_id3,home_skater_id4,home_skater_id5,home_skater_id6,away_skater_id1,away_skater_id2,away_skater_id3,away_skater_id4,away_skater_id5,away_skater_id6,home_skater_fullName1,home_skater_fullName2,home_skater_fullName3,home_skater_fullName4,home_skater_fullName5,home_skater_fullName6,away_skater_fullName1,away_skater_fullName2,away_skater_fullName3,away_skater_fullName4,away_skater_fullName5,away_skater_fullName6,home_goalie_id,away_goalie_id,home_goalie_fullName,away_goalie_fullName
1,00:00,20:00,right,period-start,8,1,REG,,,,,,,0.0,0.0,0.0,0.0,,,,,,2023020361,20232024,2023-12-02,2,Centre Bell,0,,,,,,,5,5,5v5,8476875.0,8480018.0,8481540.0,8480184.0,8477497.0,,8475279.0,8478466.0,8473507.0,8474102.0,8480813.0,,Mike Matheson,Nick Suzuki,Cole Caufield,Gustav Lindström,Sean Monahan,,Ben Chiarot,Daniel Sprong,Jeff Petry,David Perron,Joe Veleno,,8474596.0,8478024.0,Jake Allen,Ville Husso
1,00:00,20:00,right,faceoff,9,1,REG,0.0,0.0,N,,,,0.0,0.0,0.0,0.0,,,,,,2023020361,20232024,2023-12-02,2,Centre Bell,0,100.0,DET,0.0,8480813.0,8480018.0,,5,5,5v5,8476875.0,8480018.0,8481540.0,8480184.0,8477497.0,,8475279.0,8478466.0,8473507.0,8474102.0,8480813.0,,Mike Matheson,Nick Suzuki,Cole Caufield,Gustav Lindström,Sean Monahan,,Ben Chiarot,Daniel Sprong,Jeff Petry,David Perron,Joe Veleno,,8474596.0,8478024.0,Jake Allen,Ville Husso
1,00:08,19:52,right,hit,10,1,REG,98.0,-17.0,O,,,,0.0,0.0,0.0,0.0,,,,,,2023020361,20232024,2023-12-02,2,Centre Bell,8,2.0,DET,0.0,8478466.0,8480184.0,,5,5,5v5,8476875.0,8480018.0,8481540.0,8480184.0,8477497.0,,8475279.0,8478466.0,8473507.0,8474102.0,8480813.0,,Mike Matheson,Nick Suzuki,Cole Caufield,Gustav Lindström,Sean Monahan,,Ben Chiarot,Daniel Sprong,Jeff Petry,David Perron,Joe Veleno,,8474596.0,8478024.0,Jake Allen,Ville Husso
1,00:21,19:39,right,hit,11,1,REG,95.0,-27.0,D,,,,0.0,0.0,0.0,0.0,,,,,,2023020361,20232024,2023-12-02,2,Centre Bell,21,5.0,MTL,1.0,8476875.0,8474102.0,,5,5,5v5,8476875.0,8480018.0,8481540.0,8480184.0,8477497.0,,8475279.0,8478466.0,8473507.0,8474102.0,8480813.0,,Mike Matheson,Nick Suzuki,Cole Caufield,Gustav Lindström,Sean Monahan,,Ben Chiarot,Daniel Sprong,Jeff Petry,David Perron,Joe Veleno,,8474596.0,8478024.0,Jake Allen,Ville Husso
1,00:30,19:30,right,missed-shot,12,1,REG,69.0,39.0,O,wide-left,wrist,8474596.0,0.0,0.0,0.0,0.0,,,,,,2023020361,20232024,2023-12-02,2,Centre Bell,30,31.0,DET,0.0,8475279.0,,,5,5,5v5,8476875.0,8480018.0,8481540.0,8480184.0,8477497.0,,8475279.0,8478466.0,8473507.0,8474102.0,8480813.0,,Mike Matheson,Nick Suzuki,Cole Caufield,Gustav Lindström,Sean Monahan,,Ben Chiarot,Daniel Sprong,Jeff Petry,David Perron,Joe Veleno,,8474596.0,8478024.0,Jake Allen,Ville Husso
1,00:33,19:27,right,missed-shot,14,1,REG,83.0,5.0,O,wide-right,tip-in,8474596.0,0.0,0.0,0.0,0.0,,,,,,2023020361,20232024,2023-12-02,2,Centre Bell,33,17.0,DET,0.0,8480813.0,,,5,5,5v5,8476875.0,8480018.0,8481540.0,8480184.0,8477497.0,,8475279.0,8478466.0,8482078.0,8473507.0,8480813.0,,Mike Matheson,Nick Suzuki,Cole Caufield,Gustav Lindström,Sean Monahan,,Ben Chiarot,Daniel Sprong,Lucas Raymond,Jeff Petry,Joe Veleno,,8474596.0,8478024.0,Jake Allen,Ville Husso
1,00:55,19:05,right,shot-on-goal,22,1,REG,50.0,-12.0,O,,wrist,8474596.0,1.0,0.0,0.0,0.0,,,,,,2023020361,20232024,2023-12-02,2,Centre Bell,55,50.0,DET,0.0,8481542.0,,,5,5,5v5,8475848.0,8476981.0,8482087.0,8477989.0,8482111.0,,8478466.0,8482078.0,8481542.0,8477946.0,8478013.0,,Brendan Gallagher,Josh Anderson,Kaiden Guhle,Christian Dvorak,Justin Barron,,Daniel Sprong,Lucas Raymond,Moritz Seider,Dylan Larkin,Jake Walman,,8474596.0,8478024.0,Jake Allen,Ville Husso
1,00:57,19:03,right,stoppage,23,1,REG,,,,goalie-stopped-after-sog,,,1.0,0.0,0.0,0.0,,,,,,2023020361,20232024,2023-12-02,2,Centre Bell,57,,,,,,,5,5,5v5,8475848.0,8476981.0,8482087.0,8477989.0,8482111.0,,8477429.0,8482078.0,8481542.0,8477946.0,8478013.0,,Brendan Gallagher,Josh Anderson,Kaiden Guhle,Christian Dvorak,Justin Barron,,Andrew Copp,Lucas Raymond,Moritz Seider,Dylan Larkin,Jake Walman,,8474596.0,8478024.0,Jake Allen,Ville Husso
1,00:57,19:03,right,faceoff,25,1,REG,69.0,-22.0,D,,,,1.0,0.0,0.0,0.0,,,,,,2023020361,20232024,2023-12-02,2,Centre Bell,57,31.0,MTL,1.0,8477989.0,8477946.0,,5,5,5v5,8475848.0,8476981.0,8482087.0,8477989.0,8482111.0,,8477429.0,8482078.0,8481542.0,8477946.0,8478013.0,,Brendan Gallagher,Josh Anderson,Kaiden Guhle,Christian Dvorak,Justin Barron,,Andrew Copp,Lucas Raymond,Moritz Seider,Dylan Larkin,Jake Walman,,8474596.0,8478024.0,Jake Allen,Ville Husso
1,01:13,18:47,right,shot-on-goal,26,1,REG,63.0,-9.0,O,,wrist,8474596.0,2.0,0.0,0.0,0.0,,,,,,2023020361,20232024,2023-12-02,2,Centre Bell,73,37.0,DET,0.0,8482078.0,,,5,5,5v5,8475848.0,8476981.0,8482087.0,8477989.0,8482111.0,,8477429.0,8482078.0,8481542.0,8477946.0,8478013.0,,Brendan Gallagher,Josh Anderson,Kaiden Guhle,Christian Dvorak,Justin Barron,,Andrew Copp,Lucas Raymond,Moritz Seider,Dylan Larkin,Jake Walman,,8474596.0,8478024.0,Jake Allen,Ville Husso
1,01:18,18:42,right,takeaway,27,1,REG,65.0,31.0,O,,,,2.0,0.0,0.0,0.0,,,,,,2023020361,20232024,2023-12-02,2,Centre Bell,78,35.0,DET,0.0,8482078.0,,,5,5,5v5,8475848.0,8476981.0,8482087.0,8477989.0,8482111.0,,8477429.0,8482078.0,8481542.0,8477946.0,8478013.0,,Brendan Gallagher,Josh Anderson,Kaiden Guhle,Christian Dvorak,Justin Barron,,Andrew Copp,Lucas Raymond,Moritz Seider,Dylan Larkin,Jake Walman,,8474596.0,8478024.0,Jake Allen,Ville Husso
1,01:20,18:40,right,blocked-shot,28,1,REG,78.0,5.0,D,,,,2.0,0.0,0.0,0.0,,,,,,2023020361,20232024,2023-12-02,2,Centre Bell,80,22.0,MTL,1.0,8477946.0,8482111.0,,5,5,5v5,8475848.0,8476981.0,8482087.0,8477989.0,8482111.0,,8477429.0,8482078.0,8481542.0,8477946.0,8478013.0,,Brendan Gallagher,Josh Anderson,Kaiden Guhle,Christian Dvorak,Justin Barron,,Andrew Copp,Lucas Raymond,Moritz Seider,Dylan Larkin,Jake Walman,,8474596.0,8478024.0,Jake Allen,Ville Husso
1,01:22,18:38,right,stoppage,29,1,REG,,,,puck-in-netting,,,2.0,0.0,0.0,0.0,,,,,,2023020361,20232024,2023-12-02,2,Centre Bell,82,,,,,,,5,5,5v5,8476875.0,8483515.0,8480192.0,8476871.0,8478133.0,,8475718.0,8479992.0,8477456.0,8476906.0,8479337.0,,Mike Matheson,Juraj Slafkovsky,Johnathan Kovacevic,Tanner Pearson,Jake Evans,,Justin Holl,Michael Rasmussen,J.T. Compher,Shayne Gostisbehere,Alex DeBrincat,,8474596.0,8478024.0,Jake Allen,Ville Husso
1,01:22,18:38,right,faceoff,32,1,REG,69.0,22.0,D,,,,2.0,0.0,0.0,0.0,,,,,,2023020361,20232024,2023-12-02,2,Centre Bell,82,31.0,MTL,1.0,8478133.0,8477456.0,,5,5,5v5,8476875.0,8483515.0,8480192.0,8476871.0,8478133.0,,8475718.0,8479992.0,8477456.0,8476906.0,8479337.0,,Mike Matheson,Juraj Slafkovsky,Johnathan Kovacevic,Tanner Pearson,Jake Evans,,Justin Holl,Michael Rasmussen,J.T. Compher,Shayne Gostisbehere,Alex DeBrincat,,8474596.0,8478024.0,Jake Allen,Ville Husso
1,01:25,18:35,right,giveaway,33,1,REG,35.0,-41.0,D,,,,2.0,0.0,0.0,0.0,,,,,,2023020361,20232024,2023-12-02,2,Centre Bell,85,65.0,MTL,1.0,8476875.0,,,5,5,5v5,8476875.0,8483515.0,8480192.0,8476871.0,8478133.0,,8475718.0,8479992.0,8477456.0,8476906.0,8479337.0,,Mike Matheson,Juraj Slafkovsky,Johnathan Kovacevic,Tanner Pearson,Jake Evans,,Justin Holl,Michael Rasmussen,J.T. Compher,Shayne Gostisbehere,Alex DeBrincat,,8474596.0,8478024.0,Jake Allen,Ville Husso
1,01:41,18:19,right,blocked-shot,34,1,REG,38.0,36.0,D,,,,2.0,0.0,0.0,0.0,,,,,,2023020361,20232024,2023-12-02,2,Centre Bell,101,62.0,MTL,1.0,8476906.0,8476871.0,,5,5,5v5,8476875.0,8483515.0,8480192.0,8476871.0,8478133.0,,8475718.0,8479992.0,8477456.0,8476906.0,8479337.0,,Mike Matheson,Juraj Slafkovsky,Johnathan Kovacevic,Tanner Pearson,Jake Evans,,Justin Holl,Michael Rasmussen,J.T. Compher,Shayne Gostisbehere,Alex DeBrincat,,8474596.0,8478024.0,Jake Allen,Ville Husso
1,02:06,17:54,right,blocked-shot,36,1,REG,-66.0,-13.0,D,,,,2.0,0.0,0.0,0.0,,,,,,2023020361,20232024,2023-12-02,2,Centre Bell,126,166.0,DET,0.0,8476875.0,8475718.0,,5,5,5v5,8476875.0,8483515.0,8480192.0,8476871.0,8478133.0,,8475718.0,8477952.0,8477456.0,8476906.0,8479337.0,,Mike Matheson,Juraj Slafkovsky,Johnathan Kovacevic,Tanner Pearson,Jake Evans,,Justin Holl,Robby Fabbri,J.T. Compher,Shayne Gostisbehere,Alex DeBrincat,,8474596.0,8478024.0,Jake Allen,Ville Husso
