period,timeInPeriod,timeRemaining,homeTeamDefendingSide,event,sortOrder,period,periodType,xCoord,yCoord,zoneCode,reason,shotType,goalieInNetId,awaySOG,homeSOG,secondaryReason,typeCode,descKey,duration,awayScore,homeScore,gameId,seasonId,gameDate,gameType,venue,elapsedTime,normalized_xCoord,eventTeam,is_home,event_player1_Id,event_player2_Id,event_player3_Id,home_skaters,away_skaters,game_strength,home_skater_id1,home_skater_id2,home_skater_id3,home_skater_id4,home_skater_id5,home_skater_id6,away_skater_id1,away_skater_id2,away_skater_id3,away_skater_id4,away_skater_id5,away_skater_id6,home_skater_fullName1,home_skater_fullName2,home_skater_fullName3,home_skater_fullName4,home_skater_fullName5,home_skater_fullName6,away_skater_fullName1,away_skater_fullName2,away_skater_fullName3,away_skater_fullName4,away_skater_fullName5,away_skater_fullName6,home_goalie_id,away_goalie_id,home_goalie_fullName,away_goalie_fullName
1,11:35,08:25,right,shot-on-goal,162,1,REG,-60.0,26.0,O,,wrist,8473575.0,4.0,7.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,695,160.0,MTL,1.0,8476981.0,,,5,5,5v5,8476981.0,8482087.0,8482111.0,8478133.0,8477497.0,,8476422.0,8478445.0,8477392.0,8480222.0,8476419.0,,Josh Anderson,Kaiden Guhle,Justin Barron,Jake Evans,Sean Monahan,,Mike Reilly,Mathew Barzal,Hudson Fasching,Sebastian Aho,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,11:59,08:01,right,shot-on-goal,167,1,REG,36.0,17.0,O,,wrist,8478470.0,5.0,7.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,719,64.0,NYI,0.0,8476422.0,,,5,5,5v5,8483515.0,8482087.0,8481540.0,8482111.0,8478133.0,,8476422.0,8478445.0,8477500.0,8480222.0,8475314.0,,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,Jake Evans,,Mike Reilly,Mathew Barzal,Bo Horvat,Sebastian Aho,Anders Lee,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,12:24,07:36,right,takeaway,173,1,REG,-39.0,29.0,O,,,,5.0,7.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,744,139.0,MTL,1.0,8480018.0,,,5,5,5v5,8476875.0,8480018.0,8483515.0,8481540.0,8475233.0,,8480865.0,8478445.0,8478115.0,8480222.0,8475754.0,,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,David Savard,,Noah Dobson,Mathew Barzal,Pierre Engvall,Sebastian Aho,Brock Nelson,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,12:26,07:34,right,takeaway,174,1,REG,-57.0,13.0,D,,,,5.0,7.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,746,157.0,NYI,0.0,8475754.0,,,5,5,5v5,8476875.0,8480018.0,8483515.0,8481540.0,8475233.0,,8480865.0,8478445.0,8478115.0,8480222.0,8475754.0,,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,David Savard,,Noah Dobson,Mathew Barzal,Pierre Engvall,Sebastian Aho,Brock Nelson,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,12:39,07:21,right,blocked-shot,177,1,REG,-66.0,-21.0,D,,,,5.0,7.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,759,166.0,NYI,0.0,8483515.0,8480865.0,,5,5,5v5,8476875.0,8480018.0,8483515.0,8481540.0,8475233.0,,8480865.0,8478115.0,8475151.0,8481014.0,8475754.0,,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,David Savard,,Noah Dobson,Pierre Engvall,Kyle Palmieri,Alexander Romanov,Brock Nelson,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,12:50,07:10,right,stoppage,179,1,REG,,,,goalie-stopped-after-sog,,,5.0,7.0,tv-timeout,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,770,,,,,,,5,5,5v5,8475848.0,8480192.0,8477989.0,8476469.0,8481593.0,,8480865.0,8481601.0,8479328.0,8481014.0,8476419.0,,Brendan Gallagher,Johnathan Kovacevic,Christian Dvorak,Joel Armia,Jayden Struble,,Noah Dobson,Simon Holmstrom,Julien Gauthier,Alexander Romanov,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,12:50,07:10,right,faceoff,182,1,REG,-69.0,-22.0,D,,,,5.0,7.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,770,169.0,NYI,0.0,8476419.0,8477989.0,,5,5,5v5,8475848.0,8480192.0,8477989.0,8476469.0,8481593.0,,8480865.0,8481601.0,8479328.0,8481014.0,8476419.0,,Brendan Gallagher,Johnathan Kovacevic,Christian Dvorak,Joel Armia,Jayden Struble,,Noah Dobson,Simon Holmstrom,Julien Gauthier,Alexander Romanov,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,13:10,06:50,right,hit,183,1,REG,-96.0,-25.0,D,,,,5.0,7.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,790,196.0,NYI,0.0,8481014.0,8475848.0,,5,5,5v5,8475848.0,8480192.0,8477989.0,8476469.0,8481593.0,,8480865.0,8481601.0,8479328.0,8481014.0,8476419.0,,Brendan Gallagher,Johnathan Kovacevic,Christian Dvorak,Joel Armia,Jayden Struble,,Noah Dobson,Simon Holmstrom,Julien Gauthier,Alexander Romanov,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,13:12,06:48,right,missed-shot,184,1,REG,-82.0,-3.0,O,hit-right-post,tip-in,8473575.0,5.0,7.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,792,182.0,MTL,1.0,8475848.0,,,5,5,5v5,8475848.0,8480192.0,8477989.0,8476469.0,8481593.0,,8480865.0,8481601.0,8479328.0,8481014.0,8476419.0,,Brendan Gallagher,Johnathan Kovacevic,Christian Dvorak,Joel Armia,Jayden Struble,,Noah Dobson,Simon Holmstrom,Julien Gauthier,Alexander Romanov,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,13:12,06:48,right,giveaway,185,1,REG,-37.0,-9.0,D,,,,5.0,7.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,792,137.0,NYI,0.0,8476419.0,,,5,5,5v5,8475848.0,8480192.0,8477989.0,8476469.0,8481593.0,,8480865.0,8481601.0,8479328.0,8481014.0,8476419.0,,Brendan Gallagher,Johnathan Kovacevic,Christian Dvorak,Joel Armia,Jayden Struble,,Noah Dobson,Simon Holmstrom,Julien Gauthier,Alexander Romanov,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,13:13,06:47,right,blocked-shot,186,1,REG,-88.0,2.0,D,,,,5.0,7.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,793,188.0,NYI,0.0,8475848.0,8481014.0,,5,5,5v5,8475848.0,8480192.0,8477989.0,8476469.0,8481593.0,,8480865.0,8481601.0,8479328.0,8481014.0,8476419.0,,Brendan Gallagher,Johnathan Kovacevic,Christian Dvorak,Joel Armia,Jayden Struble,,Noah Dobson,Simon Holmstrom,Julien Gauthier,Alexander Romanov,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,13:15,06:45,right,hit,187,1,REG,-80.0,-40.0,O,,,,5.0,7.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,795,180.0,MTL,1.0,8476469.0,8476419.0,,5,5,5v5,8475848.0,8480192.0,8477989.0,8476469.0,8481593.0,,8480865.0,8481601.0,8479328.0,8481014.0,8476419.0,,Brendan Gallagher,Johnathan Kovacevic,Christian Dvorak,Joel Armia,Jayden Struble,,Noah Dobson,Simon Holmstrom,Julien Gauthier,Alexander Romanov,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,13:16,06:44,right,shot-on-goal,188,1,REG,-88.0,6.0,O,,backhand,8473575.0,5.0,8.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,796,188.0,MTL,1.0,8477989.0,,,5,5,5v5,8475848.0,8480192.0,8477989.0,8476469.0,8481593.0,,8480865.0,8481601.0,8479328.0,8481014.0,8476419.0,,Brendan Gallagher,Johnathan Kovacevic,Christian Dvorak,Joel Armia,Jayden Struble,,Noah Dobson,Simon Holmstrom,Julien Gauthier,Alexander Romanov,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,13:17,06:43,right,stoppage,189,1,REG,,,,goalie-stopped-after-sog,,,5.0,8.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,797,,,,,,,5,5,5v5,8478477.0,8480192.0,8481593.0,8479543.0,8481058.0,,8481541.0,8473504.0,8477392.0,8474145.0,8475231.0,,Mitchell Stephens,Johnathan Kovacevic,Jayden Struble,Michael Pezzetta,Jesse Ylönen,,Samuel Bolduc,Cal Clutterbuck,Hudson Fasching,Robert Bortuzzo,Casey Cizikas,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,13:17,06:43,right,faceoff,192,1,REG,-69.0,22.0,O,,,,5.0,8.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,797,169.0,MTL,1.0,8481058.0,8475231.0,,5,5,5v5,8478477.0,8480192.0,8481593.0,8479543.0,8481058.0,,8481541.0,8473504.0,8477392.0,8474145.0,8475231.0,,Mitchell Stephens,Johnathan Kovacevic,Jayden Struble,Michael Pezzetta,Jesse Ylönen,,Samuel Bolduc,Cal Clutterbuck,Hudson Fasching,Robert Bortuzzo,Casey Cizikas,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,13:19,06:41,right,blocked-shot,193,1,REG,-52.0,28.0,D,,,,5.0,8.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,799,152.0,NYI,0.0,8481593.0,8477392.0,,5,5,5v5,8478477.0,8480192.0,8481593.0,8479543.0,8481058.0,,8481541.0,8473504.0,8477392.0,8474145.0,8475231.0,,Mitchell Stephens,Johnathan Kovacevic,Jayden Struble,Michael Pezzetta,Jesse Ylönen,,Samuel Bolduc,Cal Clutterbuck,Hudson Fasching,Robert Bortuzzo,Casey Cizikas,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,13:38,06:22,right,hit,194,1,REG,-61.0,42.0,D,,,,5.0,8.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,818,161.0,NYI,0.0,8481541.0,8478477.0,,5,5,5v5,8478477.0,8480192.0,8481593.0,8479543.0,8481058.0,,8481541.0,8473504.0,8477392.0,8474145.0,8475231.0,,Mitchell Stephens,Johnathan Kovacevic,Jayden Struble,Michael Pezzetta,Jesse Ylönen,,Samuel Bolduc,Cal Clutterbuck,Hudson Fasching,Robert Bortuzzo,Casey Cizikas,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,13:50,06:10,right,stoppage,195,1,REG,,,,puck-in-crowd,,,5.0,8.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,830,,,,,,,5,5,5v5,8476875.0,8480018.0,8483515.0,8481540.0,8475233.0,,8476422.0,8478445.0,8477500.0,8480222.0,8475314.0,,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,David Savard,,Mike Reilly,Mathew Barzal,Bo Horvat,Sebastian Aho,Anders Lee,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,13:50,06:10,right,faceoff,198,1,REG,-69.0,-22.0,D,,,,5.0,8.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,830,169.0,NYI,0.0,8477500.0,8480018.0,,5,5,5v5,8476875.0,8480018.0,8483515.0,8481540.0,8475233.0,,8476422.0,8478445.0,8477500.0,8480222.0,8475314.0,,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,David Savard,,Mike Reilly,Mathew Barzal,Bo Horvat,Sebastian Aho,Anders Lee,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,14:12,05:48,right,shot-on-goal,199,1,REG,-77.0,-2.0,O,,wrist,8473575.0,5.0,9.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,852,177.0,MTL,1.0,8480018.0,,,5,5,5v5,8476875.0,8480018.0,8483515.0,8481540.0,8475233.0,,8476422.0,8478445.0,8477500.0,8480222.0,8475314.0,,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,David Savard,,Mike Reilly,Mathew Barzal,Bo Horvat,Sebastian Aho,Anders Lee,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,14:21,05:39,right,faceoff,202,1,REG,-69.0,-22.0,O,,,,5.0,9.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,861,169.0,MTL,1.0,8477497.0,8477500.0,,5,5,5v5,8476875.0,8476981.0,8475233.0,8478133.0,8477497.0,,8476422.0,8478445.0,8477500.0,8480222.0,8475314.0,,Mike Matheson,Josh Anderson,David Savard,Jake Evans,Sean Monahan,,Mike Reilly,Mathew Barzal,Bo Horvat,Sebastian Aho,Anders Lee,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,14:21,05:39,right,stoppage,200,1,REG,,,,icing,,,5.0,9.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,861,,,,,,,5,5,5v5,8476875.0,8476981.0,8475233.0,8478133.0,8477497.0,,8476422.0,8478445.0,8477500.0,8480222.0,8475314.0,,Mike Matheson,Josh Anderson,David Savard,Jake Evans,Sean Monahan,,Mike Reilly,Mathew Barzal,Bo Horvat,Sebastian Aho,Anders Lee,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,14:51,05:09,right,blocked-shot,207,1,REG,68.0,-21.0,D,,,,5.0,9.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,891,32.0,MTL,1.0,8475754.0,8476875.0,,5,5,5v5,8476875.0,8476981.0,8475233.0,8478133.0,8477497.0,,8480865.0,8478445.0,8478115.0,8481014.0,8475754.0,,Mike Matheson,Josh Anderson,David Savard,Jake Evans,Sean Monahan,,Noah Dobson,Mathew Barzal,Pierre Engvall,Alexander Romanov,Brock Nelson,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,15:02,04:58,right,shot-on-goal,208,1,REG,69.0,-24.0,O,,wrist,8478470.0,6.0,9.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,902,31.0,NYI,0.0,8478115.0,,,5,5,5v5,8476875.0,8476981.0,8475233.0,8478133.0,8477497.0,,8480865.0,8478445.0,8478115.0,8481014.0,8475754.0,,Mike Matheson,Josh Anderson,David Savard,Jake Evans,Sean Monahan,,Noah Dobson,Mathew Barzal,Pierre Engvall,Alexander Romanov,Brock Nelson,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,15:09,04:51,right,missed-shot,210,1,REG,75.0,9.0,O,wide-right,tip-in,8478470.0,6.0,9.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,909,25.0,NYI,0.0,8475754.0,,,5,5,5v5,8476875.0,8476981.0,8475233.0,8478133.0,8477497.0,,8480865.0,8478115.0,8475151.0,8481014.0,8475754.0,,Mike Matheson,Josh Anderson,David Savard,Jake Evans,Sean Monahan,,Noah Dobson,Pierre Engvall,Kyle Palmieri,Alexander Romanov,Brock Nelson,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,15:42,04:18,right,shot-on-goal,216,1,REG,-56.0,-13.0,O,,wrist,8473575.0,6.0,10.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,942,156.0,MTL,1.0,8475848.0,,,5,5,5v5,8475848.0,8482087.0,8477989.0,8476469.0,8482111.0,,8480865.0,8478115.0,8475151.0,8481014.0,8476419.0,,Brendan Gallagher,Kaiden Guhle,Christian Dvorak,Joel Armia,Justin Barron,,Noah Dobson,Pierre Engvall,Kyle Palmieri,Alexander Romanov,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,16:03,03:57,right,missed-shot,217,1,REG,-82.0,29.0,O,wide-right,wrist,8473575.0,6.0,10.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,963,182.0,MTL,1.0,8482111.0,,,5,5,5v5,8475848.0,8482087.0,8477989.0,8476469.0,8482111.0,,8480865.0,8478115.0,8475151.0,8481014.0,8476419.0,,Brendan Gallagher,Kaiden Guhle,Christian Dvorak,Joel Armia,Justin Barron,,Noah Dobson,Pierre Engvall,Kyle Palmieri,Alexander Romanov,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,16:13,03:47,right,missed-shot,220,1,REG,-27.0,5.0,O,above-crossbar,wrist,8473575.0,6.0,10.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,973,127.0,MTL,1.0,8476469.0,,,5,5,5v5,8475848.0,8482087.0,8477989.0,8476469.0,8482111.0,,8480865.0,8481601.0,8475151.0,8474145.0,8476419.0,,Brendan Gallagher,Kaiden Guhle,Christian Dvorak,Joel Armia,Justin Barron,,Noah Dobson,Simon Holmstrom,Kyle Palmieri,Robert Bortuzzo,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,16:47,03:13,right,shot-on-goal,226,1,REG,-33.0,32.0,O,,snap,8473575.0,6.0,11.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,1007,133.0,MTL,1.0,8480192.0,,,5,5,5v5,8478477.0,8480192.0,8481593.0,8479543.0,8481058.0,,8480865.0,8481601.0,8479328.0,8474145.0,8476419.0,,Mitchell Stephens,Johnathan Kovacevic,Jayden Struble,Michael Pezzetta,Jesse Ylönen,,Noah Dobson,Simon Holmstrom,Julien Gauthier,Robert Bortuzzo,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,16:48,03:12,right,shot-on-goal,227,1,REG,-82.0,9.0,O,,wrist,8473575.0,6.0,12.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,1008,182.0,MTL,1.0,8478477.0,,,5,5,5v5,8478477.0,8480192.0,8481593.0,8479543.0,8481058.0,,8480865.0,8481601.0,8479328.0,8474145.0,8476419.0,,Mitchell Stephens,Johnathan Kovacevic,Jayden Struble,Michael Pezzetta,Jesse Ylönen,,Noah Dobson,Simon Holmstrom,Julien Gauthier,Robert Bortuzzo,Jean-Gabriel Pageau,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,17:13,02:47,right,shot-on-goal,235,1,REG,-46.0,-11.0,O,,wrist,8473575.0,6.0,13.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,1033,146.0,MTL,1.0,8481593.0,,,5,5,5v5,8480018.0,8483515.0,8481540.0,8480192.0,8481593.0,,8476422.0,8473504.0,8477392.0,8480222.0,8475231.0,,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,Johnathan Kovacevic,Jayden Struble,,Mike Reilly,Cal Clutterbuck,Hudson Fasching,Sebastian Aho,Casey Cizikas,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,17:15,02:45,right,stoppage,236,1,REG,,,,goalie-stopped-after-sog,,,6.0,13.0,tv-timeout,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,1035,,,,,,,5,5,5v5,8476981.0,8482087.0,8482111.0,8478133.0,8477497.0,,8481541.0,8473504.0,8474145.0,8476419.0,8475231.0,,Josh Anderson,Kaiden Guhle,Justin Barron,Jake Evans,Sean Monahan,,Samuel Bolduc,Cal Clutterbuck,Robert Bortuzzo,Jean-Gabriel Pageau,Casey Cizikas,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,17:15,02:45,right,faceoff,239,1,REG,-69.0,-22.0,O,,,,6.0,13.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,1035,169.0,MTL,1.0,8477497.0,8476419.0,,5,5,5v5,8476981.0,8482087.0,8482111.0,8478133.0,8477497.0,,8481541.0,8473504.0,8474145.0,8476419.0,8475231.0,,Josh Anderson,Kaiden Guhle,Justin Barron,Jake Evans,Sean Monahan,,Samuel Bolduc,Cal Clutterbuck,Robert Bortuzzo,Jean-Gabriel Pageau,Casey Cizikas,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,17:52,02:08,right,shot-on-goal,244,1,REG,73.0,-19.0,O,,backhand,8478470.0,7.0,13.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,1072,27.0,NYI,0.0,8475314.0,,,5,5,5v5,8476981.0,8482087.0,8482111.0,8478133.0,8477497.0,,8476422.0,8478445.0,8477500.0,8480222.0,8475314.0,,Josh Anderson,Kaiden Guhle,Justin Barron,Jake Evans,Sean Monahan,,Mike Reilly,Mathew Barzal,Bo Horvat,Sebastian Aho,Anders Lee,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,17:54,02:06,right,shot-on-goal,245,1,REG,85.0,-4.0,O,,wrist,8478470.0,8.0,13.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,1074,15.0,NYI,0.0,8475314.0,,,5,5,5v5,8476981.0,8482087.0,8482111.0,8478133.0,8477497.0,,8476422.0,8478445.0,8477500.0,8480222.0,8475314.0,,Josh Anderson,Kaiden Guhle,Justin Barron,Jake Evans,Sean Monahan,,Mike Reilly,Mathew Barzal,Bo Horvat,Sebastian Aho,Anders Lee,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,17:55,02:05,right,stoppage,246,1,REG,,,,goalie-stopped-after-sog,,,8.0,13.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,1075,,,,,,,5,5,5v5,8476875.0,8480018.0,8483515.0,8477989.0,8475233.0,,8476422.0,8478445.0,8477500.0,8480222.0,8475314.0,,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Christian Dvorak,David Savard,,Mike Reilly,Mathew Barzal,Bo Horvat,Sebastian Aho,Anders Lee,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,17:55,02:05,right,faceoff,248,1,REG,69.0,-22.0,D,,,,8.0,13.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,1075,31.0,MTL,1.0,8477989.0,8477500.0,,5,5,5v5,8476875.0,8480018.0,8483515.0,8477989.0,8475233.0,,8476422.0,8478445.0,8477500.0,8480222.0,8475314.0,,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Christian Dvorak,David Savard,,Mike Reilly,Mathew Barzal,Bo Horvat,Sebastian Aho,Anders Lee,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,18:07,01:53,right,stoppage,250,1,REG,,,,offside,,,8.0,13.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,1087,,,,,,,5,5,5v5,8476875.0,8480018.0,8483515.0,8481540.0,8475233.0,,8476422.0,8478445.0,8477500.0,8480222.0,8475314.0,,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,David Savard,,Mike Reilly,Mathew Barzal,Bo Horvat,Sebastian Aho,Anders Lee,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,18:07,01:53,right,faceoff,251,1,REG,20.0,22.0,N,,,,8.0,13.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,1087,80.0,MTL,1.0,8480018.0,8477500.0,,5,5,5v5,8476875.0,8480018.0,8483515.0,8481540.0,8475233.0,,8476422.0,8478445.0,8477500.0,8480222.0,8475314.0,,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,David Savard,,Mike Reilly,Mathew Barzal,Bo Horvat,Sebastian Aho,Anders Lee,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,18:19,01:41,right,shot-on-goal,252,1,REG,37.0,-19.0,O,,slap,8478470.0,9.0,13.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,1099,63.0,NYI,0.0,8480222.0,,,5,5,5v5,8476875.0,8480018.0,8483515.0,8481540.0,8475233.0,,8476422.0,8478445.0,8477500.0,8480222.0,8475314.0,,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,David Savard,,Mike Reilly,Mathew Barzal,Bo Horvat,Sebastian Aho,Anders Lee,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,18:54,01:06,right,stoppage,254,1,REG,,,,puck-in-benches,,,9.0,13.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,1134,,,,,,,5,5,5v5,8475848.0,8482087.0,8477989.0,8476469.0,8482111.0,,8480865.0,8478115.0,8475151.0,8481014.0,8475754.0,,Brendan Gallagher,Kaiden Guhle,Christian Dvorak,Joel Armia,Justin Barron,,Noah Dobson,Pierre Engvall,Kyle Palmieri,Alexander Romanov,Brock Nelson,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,18:54,01:06,right,faceoff,257,1,REG,-69.0,22.0,D,,,,9.0,13.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,1134,169.0,NYI,0.0,8475754.0,8475848.0,,5,5,5v5,8475848.0,8482087.0,8477989.0,8476469.0,8482111.0,,8480865.0,8478115.0,8475151.0,8481014.0,8475754.0,,Brendan Gallagher,Kaiden Guhle,Christian Dvorak,Joel Armia,Justin Barron,,Noah Dobson,Pierre Engvall,Kyle Palmieri,Alexander Romanov,Brock Nelson,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,19:04,00:56,right,hit,258,1,REG,96.0,-26.0,D,,,,9.0,13.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,1144,4.0,MTL,1.0,8482087.0,8475151.0,,5,5,5v5,8475848.0,8482087.0,8477989.0,8476469.0,8482111.0,,8480865.0,8478115.0,8475151.0,8481014.0,8475754.0,,Brendan Gallagher,Kaiden Guhle,Christian Dvorak,Joel Armia,Justin Barron,,Noah Dobson,Pierre Engvall,Kyle Palmieri,Alexander Romanov,Brock Nelson,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
1,19:26,00:34,right,shot-on-goal,259,1,REG,77.0,-10.0,O,,snap,8478470.0,10.0,13.0,,,,,0.0,0.0,2023020464,20232024,2023-12-16,2,Centre Bell,1166,23.0,NYI,0.0,8475754.0,,,5,5,5v5,8475848.0,8482087.0,8477989.0,8476469.0,8482111.0,,8480865.0,8478115.0,8475151.0,8481014.0,8475754.0,,Brendan Gallagher,Kaiden Guhle,Christian Dvorak,Joel Armia,Justin Barron,,Noah Dobson,Pierre Engvall,Kyle Palmieri,Alexander Romanov,Brock Nelson,,8478470.0,8473575.0,Sam Montembeault,Semyon Varlamov
