period,timeInPeriod,timeRemaining,homeTeamDefendingSide,event,sortOrder,period,periodType,xCoord,yCoord,zoneCode,shotType,goalieInNetId,awaySOG,homeSOG,reason,secondaryReason,typeCode,descKey,duration,awayScore,homeScore,gameId,seasonId,gameDate,gameType,venue,elapsedTime,normalized_xCoord,eventTeam,is_home,event_player1_Id,event_player2_Id,event_player3_Id,home_skaters,away_skaters,game_strength,home_skater_id1,home_skater_id2,home_skater_id3,home_skater_id4,home_skater_id5,home_skater_id6,away_skater_id1,away_skater_id2,away_skater_id3,away_skater_id4,away_skater_id5,away_skater_id6,home_skater_fullName1,home_skater_fullName2,home_skater_fullName3,home_skater_fullName4,home_skater_fullName5,home_skater_fullName6,away_skater_fullName1,away_skater_fullName2,away_skater_fullName3,away_skater_fullName4,away_skater_fullName5,away_skater_fullName6,home_goalie_id,away_goalie_id,home_goalie_fullName,away_goalie_fullName
3,13:36,06:24,left,missed-shot,648,3,REG,-54.0,19.0,O,snap,8478007.0,25.0,24.0,above-crossbar,,,,,2.0,2.0,2023020337,20232024,2023-11-29,2,Nationwide Arena,3216,-54.0,MTL,0.0,8476981.0,,,5,5,5v5,8482705.0,8478460.0,8476346.0,8480871.0,8482475.0,,8476875.0,8476981.0,8480184.0,8476469.0,8477497.0,,Cole Sillinger,Zach Werenski,Johnny Gaudreau,Adam Boqvist,Yegor Chinakhov,,Mike Matheson,Josh Anderson,Gustav Lindström,Joel Armia,Sean Monahan,,8478007.0,8478470.0,Elvis Merzlikins,Sam Montembeault
3,14:08,05:52,left,hit,659,3,REG,97.0,-6.0,D,,,25.0,24.0,,,,,,2.0,2.0,2023020337,20232024,2023-11-29,2,Nationwide Arena,3248,97.0,MTL,0.0,8482087.0,8484166.0,,5,5,5v5,8484166.0,8479402.0,8479339.0,8480074.0,8475790.0,,8482087.0,8482111.0,8481058.0,8476871.0,8478133.0,,Adam Fantilli,Jake Bean,Patrik Laine,Alexandre Texier,Erik Gudbranson,,Kaiden Guhle,Justin Barron,Jesse Ylönen,Tanner Pearson,Jake Evans,,8478007.0,8478470.0,Elvis Merzlikins,Sam Montembeault
3,14:18,05:42,left,hit,660,3,REG,-17.0,-39.0,N,,,25.0,24.0,,,,,,2.0,2.0,2023020337,20232024,2023-11-29,2,Nationwide Arena,3258,-17.0,CBJ,1.0,8479339.0,8481058.0,,5,5,5v5,8484166.0,8479402.0,8479339.0,8480074.0,8475790.0,,8482087.0,8482111.0,8481058.0,8476871.0,8478133.0,,Adam Fantilli,Jake Bean,Patrik Laine,Alexandre Texier,Erik Gudbranson,,Kaiden Guhle,Justin Barron,Jesse Ylönen,Tanner Pearson,Jake Evans,,8478007.0,8478470.0,Elvis Merzlikins,Sam Montembeault
3,14:43,05:17,left,shot-on-goal,664,3,REG,57.0,25.0,O,snap,8478470.0,25.0,25.0,,,,,,2.0,2.0,2023020337,20232024,2023-11-29,2,Nationwide Arena,3283,57.0,CBJ,1.0,8480074.0,,,5,5,5v5,8484166.0,8479402.0,8480074.0,8475790.0,8480893.0,,8480192.0,8481593.0,8481058.0,8476871.0,8478133.0,,Adam Fantilli,Jake Bean,Alexandre Texier,Erik Gudbranson,Kirill Marchenko,,Johnathan Kovacevic,Jayden Struble,Jesse Ylönen,Tanner Pearson,Jake Evans,,8478007.0,8478470.0,Elvis Merzlikins,Sam Montembeault
3,15:15,04:45,left,takeaway,672,3,REG,17.0,-6.0,N,,,25.0,25.0,,,,,,2.0,2.0,2023020337,20232024,2023-11-29,2,Nationwide Arena,3315,17.0,MTL,0.0,8481593.0,,,5,5,5v5,8478500.0,8476346.0,8480871.0,8476432.0,8480893.0,,8475848.0,8480018.0,8481618.0,8480192.0,8481593.0,,Ivan Provorov,Johnny Gaudreau,Adam Boqvist,Boone Jenner,Kirill Marchenko,,Brendan Gallagher,Nick Suzuki,Alex Newhook,Johnathan Kovacevic,Jayden Struble,,8478007.0,8478470.0,Elvis Merzlikins,Sam Montembeault
3,15:20,04:40,left,shot-on-goal,673,3,REG,-79.0,25.0,O,wrist,8478007.0,26.0,25.0,,,,,,2.0,2.0,2023020337,20232024,2023-11-29,2,Nationwide Arena,3320,-79.0,MTL,0.0,8475848.0,,,5,5,5v5,8478500.0,8476346.0,8480871.0,8476432.0,8480893.0,,8475848.0,8480018.0,8481618.0,8480192.0,8481593.0,,Ivan Provorov,Johnny Gaudreau,Adam Boqvist,Boone Jenner,Kirill Marchenko,,Brendan Gallagher,Nick Suzuki,Alex Newhook,Johnathan Kovacevic,Jayden Struble,,8478007.0,8478470.0,Elvis Merzlikins,Sam Montembeault
3,15:22,04:38,left,stoppage,674,3,REG,,,,,,26.0,25.0,goalie-stopped-after-sog,tv-timeout,,,,2.0,2.0,2023020337,20232024,2023-11-29,2,Nationwide Arena,3322,,,,,,,5,5,5v5,8478460.0,8476346.0,8480871.0,8476432.0,8480893.0,,8476875.0,8475848.0,8480018.0,8481618.0,8480184.0,,Zach Werenski,Johnny Gaudreau,Adam Boqvist,Boone Jenner,Kirill Marchenko,,Mike Matheson,Brendan Gallagher,Nick Suzuki,Alex Newhook,Gustav Lindström,,8478007.0,8478470.0,Elvis Merzlikins,Sam Montembeault
3,15:22,04:38,left,faceoff,677,3,REG,-69.0,22.0,O,,,26.0,25.0,,,,,,2.0,2.0,2023020337,20232024,2023-11-29,2,Nationwide Arena,3322,-69.0,MTL,0.0,8480018.0,8476432.0,,5,5,5v5,8478460.0,8476346.0,8480871.0,8476432.0,8480893.0,,8476875.0,8475848.0,8480018.0,8481618.0,8480184.0,,Zach Werenski,Johnny Gaudreau,Adam Boqvist,Boone Jenner,Kirill Marchenko,,Mike Matheson,Brendan Gallagher,Nick Suzuki,Alex Newhook,Gustav Lindström,,8478007.0,8478470.0,Elvis Merzlikins,Sam Montembeault
3,15:26,04:34,left,blocked-shot,678,3,REG,-59.0,16.0,D,,,26.0,25.0,,,,,,2.0,2.0,2023020337,20232024,2023-11-29,2,Nationwide Arena,3326,-59.0,CBJ,1.0,8480018.0,8476432.0,,5,5,5v5,8478460.0,8476346.0,8480871.0,8476432.0,8480893.0,,8476875.0,8475848.0,8480018.0,8481618.0,8480184.0,,Zach Werenski,Johnny Gaudreau,Adam Boqvist,Boone Jenner,Kirill Marchenko,,Mike Matheson,Brendan Gallagher,Nick Suzuki,Alex Newhook,Gustav Lindström,,8478007.0,8478470.0,Elvis Merzlikins,Sam Montembeault
3,16:28,03:32,left,hit,688,3,REG,-72.0,-40.0,D,,,26.0,25.0,,,,,,2.0,2.0,2023020337,20232024,2023-11-29,2,Nationwide Arena,3388,-72.0,CBJ,1.0,8478500.0,8483515.0,,5,5,5v5,8476374.0,8478500.0,8479941.0,8475790.0,8480762.0,,8483515.0,8482087.0,8481540.0,8477989.0,8482111.0,,Sean Kuraly,Ivan Provorov,Justin Danforth,Erik Gudbranson,Eric Robinson,,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Christian Dvorak,Justin Barron,,8478007.0,8478470.0,Elvis Merzlikins,Sam Montembeault
3,16:32,03:28,left,shot-on-goal,689,3,REG,-97.0,-22.0,O,wrist,8478007.0,27.0,25.0,,,,,,2.0,2.0,2023020337,20232024,2023-11-29,2,Nationwide Arena,3392,-97.0,MTL,0.0,8477989.0,,,5,5,5v5,8476374.0,8478500.0,8479941.0,8475790.0,8480762.0,,8483515.0,8482087.0,8481540.0,8477989.0,8482111.0,,Sean Kuraly,Ivan Provorov,Justin Danforth,Erik Gudbranson,Eric Robinson,,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Christian Dvorak,Justin Barron,,8478007.0,8478470.0,Elvis Merzlikins,Sam Montembeault
3,17:03,02:57,left,goal,694,3,REG,-81.0,7.0,O,tip-in,8478007.0,27.0,25.0,,,,,,3.0,2.0,2023020337,20232024,2023-11-29,2,Nationwide Arena,3423,-81.0,MTL,0.0,8476469.0,8476875.0,8482111.0,5,5,5v5,8482705.0,8478500.0,8481716.0,8483460.0,8482475.0,,8476875.0,8480184.0,8476871.0,8478133.0,8477497.0,,Cole Sillinger,Ivan Provorov,Dmitri Voronkov,David Jiricek,Yegor Chinakhov,,Mike Matheson,Gustav Lindström,Tanner Pearson,Jake Evans,Sean Monahan,,8478007.0,8478470.0,Elvis Merzlikins,Sam Montembeault
3,17:03,02:57,left,faceoff,697,3,REG,0.0,0.0,N,,,27.0,25.0,,,,,,3.0,2.0,2023020337,20232024,2023-11-29,2,Nationwide Arena,3423,0.0,MTL,0.0,8477497.0,8482705.0,,5,5,5v5,8482705.0,8478500.0,8481716.0,8483460.0,8482475.0,,8476875.0,8480184.0,8476871.0,8478133.0,8477497.0,,Cole Sillinger,Ivan Provorov,Dmitri Voronkov,David Jiricek,Yegor Chinakhov,,Mike Matheson,Gustav Lindström,Tanner Pearson,Jake Evans,Sean Monahan,,8478007.0,8478470.0,Elvis Merzlikins,Sam Montembeault
3,17:30,02:30,left,giveaway,698,3,REG,-87.0,-23.0,D,,,27.0,25.0,,,,,,3.0,2.0,2023020337,20232024,2023-11-29,2,Nationwide Arena,3450,-87.0,CBJ,1.0,8483460.0,,,5,5,5v5,8482705.0,8478500.0,8481716.0,8483460.0,8482475.0,,8476875.0,8480184.0,8476871.0,8478133.0,8477497.0,,Cole Sillinger,Ivan Provorov,Dmitri Voronkov,David Jiricek,Yegor Chinakhov,,Mike Matheson,Gustav Lindström,Tanner Pearson,Jake Evans,Sean Monahan,,8478007.0,8478470.0,Elvis Merzlikins,Sam Montembeault
3,18:44,01:16,left,shot-on-goal,709,3,REG,44.0,-34.0,O,wrist,8478470.0,27.0,26.0,,,,,,3.0,2.0,2023020337,20232024,2023-11-29,2,Nationwide Arena,3524,44.0,CBJ,1.0,8479339.0,,,6,5,6v5,8478460.0,8484166.0,8476346.0,8479339.0,8476432.0,8480893.0,8480018.0,8482087.0,8477989.0,8476469.0,8482111.0,,Zach Werenski,Adam Fantilli,Johnny Gaudreau,Patrik Laine,Boone Jenner,Kirill Marchenko,Nick Suzuki,Kaiden Guhle,Christian Dvorak,Joel Armia,Justin Barron,,,8478470.0,,Sam Montembeault
3,19:03,00:57,left,goal,713,3,REG,-47.0,23.0,O,slap,,27.0,26.0,,,,,,4.0,2.0,2023020337,20232024,2023-11-29,2,Nationwide Arena,3543,-47.0,MTL,0.0,8480184.0,8476875.0,,5,5,5v5,8482705.0,8481716.0,8479402.0,8483460.0,8482475.0,,8476875.0,8476981.0,8480184.0,8478133.0,8477497.0,,Cole Sillinger,Dmitri Voronkov,Jake Bean,David Jiricek,Yegor Chinakhov,,Mike Matheson,Josh Anderson,Gustav Lindström,Jake Evans,Sean Monahan,,8478007.0,8478470.0,Elvis Merzlikins,Sam Montembeault
3,19:03,00:57,left,faceoff,716,3,REG,0.0,0.0,N,,,27.0,26.0,,,,,,4.0,2.0,2023020337,20232024,2023-11-29,2,Nationwide Arena,3543,0.0,CBJ,1.0,8482705.0,8477497.0,,5,5,5v5,8482705.0,8481716.0,8479402.0,8483460.0,8482475.0,,8476875.0,8476981.0,8480184.0,8478133.0,8477497.0,,Cole Sillinger,Dmitri Voronkov,Jake Bean,David Jiricek,Yegor Chinakhov,,Mike Matheson,Josh Anderson,Gustav Lindström,Jake Evans,Sean Monahan,,8478007.0,8478470.0,Elvis Merzlikins,Sam Montembeault
3,20:00,00:00,left,period-end,722,3,REG,,,,,,27.0,26.0,,,,,,4.0,2.0,2023020337,20232024,2023-11-29,2,Nationwide Arena,3600,,,,,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20:00,00:00,left,game-end,726,3,REG,,,,,,27.0,26.0,,,,,,4.0,2.0,2023020337,20232024,2023-11-29,2,Nationwide Arena,3600,,,,,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
