period,timeInPeriod,timeRemaining,homeTeamDefendingSide,event,sortOrder,period,periodType,xCoord,yCoord,zoneCode,shotType,goalieInNetId,awaySOG,homeSOG,reason,awayScore,homeScore,typeCode,descKey,duration,servedByPlayerId,secondaryReason,gameId,seasonId,gameDate,gameType,venue,elapsedTime,normalized_xCoord,eventTeam,is_home,event_player1_Id,event_player2_Id,event_player3_Id,home_skaters,away_skaters,game_strength,home_skater_id1,home_skater_id2,home_skater_id3,home_skater_id4,home_skater_id5,home_skater_id6,away_skater_id1,away_skater_id2,away_skater_id3,away_skater_id4,away_skater_id5,away_skater_id6,home_skater_fullName1,home_skater_fullName2,home_skater_fullName3,home_skater_fullName4,home_skater_fullName5,home_skater_fullName6,away_skater_fullName1,away_skater_fullName2,away_skater_fullName3,away_skater_fullName4,away_skater_fullName5,away_skater_fullName6,home_goalie_id,away_goalie_id,home_goalie_fullName,away_goalie_fullName
2,04:31,15:29,left,giveaway,348,2,REG,-63.0,-11.0,O,,,11.0,12.0,,2.0,0.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1471,-63.0,MTL,0.0,8481093.0,,,5,4,4v5,8475906.0,8478483.0,8479318.0,8477939.0,8475166.0,,8476875.0,8482087.0,8481093.0,8478133.0,,,John Klingberg,Mitchell Marner,Auston Matthews,William Nylander,John Tavares,,Mike Matheson,Kaiden Guhle,Rafael Harvey-Pinard,Jake Evans,,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,04:41,15:19,left,shot-on-goal,351,2,REG,58.0,22.0,O,slap,8474596.0,11.0,13.0,,2.0,0.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1481,58.0,TOR,1.0,8477479.0,,,5,4,5v4,8478483.0,8479318.0,8476853.0,8477479.0,8477939.0,,8476875.0,8482087.0,8481058.0,8478133.0,,,Mitchell Marner,Auston Matthews,Morgan Rielly,Tyler Bertuzzi,William Nylander,,Mike Matheson,Kaiden Guhle,Jesse Ylönen,Jake Evans,,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,04:42,15:18,left,stoppage,353,2,REG,,,,,,11.0,13.0,goalie-stopped-after-sog,2.0,0.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1482,,,,,,,5,4,5v4,8477503.0,8475714.0,8480043.0,8476853.0,8477479.0,,8482087.0,8480192.0,8478133.0,8481523.0,,,Max Domi,Calle Jarnkrok,Timothy Liljegren,Morgan Rielly,Tyler Bertuzzi,,Kaiden Guhle,Johnathan Kovacevic,Jake Evans,Kirby Dach,,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,04:42,15:18,left,faceoff,356,2,REG,69.0,22.0,D,,,11.0,13.0,,2.0,0.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1482,69.0,MTL,0.0,8478133.0,8477503.0,,5,4,4v5,8477503.0,8475714.0,8480043.0,8476853.0,8477479.0,,8482087.0,8480192.0,8478133.0,8481523.0,,,Max Domi,Calle Jarnkrok,Timothy Liljegren,Morgan Rielly,Tyler Bertuzzi,,Kaiden Guhle,Johnathan Kovacevic,Jake Evans,Kirby Dach,,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,05:03,14:57,left,hit,360,2,REG,92.0,15.0,O,,,11.0,13.0,,2.0,0.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1503,92.0,TOR,1.0,8477503.0,8480192.0,,5,5,5v5,8477503.0,8475714.0,8480043.0,8476853.0,8477479.0,,8481618.0,8483515.0,8482087.0,8480192.0,8481523.0,,Max Domi,Calle Jarnkrok,Timothy Liljegren,Morgan Rielly,Tyler Bertuzzi,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,Johnathan Kovacevic,Kirby Dach,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,05:12,14:48,left,faceoff,363,2,REG,69.0,22.0,O,,,11.0,13.0,,2.0,0.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1512,69.0,TOR,1.0,8480144.0,8481523.0,,5,5,5v5,8479393.0,8476853.0,8480144.0,8471817.0,8474673.0,,8481618.0,8483515.0,8482087.0,8480192.0,8481523.0,,Noah Gregor,Morgan Rielly,David Kampf,Ryan Reaves,TJ Brodie,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,Johnathan Kovacevic,Kirby Dach,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,05:12,14:48,left,stoppage,361,2,REG,,,,,,11.0,13.0,high-stick,2.0,0.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1512,,,,,,,5,5,5v5,8479393.0,8476853.0,8480144.0,8471817.0,8474673.0,,8481618.0,8483515.0,8482087.0,8480192.0,8481523.0,,Noah Gregor,Morgan Rielly,David Kampf,Ryan Reaves,TJ Brodie,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,Johnathan Kovacevic,Kirby Dach,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,05:14,14:46,left,missed-shot,364,2,REG,57.0,40.0,O,snap,8474596.0,11.0,13.0,wide-left,2.0,0.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1514,57.0,TOR,1.0,8476853.0,,,5,5,5v5,8479393.0,8476853.0,8480144.0,8471817.0,8474673.0,,8481618.0,8483515.0,8482087.0,8480192.0,8481523.0,,Noah Gregor,Morgan Rielly,David Kampf,Ryan Reaves,TJ Brodie,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,Johnathan Kovacevic,Kirby Dach,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,05:18,14:42,left,delayed-penalty,365,2,REG,,,,,,11.0,13.0,,2.0,0.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1518,,TOR,1.0,,,,4,5,4v5,8479393.0,8475714.0,8470966.0,8474673.0,,,8476875.0,8480018.0,8481540.0,8481523.0,8477497.0,,Noah Gregor,Calle Jarnkrok,Mark Giordano,TJ Brodie,,,Mike Matheson,Nick Suzuki,Cole Caufield,Kirby Dach,Sean Monahan,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,05:18,14:42,left,penalty,366,2,REG,91.0,17.0,O,,,11.0,13.0,,2.0,0.0,MIN,hooking,2.0,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1518,91.0,TOR,1.0,8480144.0,8482087.0,,4,5,4v5,8479393.0,8475714.0,8470966.0,8474673.0,,,8476875.0,8480018.0,8481540.0,8481523.0,8477497.0,,Noah Gregor,Calle Jarnkrok,Mark Giordano,TJ Brodie,,,Mike Matheson,Nick Suzuki,Cole Caufield,Kirby Dach,Sean Monahan,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,05:18,14:42,left,faceoff,370,2,REG,-69.0,-22.0,D,,,11.0,13.0,,2.0,0.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1518,-69.0,TOR,1.0,8475714.0,8477497.0,,4,5,4v5,8479393.0,8475714.0,8470966.0,8474673.0,,,8476875.0,8480018.0,8481540.0,8481523.0,8477497.0,,Noah Gregor,Calle Jarnkrok,Mark Giordano,TJ Brodie,,,Mike Matheson,Nick Suzuki,Cole Caufield,Kirby Dach,Sean Monahan,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,05:35,14:25,left,stoppage,371,2,REG,,,,,,11.0,13.0,referee-or-linesman,2.0,0.0,,,,,chlg-hm-off-side,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1535,,,,,,,4,5,4v5,8478483.0,8479318.0,8470966.0,8474673.0,,,8476875.0,8480018.0,8481540.0,8481523.0,8477497.0,,Mitchell Marner,Auston Matthews,Mark Giordano,TJ Brodie,,,Mike Matheson,Nick Suzuki,Cole Caufield,Kirby Dach,Sean Monahan,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,05:35,14:25,left,stoppage,373,2,REG,,,,,,11.0,13.0,offside,2.0,0.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1535,,,,,,,4,5,4v5,8478483.0,8479318.0,8470966.0,8474673.0,,,8476875.0,8480018.0,8481540.0,8481523.0,8477497.0,,Mitchell Marner,Auston Matthews,Mark Giordano,TJ Brodie,,,Mike Matheson,Nick Suzuki,Cole Caufield,Kirby Dach,Sean Monahan,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,05:35,14:25,left,faceoff,376,2,REG,-20.0,-22.0,N,,,11.0,13.0,,2.0,0.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1535,-20.0,TOR,1.0,8479318.0,8480018.0,,4,5,4v5,8478483.0,8479318.0,8470966.0,8474673.0,,,8476875.0,8480018.0,8481540.0,8481523.0,8477497.0,,Mitchell Marner,Auston Matthews,Mark Giordano,TJ Brodie,,,Mike Matheson,Nick Suzuki,Cole Caufield,Kirby Dach,Sean Monahan,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,05:54,14:06,left,shot-on-goal,377,2,REG,-34.0,-24.0,D,wrist,8474596.0,11.0,14.0,,2.0,0.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1554,-34.0,TOR,1.0,8474673.0,,,4,5,4v5,8478483.0,8479318.0,8470966.0,8474673.0,,,8476875.0,8480018.0,8481540.0,8481523.0,8477497.0,,Mitchell Marner,Auston Matthews,Mark Giordano,TJ Brodie,,,Mike Matheson,Nick Suzuki,Cole Caufield,Kirby Dach,Sean Monahan,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,06:21,13:39,left,blocked-shot,379,2,REG,-73.0,-1.0,O,,,11.0,14.0,,2.0,0.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1581,-73.0,MTL,0.0,8481540.0,8477497.0,,4,5,5v4,8478483.0,8480043.0,8483489.0,8474673.0,,,8476875.0,8480018.0,8481540.0,8481523.0,8477497.0,,Mitchell Marner,Timothy Liljegren,Fraser Minten,TJ Brodie,,,Mike Matheson,Nick Suzuki,Cole Caufield,Kirby Dach,Sean Monahan,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,07:46,12:14,left,faceoff,399,2,REG,0.0,0.0,N,,,11.0,14.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1666,0.0,MTL,0.0,8480018.0,8480144.0,,5,5,5v5,8479393.0,8476853.0,8480144.0,8471817.0,8474673.0,,8480018.0,8476981.0,8481540.0,8480887.0,8475233.0,,Noah Gregor,Morgan Rielly,David Kampf,Ryan Reaves,TJ Brodie,,Nick Suzuki,Josh Anderson,Cole Caufield,Jordan Harris,David Savard,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,07:46,12:14,left,goal,395,2,REG,64.0,25.0,O,wrist,8474596.0,11.0,14.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1666,64.0,TOR,1.0,8479393.0,8475906.0,,5,5,5v5,8479393.0,8476853.0,8480144.0,8471817.0,8474673.0,,8480018.0,8476981.0,8481540.0,8480887.0,8475233.0,,Noah Gregor,Morgan Rielly,David Kampf,Ryan Reaves,TJ Brodie,,Nick Suzuki,Josh Anderson,Cole Caufield,Jordan Harris,David Savard,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,08:07,11:53,left,stoppage,400,2,REG,,,,,,11.0,14.0,icing,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1687,,,,,,,5,5,5v5,8475906.0,8478483.0,8476931.0,8479318.0,8477479.0,,8480018.0,8476981.0,8481540.0,8480887.0,8475233.0,,John Klingberg,Mitchell Marner,Jake McCabe,Auston Matthews,Tyler Bertuzzi,,Nick Suzuki,Josh Anderson,Cole Caufield,Jordan Harris,David Savard,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,08:07,11:53,left,faceoff,402,2,REG,69.0,22.0,D,,,11.0,14.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1687,69.0,MTL,0.0,8480018.0,8479318.0,,5,5,5v5,8475906.0,8478483.0,8476931.0,8479318.0,8477479.0,,8480018.0,8476981.0,8481540.0,8480887.0,8475233.0,,John Klingberg,Mitchell Marner,Jake McCabe,Auston Matthews,Tyler Bertuzzi,,Nick Suzuki,Josh Anderson,Cole Caufield,Jordan Harris,David Savard,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,08:29,11:31,left,giveaway,404,2,REG,-91.0,8.0,O,,,11.0,14.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1709,-91.0,MTL,0.0,8476981.0,,,5,5,5v5,8475906.0,8478483.0,8476931.0,8479318.0,8477479.0,,8480018.0,8476981.0,8482087.0,8481540.0,8480887.0,,John Klingberg,Mitchell Marner,Jake McCabe,Auston Matthews,Tyler Bertuzzi,,Nick Suzuki,Josh Anderson,Kaiden Guhle,Cole Caufield,Jordan Harris,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,08:37,11:23,left,hit,406,2,REG,-39.0,-37.0,D,,,11.0,14.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1717,-39.0,TOR,1.0,8475906.0,8476981.0,,5,5,5v5,8475906.0,8478483.0,8476931.0,8479318.0,8477479.0,,8476981.0,8482087.0,8481540.0,8480887.0,8477497.0,,John Klingberg,Mitchell Marner,Jake McCabe,Auston Matthews,Tyler Bertuzzi,,Josh Anderson,Kaiden Guhle,Cole Caufield,Jordan Harris,Sean Monahan,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,09:02,10:58,left,giveaway,413,2,REG,32.0,27.0,O,,,11.0,14.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1742,32.0,TOR,1.0,8478483.0,,,5,5,5v5,8478483.0,8480043.0,8470966.0,8477479.0,8475166.0,,8475848.0,8482087.0,8480192.0,8476871.0,8477497.0,,Mitchell Marner,Timothy Liljegren,Mark Giordano,Tyler Bertuzzi,John Tavares,,Brendan Gallagher,Kaiden Guhle,Johnathan Kovacevic,Tanner Pearson,Sean Monahan,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,09:24,10:36,left,blocked-shot,416,2,REG,65.0,-1.0,D,,,11.0,14.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1764,65.0,MTL,0.0,8470966.0,8480192.0,,5,5,5v5,8477503.0,8480043.0,8470966.0,8477939.0,8475166.0,,8475848.0,8482087.0,8480192.0,8476871.0,8477497.0,,Max Domi,Timothy Liljegren,Mark Giordano,William Nylander,John Tavares,,Brendan Gallagher,Kaiden Guhle,Johnathan Kovacevic,Tanner Pearson,Sean Monahan,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,09:58,10:02,left,hit,423,2,REG,-28.0,16.0,D,,,11.0,14.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1798,-28.0,TOR,1.0,8483489.0,8481618.0,,5,5,5v5,8475714.0,8483489.0,8476853.0,8474673.0,8475166.0,,8476875.0,8481618.0,8483515.0,8475233.0,8481523.0,,Calle Jarnkrok,Fraser Minten,Morgan Rielly,TJ Brodie,John Tavares,,Mike Matheson,Alex Newhook,Juraj Slafkovsky,David Savard,Kirby Dach,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,10:16,09:44,left,hit,426,2,REG,96.0,-17.0,D,,,11.0,14.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1816,96.0,MTL,0.0,8481523.0,8475714.0,,5,5,5v5,8475906.0,8475714.0,8482720.0,8483489.0,8476853.0,,8476875.0,8481618.0,8483515.0,8475233.0,8481523.0,,John Klingberg,Calle Jarnkrok,Matthew Knies,Fraser Minten,Morgan Rielly,,Mike Matheson,Alex Newhook,Juraj Slafkovsky,David Savard,Kirby Dach,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,10:22,09:38,left,giveaway,427,2,REG,46.0,-41.0,D,,,11.0,14.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1822,46.0,MTL,0.0,8481618.0,,,5,5,5v5,8475906.0,8475714.0,8482720.0,8483489.0,8476853.0,,8476875.0,8481618.0,8483515.0,8475233.0,8481523.0,,John Klingberg,Calle Jarnkrok,Matthew Knies,Fraser Minten,Morgan Rielly,,Mike Matheson,Alex Newhook,Juraj Slafkovsky,David Savard,Kirby Dach,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,10:29,09:31,left,hit,428,2,REG,57.0,41.0,D,,,11.0,14.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1829,57.0,MTL,0.0,8481618.0,8476853.0,,5,5,5v5,8475906.0,8475714.0,8482720.0,8483489.0,8476853.0,,8476875.0,8481618.0,8483515.0,8475233.0,8481523.0,,John Klingberg,Calle Jarnkrok,Matthew Knies,Fraser Minten,Morgan Rielly,,Mike Matheson,Alex Newhook,Juraj Slafkovsky,David Savard,Kirby Dach,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,10:49,09:11,left,missed-shot,434,2,REG,-84.0,-2.0,O,tip-in,8478492.0,11.0,14.0,wide-left,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1849,-84.0,MTL,0.0,8481093.0,,,5,5,5v5,8475906.0,8475714.0,8476931.0,8482720.0,8480144.0,,8483515.0,8481093.0,8480887.0,8478133.0,8482964.0,,John Klingberg,Calle Jarnkrok,Jake McCabe,Matthew Knies,David Kampf,,Juraj Slafkovsky,Rafael Harvey-Pinard,Jordan Harris,Jake Evans,Arber Xhekaj,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,10:56,09:04,left,hit,435,2,REG,-91.0,25.0,O,,,11.0,14.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1856,-91.0,MTL,0.0,8478133.0,8475906.0,,5,5,5v5,8475906.0,8475714.0,8476931.0,8482720.0,8480144.0,,8483515.0,8481093.0,8480887.0,8478133.0,8482964.0,,John Klingberg,Calle Jarnkrok,Jake McCabe,Matthew Knies,David Kampf,,Juraj Slafkovsky,Rafael Harvey-Pinard,Jordan Harris,Jake Evans,Arber Xhekaj,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,11:26,08:34,left,shot-on-goal,441,2,REG,58.0,9.0,O,slap,8474596.0,11.0,15.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1886,58.0,TOR,1.0,8480043.0,,,5,5,5v5,8479393.0,8480043.0,8470966.0,8480144.0,8471817.0,,8481093.0,8480887.0,8481058.0,8478133.0,8482964.0,,Noah Gregor,Timothy Liljegren,Mark Giordano,David Kampf,Ryan Reaves,,Rafael Harvey-Pinard,Jordan Harris,Jesse Ylönen,Jake Evans,Arber Xhekaj,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,11:28,08:32,left,shot-on-goal,442,2,REG,78.0,27.0,O,snap,8474596.0,11.0,16.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1888,78.0,TOR,1.0,8480144.0,,,5,5,5v5,8479393.0,8480043.0,8470966.0,8480144.0,8471817.0,,8481093.0,8480887.0,8481058.0,8478133.0,8482964.0,,Noah Gregor,Timothy Liljegren,Mark Giordano,David Kampf,Ryan Reaves,,Rafael Harvey-Pinard,Jordan Harris,Jesse Ylönen,Jake Evans,Arber Xhekaj,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,11:43,08:17,left,hit,446,2,REG,-47.0,-36.0,O,,,11.0,16.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1903,-47.0,MTL,0.0,8482964.0,8479393.0,,5,5,5v5,8479393.0,8479318.0,8480043.0,8470966.0,8471817.0,,8480018.0,8476981.0,8481093.0,8480887.0,8482964.0,,Noah Gregor,Auston Matthews,Timothy Liljegren,Mark Giordano,Ryan Reaves,,Nick Suzuki,Josh Anderson,Rafael Harvey-Pinard,Jordan Harris,Arber Xhekaj,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,11:54,08:06,left,blocked-shot,448,2,REG,-69.0,16.0,D,,,11.0,16.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1914,-69.0,TOR,1.0,8481540.0,8479318.0,,5,5,5v5,8479393.0,8479318.0,8480043.0,8470966.0,8471817.0,,8480018.0,8476981.0,8481540.0,8480887.0,8482964.0,,Noah Gregor,Auston Matthews,Timothy Liljegren,Mark Giordano,Ryan Reaves,,Nick Suzuki,Josh Anderson,Cole Caufield,Jordan Harris,Arber Xhekaj,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,12:02,07:58,left,stoppage,449,2,REG,,,,,,11.0,16.0,icing,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1922,,,,,,,5,5,5v5,8479393.0,8479318.0,8480043.0,8470966.0,8471817.0,,8476875.0,8480018.0,8476981.0,8481540.0,8480192.0,,Noah Gregor,Auston Matthews,Timothy Liljegren,Mark Giordano,Ryan Reaves,,Mike Matheson,Nick Suzuki,Josh Anderson,Cole Caufield,Johnathan Kovacevic,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,12:02,07:58,left,faceoff,451,2,REG,-69.0,22.0,D,,,11.0,16.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1922,-69.0,TOR,1.0,8479318.0,8480018.0,,5,5,5v5,8479393.0,8479318.0,8480043.0,8470966.0,8471817.0,,8476875.0,8480018.0,8476981.0,8481540.0,8480192.0,,Noah Gregor,Auston Matthews,Timothy Liljegren,Mark Giordano,Ryan Reaves,,Mike Matheson,Nick Suzuki,Josh Anderson,Cole Caufield,Johnathan Kovacevic,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,12:11,07:49,left,hit,452,2,REG,-78.0,-38.0,D,,,11.0,16.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1931,-78.0,TOR,1.0,8480043.0,8476981.0,,5,5,5v5,8479393.0,8479318.0,8480043.0,8470966.0,8471817.0,,8476875.0,8480018.0,8476981.0,8481540.0,8480192.0,,Noah Gregor,Auston Matthews,Timothy Liljegren,Mark Giordano,Ryan Reaves,,Mike Matheson,Nick Suzuki,Josh Anderson,Cole Caufield,Johnathan Kovacevic,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,12:14,07:46,left,blocked-shot,453,2,REG,-70.0,7.0,D,,,11.0,16.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1934,-70.0,TOR,1.0,8476875.0,8470966.0,,5,5,5v5,8479393.0,8479318.0,8480043.0,8470966.0,8471817.0,,8476875.0,8480018.0,8476981.0,8481540.0,8480192.0,,Noah Gregor,Auston Matthews,Timothy Liljegren,Mark Giordano,Ryan Reaves,,Mike Matheson,Nick Suzuki,Josh Anderson,Cole Caufield,Johnathan Kovacevic,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,12:37,07:23,left,takeaway,460,2,REG,-7.0,-41.0,N,,,11.0,16.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1957,-7.0,TOR,1.0,8478483.0,,,5,5,5v5,8478483.0,8479318.0,8480043.0,8477479.0,8474673.0,,8476875.0,8475848.0,8480192.0,8476871.0,8477497.0,,Mitchell Marner,Auston Matthews,Timothy Liljegren,Tyler Bertuzzi,TJ Brodie,,Mike Matheson,Brendan Gallagher,Johnathan Kovacevic,Tanner Pearson,Sean Monahan,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,12:41,07:19,left,shot-on-goal,462,2,REG,69.0,-20.0,O,wrist,8474596.0,11.0,17.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1961,69.0,TOR,1.0,8477479.0,,,5,5,5v5,8478483.0,8479318.0,8476853.0,8477479.0,8474673.0,,8476875.0,8475848.0,8480192.0,8476871.0,8477497.0,,Mitchell Marner,Auston Matthews,Morgan Rielly,Tyler Bertuzzi,TJ Brodie,,Mike Matheson,Brendan Gallagher,Johnathan Kovacevic,Tanner Pearson,Sean Monahan,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,12:48,07:12,left,blocked-shot,463,2,REG,75.0,12.0,D,,,11.0,17.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1968,75.0,MTL,0.0,8479318.0,8476875.0,,5,5,5v5,8478483.0,8479318.0,8476853.0,8477479.0,8474673.0,,8476875.0,8475848.0,8480192.0,8476871.0,8477497.0,,Mitchell Marner,Auston Matthews,Morgan Rielly,Tyler Bertuzzi,TJ Brodie,,Mike Matheson,Brendan Gallagher,Johnathan Kovacevic,Tanner Pearson,Sean Monahan,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,13:00,07:00,left,giveaway,464,2,REG,37.0,-35.0,D,,,11.0,17.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1980,37.0,MTL,0.0,8476875.0,,,5,5,5v5,8478483.0,8479318.0,8476853.0,8477479.0,8474673.0,,8476875.0,8475848.0,8480192.0,8476871.0,8477497.0,,Mitchell Marner,Auston Matthews,Morgan Rielly,Tyler Bertuzzi,TJ Brodie,,Mike Matheson,Brendan Gallagher,Johnathan Kovacevic,Tanner Pearson,Sean Monahan,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,13:03,06:57,left,missed-shot,465,2,REG,50.0,8.0,O,slap,8474596.0,11.0,17.0,wide-right,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1983,50.0,TOR,1.0,8476853.0,,,5,5,5v5,8478483.0,8479318.0,8476853.0,8477479.0,8474673.0,,8476875.0,8475848.0,8480192.0,8476871.0,8477497.0,,Mitchell Marner,Auston Matthews,Morgan Rielly,Tyler Bertuzzi,TJ Brodie,,Mike Matheson,Brendan Gallagher,Johnathan Kovacevic,Tanner Pearson,Sean Monahan,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,13:17,06:43,left,hit,471,2,REG,-94.0,22.0,D,,,11.0,17.0,,2.0,1.0,,,,,,2023020005,20232024,2023-10-11,2,Scotiabank Arena,1997,-94.0,TOR,1.0,8474673.0,8477497.0,,5,5,5v5,8478483.0,8476853.0,8477479.0,8474673.0,8475166.0,,8481618.0,8483515.0,8482087.0,8475233.0,8477497.0,,Mitchell Marner,Morgan Rielly,Tyler Bertuzzi,TJ Brodie,John Tavares,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,David Savard,Sean Monahan,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
2,13:30,06:30,left,stoppage,472,2,REG,,,,,,11.0,17.0,offside,2.0,1.0,,,,,tv-timeout,2023020005,20232024,2023-10-11,2,Scotiabank Arena,2010,,,,,,,5,5,5v5,8475906.0,8477503.0,8476931.0,8477939.0,8475166.0,,8481618.0,8483515.0,8482087.0,8475233.0,8481523.0,,John Klingberg,Max Domi,Jake McCabe,William Nylander,John Tavares,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,David Savard,Kirby Dach,,8478492.0,8474596.0,Ilya Samsonov,Jake Allen
