period,timeInPeriod,timeRemaining,homeTeamDefendingSide,event,sortOrder,period,periodType,xCoord,yCoord,zoneCode,shotType,goalieInNetId,awaySOG,homeSOG,reason,awayScore,homeScore,typeCode,descKey,duration,secondaryReason,gameId,seasonId,gameDate,gameType,venue,elapsedTime,normalized_xCoord,eventTeam,is_home,event_player1_Id,event_player2_Id,event_player3_Id,home_skaters,away_skaters,game_strength,home_skater_id1,home_skater_id2,home_skater_id3,home_skater_id4,home_skater_id5,home_skater_id6,away_skater_id1,away_skater_id2,away_skater_id3,away_skater_id4,away_skater_id5,away_skater_id6,home_skater_fullName1,home_skater_fullName2,home_skater_fullName3,home_skater_fullName4,home_skater_fullName5,home_skater_fullName6,away_skater_fullName1,away_skater_fullName2,away_skater_fullName3,away_skater_fullName4,away_skater_fullName5,away_skater_fullName6,home_goalie_id,away_goalie_id,home_goalie_fullName,away_goalie_fullName
1,15:40,04:20,left,faceoff,213,1,REG,-20.0,-22.0,N,,,6.0,7.0,,1.0,1.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,940,-20.0,MTL,0.0,8477497.0,8475170.0,,5,5,5v5,8475170.0,8476438.0,8479385.0,8476792.0,8475753.0,,8475848.0,8482087.0,8482111.0,8476871.0,8477497.0,,Brayden Schenn,Brandon Saad,Jordan Kyrou,Torey Krug,Justin Faulk,,Brendan Gallagher,Kaiden Guhle,Justin Barron,Tanner Pearson,Sean Monahan,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,15:40,04:20,left,stoppage,210,1,REG,,,,,,6.0,7.0,offside,1.0,1.0,,,,tv-timeout,2023020164,20232024,2023-11-04,2,Enterprise Center,940,,,,,,,5,5,5v5,8475170.0,8476438.0,8479385.0,8476792.0,8475753.0,,8475848.0,8482087.0,8482111.0,8476871.0,8477497.0,,Brayden Schenn,Brandon Saad,Jordan Kyrou,Torey Krug,Justin Faulk,,Brendan Gallagher,Kaiden Guhle,Justin Barron,Tanner Pearson,Sean Monahan,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,15:56,04:04,left,stoppage,214,1,REG,,,,,,6.0,7.0,offside,1.0,1.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,956,,,,,,,5,5,5v5,8475181.0,8480023.0,8477953.0,8476892.0,8477402.0,,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,Nick Leddy,Robert Thomas,Kasperi Kapanen,Colton Parayko,Pavel Buchnevich,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,15:56,04:04,left,faceoff,217,1,REG,20.0,-22.0,N,,,6.0,7.0,,1.0,1.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,956,20.0,STL,1.0,8480023.0,8483515.0,,5,5,5v5,8475181.0,8480023.0,8477953.0,8476892.0,8477402.0,,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,Nick Leddy,Robert Thomas,Kasperi Kapanen,Colton Parayko,Pavel Buchnevich,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,16:13,03:47,left,takeaway,218,1,REG,34.0,-37.0,O,,,6.0,7.0,,1.0,1.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,973,34.0,STL,1.0,8476892.0,,,5,5,5v5,8475181.0,8480023.0,8477953.0,8476892.0,8477402.0,,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,Nick Leddy,Robert Thomas,Kasperi Kapanen,Colton Parayko,Pavel Buchnevich,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,16:16,03:44,left,missed-shot,219,1,REG,28.0,-5.0,O,wrist,8478470.0,6.0,7.0,wide-left,1.0,1.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,976,28.0,STL,1.0,8477402.0,,,5,5,5v5,8475181.0,8480023.0,8477953.0,8476892.0,8477402.0,,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,Nick Leddy,Robert Thomas,Kasperi Kapanen,Colton Parayko,Pavel Buchnevich,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,16:24,03:36,left,stoppage,220,1,REG,,,,,,6.0,7.0,icing,1.0,1.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,984,,,,,,,5,5,5v5,8480023.0,8477953.0,8476792.0,8475753.0,8477402.0,,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,Robert Thomas,Kasperi Kapanen,Torey Krug,Justin Faulk,Pavel Buchnevich,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,16:24,03:36,left,faceoff,222,1,REG,69.0,-22.0,O,,,6.0,7.0,,1.0,1.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,984,69.0,STL,1.0,8480023.0,8480018.0,,5,5,5v5,8480023.0,8477953.0,8476792.0,8475753.0,8477402.0,,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,Robert Thomas,Kasperi Kapanen,Torey Krug,Justin Faulk,Pavel Buchnevich,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,16:37,03:23,left,faceoff,227,1,REG,0.0,0.0,N,,,6.0,7.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,997,0.0,MTL,0.0,8477989.0,8475170.0,,5,5,5v5,8475170.0,8476438.0,8479385.0,8476792.0,8475753.0,,8476875.0,8481618.0,8476981.0,8480192.0,8477989.0,,Brayden Schenn,Brandon Saad,Jordan Kyrou,Torey Krug,Justin Faulk,,Mike Matheson,Alex Newhook,Josh Anderson,Johnathan Kovacevic,Christian Dvorak,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,16:37,03:23,left,goal,224,1,REG,58.0,-10.0,O,snap,8478470.0,6.0,7.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,997,58.0,STL,1.0,8480023.0,8475753.0,,5,5,5v5,8475170.0,8476438.0,8479385.0,8476792.0,8475753.0,,8476875.0,8481618.0,8476981.0,8480192.0,8477989.0,,Brayden Schenn,Brandon Saad,Jordan Kyrou,Torey Krug,Justin Faulk,,Mike Matheson,Alex Newhook,Josh Anderson,Johnathan Kovacevic,Christian Dvorak,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,16:59,03:01,left,shot-on-goal,228,1,REG,76.0,13.0,O,wrist,8478470.0,6.0,8.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1019,76.0,STL,1.0,8475170.0,,,5,5,5v5,8475170.0,8476438.0,8479385.0,8476792.0,8475753.0,,8476875.0,8481618.0,8476981.0,8480192.0,8477989.0,,Brayden Schenn,Brandon Saad,Jordan Kyrou,Torey Krug,Justin Faulk,,Mike Matheson,Alex Newhook,Josh Anderson,Johnathan Kovacevic,Christian Dvorak,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,17:40,02:20,left,blocked-shot,237,1,REG,-73.0,-32.0,D,,,6.0,8.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1060,-73.0,STL,1.0,8482964.0,8474618.0,,5,5,5v5,8474618.0,8482089.0,8476897.0,8481006.0,8478104.0,,8476469.0,8480887.0,8479543.0,8478133.0,8482964.0,,Marco Scandella,Jake Neighbours,Oskar Sundqvist,Tyler Tucker,Sammy Blais,,Joel Armia,Jordan Harris,Michael Pezzetta,Jake Evans,Arber Xhekaj,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,17:54,02:06,left,shot-on-goal,238,1,REG,-51.0,25.0,O,wrist,8480981.0,7.0,8.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1074,-51.0,MTL,0.0,8476469.0,,,5,5,5v5,8474618.0,8482089.0,8476897.0,8481006.0,8478104.0,,8476469.0,8480887.0,8479543.0,8478133.0,8482964.0,,Marco Scandella,Jake Neighbours,Oskar Sundqvist,Tyler Tucker,Sammy Blais,,Joel Armia,Jordan Harris,Michael Pezzetta,Jake Evans,Arber Xhekaj,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,17:56,02:04,left,stoppage,239,1,REG,,,,,,7.0,8.0,goalie-stopped-after-sog,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1076,,,,,,,5,5,5v5,8475181.0,8475763.0,8480281.0,8477944.0,8476892.0,,8475848.0,8480887.0,8476871.0,8482964.0,8477497.0,,Nick Leddy,Kevin Hayes,Alexey Toropchenko,Jakub Vrana,Colton Parayko,,Brendan Gallagher,Jordan Harris,Tanner Pearson,Arber Xhekaj,Sean Monahan,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,17:56,02:04,left,faceoff,242,1,REG,-69.0,22.0,O,,,7.0,8.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1076,-69.0,MTL,0.0,8477497.0,8475763.0,,5,5,5v5,8475181.0,8475763.0,8480281.0,8477944.0,8476892.0,,8475848.0,8480887.0,8476871.0,8482964.0,8477497.0,,Nick Leddy,Kevin Hayes,Alexey Toropchenko,Jakub Vrana,Colton Parayko,,Brendan Gallagher,Jordan Harris,Tanner Pearson,Arber Xhekaj,Sean Monahan,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,18:05,01:55,left,giveaway,243,1,REG,38.0,-31.0,O,,,7.0,8.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1085,38.0,STL,1.0,8475763.0,,,5,5,5v5,8475181.0,8475763.0,8480281.0,8477944.0,8476892.0,,8475848.0,8480887.0,8476871.0,8482964.0,8477497.0,,Nick Leddy,Kevin Hayes,Alexey Toropchenko,Jakub Vrana,Colton Parayko,,Brendan Gallagher,Jordan Harris,Tanner Pearson,Arber Xhekaj,Sean Monahan,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,18:12,01:48,left,takeaway,244,1,REG,-38.0,8.0,D,,,7.0,8.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1092,-38.0,STL,1.0,8475763.0,,,5,5,5v5,8475181.0,8475763.0,8480281.0,8477944.0,8476892.0,,8475848.0,8480887.0,8476871.0,8482964.0,8477497.0,,Nick Leddy,Kevin Hayes,Alexey Toropchenko,Jakub Vrana,Colton Parayko,,Brendan Gallagher,Jordan Harris,Tanner Pearson,Arber Xhekaj,Sean Monahan,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,18:16,01:44,left,shot-on-goal,245,1,REG,65.0,-27.0,O,snap,8478470.0,7.0,9.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1096,65.0,STL,1.0,8477944.0,,,5,5,5v5,8475181.0,8475763.0,8480281.0,8477944.0,8476892.0,,8475848.0,8480887.0,8476871.0,8482964.0,8477497.0,,Nick Leddy,Kevin Hayes,Alexey Toropchenko,Jakub Vrana,Colton Parayko,,Brendan Gallagher,Jordan Harris,Tanner Pearson,Arber Xhekaj,Sean Monahan,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,18:45,01:15,left,shot-on-goal,255,1,REG,-75.0,-23.0,O,wrist,8480981.0,8.0,9.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1125,-75.0,MTL,0.0,8481540.0,,,5,5,5v5,8480023.0,8477953.0,8476792.0,8475753.0,8477402.0,,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,Robert Thomas,Kasperi Kapanen,Torey Krug,Justin Faulk,Pavel Buchnevich,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,18:48,01:12,left,faceoff,257,1,REG,-69.0,-22.0,D,,,8.0,9.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1128,-69.0,STL,1.0,8480023.0,8480018.0,,5,5,5v5,8480023.0,8477953.0,8476792.0,8475753.0,8477402.0,,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,Robert Thomas,Kasperi Kapanen,Torey Krug,Justin Faulk,Pavel Buchnevich,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,18:48,01:12,left,stoppage,256,1,REG,,,,,,8.0,9.0,puck-in-netting,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1128,,,,,,,5,5,5v5,8480023.0,8477953.0,8476792.0,8475753.0,8477402.0,,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,Robert Thomas,Kasperi Kapanen,Torey Krug,Justin Faulk,Pavel Buchnevich,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,19:00,01:00,left,giveaway,258,1,REG,73.0,14.0,D,,,8.0,9.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1140,73.0,MTL,0.0,8482111.0,,,5,5,5v5,8480023.0,8477953.0,8476792.0,8475753.0,8477402.0,,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,Robert Thomas,Kasperi Kapanen,Torey Krug,Justin Faulk,Pavel Buchnevich,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,19:10,00:50,left,giveaway,259,1,REG,83.0,27.0,O,,,8.0,9.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1150,83.0,STL,1.0,8477953.0,,,5,5,5v5,8480023.0,8477953.0,8476792.0,8475753.0,8477402.0,,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,Robert Thomas,Kasperi Kapanen,Torey Krug,Justin Faulk,Pavel Buchnevich,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,19:15,00:45,left,hit,260,1,REG,-51.0,-40.0,D,,,8.0,9.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1155,-51.0,STL,1.0,8475753.0,8481540.0,,5,5,5v5,8480023.0,8477953.0,8476792.0,8475753.0,8477402.0,,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,Robert Thomas,Kasperi Kapanen,Torey Krug,Justin Faulk,Pavel Buchnevich,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,19:25,00:35,left,shot-on-goal,263,1,REG,11.0,-39.0,N,wrist,8478470.0,8.0,10.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1165,11.0,STL,1.0,8480023.0,,,5,5,5v5,8475181.0,8480023.0,8476438.0,8477953.0,8476892.0,,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,Nick Leddy,Robert Thomas,Brandon Saad,Kasperi Kapanen,Colton Parayko,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,19:28,00:32,left,stoppage,265,1,REG,,,,,,8.0,10.0,goalie-stopped-after-sog,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1168,,,,,,,5,5,5v5,8475181.0,8475170.0,8476438.0,8479385.0,8476892.0,,8476875.0,8481618.0,8476981.0,8480192.0,8477989.0,,Nick Leddy,Brayden Schenn,Brandon Saad,Jordan Kyrou,Colton Parayko,,Mike Matheson,Alex Newhook,Josh Anderson,Johnathan Kovacevic,Christian Dvorak,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,19:28,00:32,left,faceoff,268,1,REG,69.0,-22.0,O,,,8.0,10.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1168,69.0,STL,1.0,8475170.0,8477989.0,,5,5,5v5,8475181.0,8475170.0,8476438.0,8479385.0,8476892.0,,8476875.0,8481618.0,8476981.0,8480192.0,8477989.0,,Nick Leddy,Brayden Schenn,Brandon Saad,Jordan Kyrou,Colton Parayko,,Mike Matheson,Alex Newhook,Josh Anderson,Johnathan Kovacevic,Christian Dvorak,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,19:35,00:25,left,shot-on-goal,269,1,REG,48.0,-35.0,O,slap,8478470.0,8.0,11.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1175,48.0,STL,1.0,8476892.0,,,5,5,5v5,8475181.0,8475170.0,8476438.0,8479385.0,8476892.0,,8476875.0,8481618.0,8476981.0,8480192.0,8477989.0,,Nick Leddy,Brayden Schenn,Brandon Saad,Jordan Kyrou,Colton Parayko,,Mike Matheson,Alex Newhook,Josh Anderson,Johnathan Kovacevic,Christian Dvorak,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,19:42,00:18,left,blocked-shot,270,1,REG,72.0,-8.0,D,,,8.0,11.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1182,72.0,MTL,0.0,8476438.0,8480192.0,,5,5,5v5,8475181.0,8475170.0,8476438.0,8479385.0,8476892.0,,8476875.0,8481618.0,8476981.0,8480192.0,8477989.0,,Nick Leddy,Brayden Schenn,Brandon Saad,Jordan Kyrou,Colton Parayko,,Mike Matheson,Alex Newhook,Josh Anderson,Johnathan Kovacevic,Christian Dvorak,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,19:43,00:17,left,shot-on-goal,271,1,REG,65.0,-12.0,O,wrist,8478470.0,8.0,12.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1183,65.0,STL,1.0,8479385.0,,,5,5,5v5,8475181.0,8475170.0,8476438.0,8479385.0,8476892.0,,8476875.0,8481618.0,8476981.0,8480192.0,8477989.0,,Nick Leddy,Brayden Schenn,Brandon Saad,Jordan Kyrou,Colton Parayko,,Mike Matheson,Alex Newhook,Josh Anderson,Johnathan Kovacevic,Christian Dvorak,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,19:56,00:04,left,giveaway,272,1,REG,74.0,39.0,O,,,8.0,12.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1196,74.0,STL,1.0,8476438.0,,,5,5,5v5,8475181.0,8475170.0,8476438.0,8479385.0,8476892.0,,8476875.0,8481618.0,8476981.0,8480192.0,8477989.0,,Nick Leddy,Brayden Schenn,Brandon Saad,Jordan Kyrou,Colton Parayko,,Mike Matheson,Alex Newhook,Josh Anderson,Johnathan Kovacevic,Christian Dvorak,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
1,20:00,00:00,left,period-end,273,1,REG,,,,,,8.0,12.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1200,,,,,,,5,5,5v5,8475170.0,8476438.0,8479385.0,8476792.0,8475753.0,,8475848.0,8482087.0,8482111.0,8476871.0,8477497.0,,Brayden Schenn,Brandon Saad,Jordan Kyrou,Torey Krug,Justin Faulk,,Brendan Gallagher,Kaiden Guhle,Justin Barron,Tanner Pearson,Sean Monahan,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
2,00:00,20:00,right,period-start,278,2,REG,,,,,,8.0,12.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1200,,,,,,,5,5,5v5,8475170.0,8476438.0,8479385.0,8476792.0,8475753.0,,8475848.0,8482087.0,8482111.0,8476871.0,8477497.0,,Brayden Schenn,Brandon Saad,Jordan Kyrou,Torey Krug,Justin Faulk,,Brendan Gallagher,Kaiden Guhle,Justin Barron,Tanner Pearson,Sean Monahan,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
2,00:00,20:00,right,faceoff,281,2,REG,0.0,0.0,N,,,8.0,12.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1200,100.0,MTL,0.0,8477497.0,8475170.0,,5,5,5v5,8475170.0,8476438.0,8479385.0,8476792.0,8475753.0,,8475848.0,8482087.0,8482111.0,8476871.0,8477497.0,,Brayden Schenn,Brandon Saad,Jordan Kyrou,Torey Krug,Justin Faulk,,Brendan Gallagher,Kaiden Guhle,Justin Barron,Tanner Pearson,Sean Monahan,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
2,00:16,19:44,right,stoppage,282,2,REG,,,,,,8.0,12.0,icing,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1216,,,,,,,5,5,5v5,8475170.0,8476438.0,8479385.0,8476792.0,8475753.0,,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,Brayden Schenn,Brandon Saad,Jordan Kyrou,Torey Krug,Justin Faulk,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
2,00:16,19:44,right,faceoff,284,2,REG,69.0,-22.0,O,,,8.0,12.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1216,31.0,MTL,0.0,8480018.0,8475170.0,,5,5,5v5,8475170.0,8476438.0,8479385.0,8476792.0,8475753.0,,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,Brayden Schenn,Brandon Saad,Jordan Kyrou,Torey Krug,Justin Faulk,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
2,00:24,19:36,right,stoppage,285,2,REG,,,,,,8.0,12.0,puck-in-crowd,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1224,,,,,,,5,5,5v5,8475181.0,8480023.0,8477953.0,8476892.0,8477402.0,,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,Nick Leddy,Robert Thomas,Kasperi Kapanen,Colton Parayko,Pavel Buchnevich,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
2,00:24,19:36,right,faceoff,287,2,REG,69.0,-22.0,O,,,8.0,12.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1224,31.0,MTL,0.0,8480018.0,8477402.0,,5,5,5v5,8475181.0,8480023.0,8477953.0,8476892.0,8477402.0,,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,Nick Leddy,Robert Thomas,Kasperi Kapanen,Colton Parayko,Pavel Buchnevich,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
2,00:30,19:30,right,shot-on-goal,288,2,REG,-70.0,9.0,O,wrist,8478470.0,8.0,13.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1230,170.0,STL,1.0,8477953.0,,,5,5,5v5,8475181.0,8480023.0,8477953.0,8476892.0,8477402.0,,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,Nick Leddy,Robert Thomas,Kasperi Kapanen,Colton Parayko,Pavel Buchnevich,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
2,01:05,18:55,right,blocked-shot,289,2,REG,-74.0,-2.0,O,,,8.0,13.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1265,174.0,STL,1.0,8475181.0,8480023.0,,5,5,5v5,8475181.0,8480023.0,8477953.0,8476892.0,8477402.0,,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,Nick Leddy,Robert Thomas,Kasperi Kapanen,Colton Parayko,Pavel Buchnevich,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
2,01:43,18:17,right,missed-shot,300,2,REG,48.0,-14.0,O,slap,8480981.0,8.0,13.0,wide-right,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1303,52.0,MTL,0.0,8480887.0,,,5,5,5v5,8474618.0,8475763.0,8480281.0,8477944.0,8481006.0,,8476875.0,8481618.0,8476981.0,8477989.0,8480887.0,,Marco Scandella,Kevin Hayes,Alexey Toropchenko,Jakub Vrana,Tyler Tucker,,Mike Matheson,Alex Newhook,Josh Anderson,Christian Dvorak,Jordan Harris,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
2,02:02,17:58,right,stoppage,303,2,REG,,,,,,8.0,13.0,puck-in-benches,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1322,,,,,,,5,5,5v5,8475763.0,8480281.0,8477944.0,8476792.0,8475753.0,,8476875.0,8481618.0,8476981.0,8477989.0,8480887.0,,Kevin Hayes,Alexey Toropchenko,Jakub Vrana,Torey Krug,Justin Faulk,,Mike Matheson,Alex Newhook,Josh Anderson,Christian Dvorak,Jordan Harris,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
2,02:02,17:58,right,faceoff,304,2,REG,-69.0,22.0,O,,,8.0,13.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1322,169.0,STL,1.0,8475763.0,8477989.0,,5,5,5v5,8475763.0,8480281.0,8477944.0,8476792.0,8475753.0,,8476875.0,8481618.0,8476981.0,8477989.0,8480887.0,,Kevin Hayes,Alexey Toropchenko,Jakub Vrana,Torey Krug,Justin Faulk,,Mike Matheson,Alex Newhook,Josh Anderson,Christian Dvorak,Jordan Harris,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
2,02:03,17:57,right,blocked-shot,305,2,REG,-65.0,16.0,D,,,8.0,13.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1323,165.0,MTL,0.0,8475753.0,8481618.0,,5,5,5v5,8475763.0,8480281.0,8477944.0,8476792.0,8475753.0,,8476875.0,8481618.0,8476981.0,8477989.0,8480887.0,,Kevin Hayes,Alexey Toropchenko,Jakub Vrana,Torey Krug,Justin Faulk,,Mike Matheson,Alex Newhook,Josh Anderson,Christian Dvorak,Jordan Harris,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
2,02:09,17:51,right,blocked-shot,306,2,REG,-69.0,-10.0,D,,,8.0,13.0,,1.0,2.0,,,,,2023020164,20232024,2023-11-04,2,Enterprise Center,1329,169.0,MTL,0.0,8477944.0,8476875.0,,5,5,5v5,8475763.0,8480281.0,8477944.0,8476792.0,8475753.0,,8476875.0,8481618.0,8476981.0,8477989.0,8480887.0,,Kevin Hayes,Alexey Toropchenko,Jakub Vrana,Torey Krug,Justin Faulk,,Mike Matheson,Alex Newhook,Josh Anderson,Christian Dvorak,Jordan Harris,,8480981.0,8478470.0,Joel Hofer,Sam Montembeault
