period,timeInPeriod,timeRemaining,homeTeamDefendingSide,event,sortOrder,period,periodType,xCoord,yCoord,zoneCode,reason,shotType,goalieInNetId,awaySOG,homeSOG,typeCode,descKey,duration,awayScore,homeScore,secondaryReason,gameId,seasonId,gameDate,gameType,venue,elapsedTime,normalized_xCoord,eventTeam,is_home,event_player1_Id,event_player2_Id,event_player3_Id,home_skaters,away_skaters,game_strength,home_skater_id1,home_skater_id2,home_skater_id3,home_skater_id4,home_skater_id5,home_skater_id6,away_skater_id1,away_skater_id2,away_skater_id3,away_skater_id4,away_skater_id5,away_skater_id6,home_skater_fullName1,home_skater_fullName2,home_skater_fullName3,home_skater_fullName4,home_skater_fullName5,home_skater_fullName6,away_skater_fullName1,away_skater_fullName2,away_skater_fullName3,away_skater_fullName4,away_skater_fullName5,away_skater_fullName6,home_goalie_id,away_goalie_id,home_goalie_fullName,away_goalie_fullName
2,07:01,12:59,right,shot-on-goal,363,2,REG,83.0,-2.0,O,,backhand,8478971.0,18.0,10.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1621,17.0,MTL,0.0,8480018.0,,,5,5,5v5,8475760.0,8480434.0,8481711.0,8478474.0,8482655.0,,8476875.0,8480018.0,8481540.0,8476469.0,8480887.0,,Nick Bjugstad,Sean Durzi,Matias Maccelli,Lawson Crouse,J.J. Moser,,Mike Matheson,Nick Suzuki,Cole Caufield,Joel Armia,Jordan Harris,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,07:04,12:56,right,stoppage,364,2,REG,,,,goalie-stopped-after-sog,,,18.0,10.0,,,,1.0,1.0,tv-timeout,2023020153,20232024,2023-11-02,2,Mullett Arena,1624,,,,,,,5,5,5v5,8475760.0,8480434.0,8481711.0,8478474.0,8482655.0,,8480018.0,8481540.0,8476469.0,8480887.0,8482964.0,,Nick Bjugstad,Sean Durzi,Matias Maccelli,Lawson Crouse,J.J. Moser,,Nick Suzuki,Cole Caufield,Joel Armia,Jordan Harris,Arber Xhekaj,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,07:04,12:56,right,faceoff,367,2,REG,69.0,-22.0,O,,,,18.0,10.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1624,31.0,MTL,0.0,8480018.0,8478474.0,,5,5,5v5,8475760.0,8480434.0,8481711.0,8478474.0,8482655.0,,8480018.0,8481540.0,8476469.0,8480887.0,8482964.0,,Nick Bjugstad,Sean Durzi,Matias Maccelli,Lawson Crouse,J.J. Moser,,Nick Suzuki,Cole Caufield,Joel Armia,Jordan Harris,Arber Xhekaj,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,07:07,12:53,right,missed-shot,368,2,REG,40.0,29.0,O,high-and-wide-left,wrist,8478971.0,18.0,10.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1627,60.0,MTL,0.0,8482964.0,,,5,5,5v5,8475760.0,8480434.0,8481711.0,8478474.0,8482655.0,,8480018.0,8481540.0,8476469.0,8480887.0,8482964.0,,Nick Bjugstad,Sean Durzi,Matias Maccelli,Lawson Crouse,J.J. Moser,,Nick Suzuki,Cole Caufield,Joel Armia,Jordan Harris,Arber Xhekaj,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,07:13,12:47,right,blocked-shot,369,2,REG,77.0,4.0,D,,,,18.0,10.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1633,23.0,ARI,1.0,8482964.0,8482655.0,,5,5,5v5,8475760.0,8480434.0,8481711.0,8478474.0,8482655.0,,8480018.0,8481540.0,8476469.0,8480887.0,8482964.0,,Nick Bjugstad,Sean Durzi,Matias Maccelli,Lawson Crouse,J.J. Moser,,Nick Suzuki,Cole Caufield,Joel Armia,Jordan Harris,Arber Xhekaj,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,07:26,12:34,right,hit,371,2,REG,-77.0,-38.0,D,,,,18.0,10.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1646,177.0,MTL,0.0,8482964.0,8475760.0,,5,5,5v5,8477384.0,8475760.0,8479442.0,8481711.0,8478474.0,,8480018.0,8481540.0,8476469.0,8480887.0,8482964.0,,Josh Brown,Nick Bjugstad,Troy Stecher,Matias Maccelli,Lawson Crouse,,Nick Suzuki,Cole Caufield,Joel Armia,Jordan Harris,Arber Xhekaj,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,07:32,12:28,right,hit,374,2,REG,-41.0,39.0,O,,,,18.0,10.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1652,141.0,ARI,1.0,8478474.0,8480018.0,,5,5,5v5,8477384.0,8479442.0,8481711.0,8478474.0,8483431.0,,8480018.0,8481540.0,8476469.0,8480887.0,8482964.0,,Josh Brown,Troy Stecher,Matias Maccelli,Lawson Crouse,Logan Cooley,,Nick Suzuki,Cole Caufield,Joel Armia,Jordan Harris,Arber Xhekaj,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,08:01,11:59,right,hit,380,2,REG,16.0,-40.0,N,,,,18.0,10.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1681,84.0,MTL,0.0,8477497.0,8483431.0,,5,5,5v5,8477384.0,8477070.0,8479442.0,8479619.0,8483431.0,,8475848.0,8480192.0,8480887.0,8476871.0,8477497.0,,Josh Brown,Liam O'Brien,Troy Stecher,Michael Carcone,Logan Cooley,,Brendan Gallagher,Johnathan Kovacevic,Jordan Harris,Tanner Pearson,Sean Monahan,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,08:24,11:36,right,missed-shot,383,2,REG,0.0,21.0,N,wide-left,wrist,8478971.0,18.0,10.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1704,100.0,MTL,0.0,8476871.0,,,5,5,5v5,8476856.0,8478408.0,8477070.0,8479619.0,8483431.0,,8475848.0,8480192.0,8480887.0,8476871.0,8477497.0,,Matt Dumba,Travis Dermott,Liam O'Brien,Michael Carcone,Logan Cooley,,Brendan Gallagher,Johnathan Kovacevic,Jordan Harris,Tanner Pearson,Sean Monahan,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,08:28,11:32,right,stoppage,385,2,REG,,,,puck-frozen,,,18.0,10.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1708,,,,,,,5,5,5v5,8477951.0,8479343.0,8476856.0,8480849.0,8478408.0,,8476875.0,8475848.0,8482111.0,8476871.0,8477497.0,,Nick Schmaltz,Clayton Keller,Matt Dumba,Barrett Hayton,Travis Dermott,,Mike Matheson,Brendan Gallagher,Justin Barron,Tanner Pearson,Sean Monahan,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,08:28,11:32,right,faceoff,388,2,REG,69.0,22.0,O,,,,18.0,10.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1708,31.0,MTL,0.0,8477497.0,8480849.0,,5,5,5v5,8477951.0,8479343.0,8476856.0,8480849.0,8478408.0,,8476875.0,8475848.0,8482111.0,8476871.0,8477497.0,,Nick Schmaltz,Clayton Keller,Matt Dumba,Barrett Hayton,Travis Dermott,,Mike Matheson,Brendan Gallagher,Justin Barron,Tanner Pearson,Sean Monahan,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,08:33,11:27,right,shot-on-goal,389,2,REG,85.0,10.0,O,,tip-in,8478971.0,19.0,10.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1713,15.0,MTL,0.0,8477497.0,,,5,5,5v5,8477951.0,8479343.0,8476856.0,8480849.0,8478408.0,,8476875.0,8475848.0,8482111.0,8476871.0,8477497.0,,Nick Schmaltz,Clayton Keller,Matt Dumba,Barrett Hayton,Travis Dermott,,Mike Matheson,Brendan Gallagher,Justin Barron,Tanner Pearson,Sean Monahan,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,08:34,11:26,right,shot-on-goal,390,2,REG,78.0,-3.0,D,,backhand,8474596.0,19.0,11.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1714,22.0,ARI,1.0,8476856.0,,,5,5,5v5,8477951.0,8479343.0,8476856.0,8480849.0,8478408.0,,8476875.0,8475848.0,8482111.0,8476871.0,8477497.0,,Nick Schmaltz,Clayton Keller,Matt Dumba,Barrett Hayton,Travis Dermott,,Mike Matheson,Brendan Gallagher,Justin Barron,Tanner Pearson,Sean Monahan,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,08:56,11:04,right,shot-on-goal,392,2,REG,-77.0,-6.0,O,,wrist,8474596.0,19.0,12.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1736,177.0,ARI,1.0,8477951.0,,,5,5,5v5,8477951.0,8479343.0,8476856.0,8480849.0,8482655.0,,8476875.0,8475848.0,8482111.0,8476871.0,8477497.0,,Nick Schmaltz,Clayton Keller,Matt Dumba,Barrett Hayton,J.J. Moser,,Mike Matheson,Brendan Gallagher,Justin Barron,Tanner Pearson,Sean Monahan,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,08:58,11:02,right,shot-on-goal,393,2,REG,-79.0,0.0,O,,wrist,8474596.0,19.0,13.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1738,179.0,ARI,1.0,8479343.0,,,5,5,5v5,8477951.0,8479343.0,8476856.0,8480849.0,8482655.0,,8476875.0,8475848.0,8482111.0,8476871.0,8477497.0,,Nick Schmaltz,Clayton Keller,Matt Dumba,Barrett Hayton,J.J. Moser,,Mike Matheson,Brendan Gallagher,Justin Barron,Tanner Pearson,Sean Monahan,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,08:59,11:01,right,shot-on-goal,394,2,REG,-82.0,-1.0,O,,deflected,8474596.0,19.0,14.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1739,182.0,ARI,1.0,8476856.0,,,5,5,5v5,8477951.0,8479343.0,8476856.0,8480849.0,8482655.0,,8476875.0,8475848.0,8482111.0,8476871.0,8477497.0,,Nick Schmaltz,Clayton Keller,Matt Dumba,Barrett Hayton,J.J. Moser,,Mike Matheson,Brendan Gallagher,Justin Barron,Tanner Pearson,Sean Monahan,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,09:01,10:59,right,stoppage,395,2,REG,,,,goalie-stopped-after-sog,,,19.0,14.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1741,,,,,,,5,5,5v5,8477021.0,8480855.0,8480434.0,8482655.0,8483431.0,,8482087.0,8476469.0,8480887.0,8481058.0,8478133.0,,Alex Kerfoot,Jack McBain,Sean Durzi,J.J. Moser,Logan Cooley,,Kaiden Guhle,Joel Armia,Jordan Harris,Jesse Ylönen,Jake Evans,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,09:01,10:59,right,faceoff,398,2,REG,-69.0,22.0,D,,,,19.0,14.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1741,169.0,MTL,0.0,8478133.0,8477021.0,,5,5,5v5,8477021.0,8480855.0,8480434.0,8482655.0,8483431.0,,8482087.0,8476469.0,8480887.0,8481058.0,8478133.0,,Alex Kerfoot,Jack McBain,Sean Durzi,J.J. Moser,Logan Cooley,,Kaiden Guhle,Joel Armia,Jordan Harris,Jesse Ylönen,Jake Evans,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,09:30,10:30,right,missed-shot,399,2,REG,-53.0,-10.0,O,wide-right,slap,8474596.0,19.0,14.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1770,153.0,ARI,1.0,8477021.0,,,5,5,5v5,8477021.0,8480855.0,8480434.0,8482655.0,8483431.0,,8482087.0,8476469.0,8480887.0,8481058.0,8478133.0,,Alex Kerfoot,Jack McBain,Sean Durzi,J.J. Moser,Logan Cooley,,Kaiden Guhle,Joel Armia,Jordan Harris,Jesse Ylönen,Jake Evans,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,09:38,10:22,right,hit,400,2,REG,-40.0,39.0,O,,,,19.0,14.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1778,140.0,ARI,1.0,8480855.0,8482087.0,,5,5,5v5,8477021.0,8480855.0,8480434.0,8482655.0,8483431.0,,8482087.0,8476469.0,8480887.0,8481058.0,8478133.0,,Alex Kerfoot,Jack McBain,Sean Durzi,J.J. Moser,Logan Cooley,,Kaiden Guhle,Joel Armia,Jordan Harris,Jesse Ylönen,Jake Evans,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,09:46,10:14,right,shot-on-goal,401,2,REG,58.0,-24.0,O,,wrist,8478971.0,20.0,14.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1786,42.0,MTL,0.0,8478133.0,,,5,5,5v5,8477021.0,8480855.0,8480434.0,8482655.0,8483431.0,,8482087.0,8476469.0,8480887.0,8481058.0,8478133.0,,Alex Kerfoot,Jack McBain,Sean Durzi,J.J. Moser,Logan Cooley,,Kaiden Guhle,Joel Armia,Jordan Harris,Jesse Ylönen,Jake Evans,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,09:52,10:08,right,hit,402,2,REG,17.0,39.0,N,,,,20.0,14.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1792,83.0,MTL,0.0,8478133.0,8480855.0,,5,5,5v5,8477021.0,8480855.0,8480434.0,8482655.0,8483431.0,,8482087.0,8476469.0,8480887.0,8481058.0,8478133.0,,Alex Kerfoot,Jack McBain,Sean Durzi,J.J. Moser,Logan Cooley,,Kaiden Guhle,Joel Armia,Jordan Harris,Jesse Ylönen,Jake Evans,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,09:53,10:07,right,hit,403,2,REG,54.0,38.0,D,,,,20.0,14.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1793,46.0,ARI,1.0,8480855.0,8481058.0,,5,5,5v5,8477021.0,8480855.0,8480434.0,8482655.0,8483431.0,,8482087.0,8476469.0,8480887.0,8481058.0,8478133.0,,Alex Kerfoot,Jack McBain,Sean Durzi,J.J. Moser,Logan Cooley,,Kaiden Guhle,Joel Armia,Jordan Harris,Jesse Ylönen,Jake Evans,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,10:13,09:47,right,missed-shot,411,2,REG,-79.0,-21.0,O,wide-left,slap,8474596.0,20.0,14.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1813,179.0,ARI,1.0,8477951.0,,,5,5,5v5,8479976.0,8477951.0,8479343.0,8480849.0,8479442.0,,8481618.0,8476981.0,8483515.0,8482087.0,8480887.0,,Juuso Valimaki,Nick Schmaltz,Clayton Keller,Barrett Hayton,Troy Stecher,,Alex Newhook,Josh Anderson,Juraj Slafkovsky,Kaiden Guhle,Jordan Harris,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,10:21,09:39,right,shot-on-goal,412,2,REG,-69.0,-17.0,O,,snap,8474596.0,20.0,15.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1821,169.0,ARI,1.0,8479343.0,,,5,5,5v5,8479976.0,8477951.0,8479343.0,8480849.0,8479442.0,,8481618.0,8476981.0,8483515.0,8482087.0,8480887.0,,Juuso Valimaki,Nick Schmaltz,Clayton Keller,Barrett Hayton,Troy Stecher,,Alex Newhook,Josh Anderson,Juraj Slafkovsky,Kaiden Guhle,Jordan Harris,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,10:56,09:04,right,shot-on-goal,415,2,REG,-64.0,-14.0,O,,wrist,8474596.0,20.0,16.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1856,164.0,ARI,1.0,8479343.0,,,5,5,5v5,8477951.0,8479343.0,8476856.0,8480849.0,8478408.0,,8481618.0,8476981.0,8483515.0,8482087.0,8480887.0,,Nick Schmaltz,Clayton Keller,Matt Dumba,Barrett Hayton,Travis Dermott,,Alex Newhook,Josh Anderson,Juraj Slafkovsky,Kaiden Guhle,Jordan Harris,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,10:58,09:02,right,stoppage,416,2,REG,,,,goalie-stopped-after-sog,,,20.0,16.0,,,,1.0,1.0,tv-timeout,2023020153,20232024,2023-11-02,2,Mullett Arena,1858,,,,,,,5,5,5v5,8475760.0,8480434.0,8481711.0,8478474.0,8482655.0,,8476875.0,8480018.0,8481540.0,8480192.0,8481058.0,,Nick Bjugstad,Sean Durzi,Matias Maccelli,Lawson Crouse,J.J. Moser,,Mike Matheson,Nick Suzuki,Cole Caufield,Johnathan Kovacevic,Jesse Ylönen,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,10:58,09:02,right,faceoff,419,2,REG,-69.0,-22.0,D,,,,20.0,16.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1858,169.0,MTL,0.0,8480018.0,8478474.0,,5,5,5v5,8475760.0,8480434.0,8481711.0,8478474.0,8482655.0,,8476875.0,8480018.0,8481540.0,8480192.0,8481058.0,,Nick Bjugstad,Sean Durzi,Matias Maccelli,Lawson Crouse,J.J. Moser,,Mike Matheson,Nick Suzuki,Cole Caufield,Johnathan Kovacevic,Jesse Ylönen,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,11:05,08:55,right,faceoff,421,2,REG,-69.0,22.0,D,,,,20.0,16.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1865,169.0,MTL,0.0,8480018.0,8475760.0,,5,5,5v5,8475760.0,8480434.0,8481711.0,8478474.0,8482655.0,,8476875.0,8480018.0,8481540.0,8480192.0,8481058.0,,Nick Bjugstad,Sean Durzi,Matias Maccelli,Lawson Crouse,J.J. Moser,,Mike Matheson,Nick Suzuki,Cole Caufield,Johnathan Kovacevic,Jesse Ylönen,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,11:05,08:55,right,stoppage,420,2,REG,,,,icing,,,20.0,16.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1865,,,,,,,5,5,5v5,8475760.0,8480434.0,8481711.0,8478474.0,8482655.0,,8476875.0,8480018.0,8481540.0,8480192.0,8481058.0,,Nick Bjugstad,Sean Durzi,Matias Maccelli,Lawson Crouse,J.J. Moser,,Mike Matheson,Nick Suzuki,Cole Caufield,Johnathan Kovacevic,Jesse Ylönen,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,11:07,08:53,right,shot-on-goal,422,2,REG,-82.0,0.0,O,,wrist,8474596.0,20.0,17.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1867,182.0,ARI,1.0,8478474.0,,,5,5,5v5,8475760.0,8480434.0,8481711.0,8478474.0,8482655.0,,8476875.0,8480018.0,8481540.0,8480192.0,8481058.0,,Nick Bjugstad,Sean Durzi,Matias Maccelli,Lawson Crouse,J.J. Moser,,Mike Matheson,Nick Suzuki,Cole Caufield,Johnathan Kovacevic,Jesse Ylönen,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,11:54,08:06,right,hit,429,2,REG,82.0,39.0,D,,,,20.0,17.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1914,18.0,ARI,1.0,8476856.0,8480018.0,,5,5,5v5,8476856.0,8478408.0,8479619.0,8478474.0,8483431.0,,8476875.0,8475848.0,8480018.0,8481540.0,8480887.0,,Matt Dumba,Travis Dermott,Michael Carcone,Lawson Crouse,Logan Cooley,,Mike Matheson,Brendan Gallagher,Nick Suzuki,Cole Caufield,Jordan Harris,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,12:01,07:59,right,stoppage,430,2,REG,,,,offside,,,20.0,17.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1921,,,,,,,5,5,5v5,8476856.0,8478408.0,8477070.0,8479619.0,8483431.0,,8475848.0,8480887.0,8476871.0,8482964.0,8477497.0,,Matt Dumba,Travis Dermott,Liam O'Brien,Michael Carcone,Logan Cooley,,Brendan Gallagher,Jordan Harris,Tanner Pearson,Arber Xhekaj,Sean Monahan,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,12:01,07:59,right,faceoff,433,2,REG,20.0,22.0,N,,,,20.0,17.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1921,80.0,MTL,0.0,8477497.0,8483431.0,,5,5,5v5,8476856.0,8478408.0,8477070.0,8479619.0,8483431.0,,8475848.0,8480887.0,8476871.0,8482964.0,8477497.0,,Matt Dumba,Travis Dermott,Liam O'Brien,Michael Carcone,Logan Cooley,,Brendan Gallagher,Jordan Harris,Tanner Pearson,Arber Xhekaj,Sean Monahan,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,12:07,07:53,right,delayed-penalty,434,2,REG,,,,,,,20.0,17.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1927,,ARI,1.0,,,,5,5,5v5,8476856.0,8478408.0,8477070.0,8479619.0,8483431.0,,8475848.0,8480887.0,8476871.0,8482964.0,8477497.0,,Matt Dumba,Travis Dermott,Liam O'Brien,Michael Carcone,Logan Cooley,,Brendan Gallagher,Jordan Harris,Tanner Pearson,Arber Xhekaj,Sean Monahan,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,12:18,07:42,right,penalty,436,2,REG,22.0,23.0,N,,,,20.0,17.0,MIN,high-sticking,2.0,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1938,78.0,ARI,1.0,8479619.0,8475848.0,,4,5,4v5,8477021.0,8475760.0,8476856.0,8478408.0,,,8476875.0,8480018.0,8476981.0,8481540.0,8477497.0,,Alex Kerfoot,Nick Bjugstad,Matt Dumba,Travis Dermott,,,Mike Matheson,Nick Suzuki,Josh Anderson,Cole Caufield,Sean Monahan,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,12:18,07:42,right,faceoff,440,2,REG,69.0,22.0,O,,,,20.0,17.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1938,31.0,MTL,0.0,8477497.0,8475760.0,,4,5,5v4,8477021.0,8475760.0,8476856.0,8478408.0,,,8476875.0,8480018.0,8476981.0,8481540.0,8477497.0,,Alex Kerfoot,Nick Bjugstad,Matt Dumba,Travis Dermott,,,Mike Matheson,Nick Suzuki,Josh Anderson,Cole Caufield,Sean Monahan,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,12:25,07:35,right,hit,441,2,REG,42.0,41.0,D,,,,20.0,17.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1945,58.0,ARI,1.0,8476856.0,8481540.0,,4,5,4v5,8477021.0,8475760.0,8476856.0,8478408.0,,,8476875.0,8480018.0,8476981.0,8481540.0,8477497.0,,Alex Kerfoot,Nick Bjugstad,Matt Dumba,Travis Dermott,,,Mike Matheson,Nick Suzuki,Josh Anderson,Cole Caufield,Sean Monahan,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,12:27,07:33,right,takeaway,442,2,REG,31.0,35.0,D,,,,20.0,17.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,1947,69.0,ARI,1.0,8477021.0,,,4,5,4v5,8477021.0,8475760.0,8476856.0,8478408.0,,,8476875.0,8480018.0,8476981.0,8481540.0,8477497.0,,Alex Kerfoot,Nick Bjugstad,Matt Dumba,Travis Dermott,,,Mike Matheson,Nick Suzuki,Josh Anderson,Cole Caufield,Sean Monahan,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,13:38,06:22,right,giveaway,451,2,REG,37.0,15.0,O,,,,20.0,17.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,2018,63.0,MTL,0.0,8481618.0,,,4,5,5v4,8477021.0,8475760.0,8476856.0,8479442.0,,,8476875.0,8475848.0,8481618.0,8483515.0,8476871.0,,Alex Kerfoot,Nick Bjugstad,Matt Dumba,Troy Stecher,,,Mike Matheson,Brendan Gallagher,Alex Newhook,Juraj Slafkovsky,Tanner Pearson,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,14:04,05:56,right,stoppage,454,2,REG,,,,puck-in-crowd,,,20.0,17.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,2044,,,,,,,4,5,4v5,8477384.0,8479343.0,8480849.0,8482655.0,,,8475848.0,8481618.0,8482087.0,8482111.0,8476871.0,,Josh Brown,Clayton Keller,Barrett Hayton,J.J. Moser,,,Brendan Gallagher,Alex Newhook,Kaiden Guhle,Justin Barron,Tanner Pearson,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,14:04,05:56,right,faceoff,457,2,REG,69.0,-22.0,O,,,,20.0,17.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,2044,31.0,MTL,0.0,8481618.0,8480849.0,,4,5,5v4,8477384.0,8479343.0,8480849.0,8482655.0,,,8475848.0,8481618.0,8482087.0,8482111.0,8476871.0,,Josh Brown,Clayton Keller,Barrett Hayton,J.J. Moser,,,Brendan Gallagher,Alex Newhook,Kaiden Guhle,Justin Barron,Tanner Pearson,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,14:09,05:51,right,blocked-shot,458,2,REG,72.0,14.0,D,,,,20.0,17.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,2049,28.0,ARI,1.0,8482087.0,8482655.0,,4,5,4v5,8477384.0,8479343.0,8480849.0,8482655.0,,,8475848.0,8481618.0,8482087.0,8482111.0,8476871.0,,Josh Brown,Clayton Keller,Barrett Hayton,J.J. Moser,,,Brendan Gallagher,Alex Newhook,Kaiden Guhle,Justin Barron,Tanner Pearson,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,14:18,05:42,right,missed-shot,460,2,REG,71.0,0.0,O,wide-right,tip-in,8478971.0,20.0,17.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,2058,29.0,MTL,0.0,8476871.0,,,5,5,5v5,8477384.0,8479343.0,8480849.0,8479619.0,8482655.0,,8475848.0,8481618.0,8482087.0,8482111.0,8476871.0,,Josh Brown,Clayton Keller,Barrett Hayton,Michael Carcone,J.J. Moser,,Brendan Gallagher,Alex Newhook,Kaiden Guhle,Justin Barron,Tanner Pearson,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,14:19,05:41,right,missed-shot,461,2,REG,87.0,-7.0,O,wide-right,wrist,8478971.0,20.0,17.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,2059,13.0,MTL,0.0,8475848.0,,,5,5,5v5,8477384.0,8479343.0,8480849.0,8479619.0,8482655.0,,8475848.0,8481618.0,8482087.0,8482111.0,8476871.0,,Josh Brown,Clayton Keller,Barrett Hayton,Michael Carcone,J.J. Moser,,Brendan Gallagher,Alex Newhook,Kaiden Guhle,Justin Barron,Tanner Pearson,,8478971.0,8474596.0,Connor Ingram,Jake Allen
2,14:20,05:40,right,shot-on-goal,462,2,REG,91.0,-5.0,O,,wrist,8478971.0,21.0,17.0,,,,1.0,1.0,,2023020153,20232024,2023-11-02,2,Mullett Arena,2060,9.0,MTL,0.0,8475848.0,,,5,5,5v5,8477384.0,8479343.0,8480849.0,8479619.0,8482655.0,,8475848.0,8481618.0,8482087.0,8482111.0,8476871.0,,Josh Brown,Clayton Keller,Barrett Hayton,Michael Carcone,J.J. Moser,,Brendan Gallagher,Alex Newhook,Kaiden Guhle,Justin Barron,Tanner Pearson,,8478971.0,8474596.0,Connor Ingram,Jake Allen
