period,timeInPeriod,timeRemaining,homeTeamDefendingSide,event,sortOrder,periodDescriptor_number,periodType,xCoord,yCoord,zoneCode,reason,shotType,goalieInNetId,awaySOG,homeSOG,typeCode,descKey,duration,secondaryReason,awayScore,homeScore,gameId,seasonId,gameDate,gameType,venue,elapsedTime,eventTeam,is_home,event_player1_Id,event_player2_Id,event_player3_Id,home_skaters,away_skaters,game_strength,home_skater_id1,home_skater_id2,home_skater_id3,home_skater_id4,home_skater_id5,home_skater_id6,away_skater_id1,away_skater_id2,away_skater_id3,away_skater_id4,away_skater_id5,away_skater_id6,home_skater_fullName1,home_skater_fullName2,home_skater_fullName3,home_skater_fullName4,home_skater_fullName5,home_skater_fullName6,away_skater_fullName1,away_skater_fullName2,away_skater_fullName3,away_skater_fullName4,away_skater_fullName5,away_skater_fullName6,home_goalie_id,away_goalie_id,home_goalie_fullName,away_goalie_fullName,normalized_xCoord,normalized_yCoord
3,09:51,10:09,right,shot-on-goal,621,3,REG,-41.0,-17.0,O,,wrist,8475852.0,23.0,28.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,2991,MTL,1.0,8482087.0,,,5,5,5v5,8482087.0,8480192.0,8481093.0,8481058.0,8478133.0,,8482117.0,8482176.0,8481568.0,8476960.0,8474870.0,,Kaiden Guhle,Johnathan Kovacevic,Rafael Harvey-Pinard,Jesse Ylönen,Jake Evans,,Lukas Reichel,Wyatt Kaiser,Alex Vlasic,Andreas Athanasiou,Tyler Johnson,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,41.0,17.0
3,10:19,09:41,right,hit,628,3,REG,14.0,-39.0,N,,,,23.0,28.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3019,MTL,1.0,8480192.0,8477450.0,,5,5,5v5,8483515.0,8482087.0,8480192.0,8481093.0,8477497.0,,8476473.0,8477450.0,8473422.0,8475797.0,8470621.0,,Juraj Slafkovsky,Kaiden Guhle,Johnathan Kovacevic,Rafael Harvey-Pinard,Sean Monahan,,Connor Murphy,Jason Dickinson,Nick Foligno,Jarred Tinordi,Corey Perry,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,-14.0,39.0
3,10:42,09:18,right,hit,631,3,REG,14.0,-39.0,N,,,,23.0,28.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3042,MTL,1.0,8482964.0,8473422.0,,5,5,5v5,8481618.0,8483515.0,8480192.0,8482964.0,8477497.0,,8476473.0,8477450.0,8473422.0,8475797.0,8470621.0,,Alex Newhook,Juraj Slafkovsky,Johnathan Kovacevic,Arber Xhekaj,Sean Monahan,,Connor Murphy,Jason Dickinson,Nick Foligno,Jarred Tinordi,Corey Perry,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,-14.0,39.0
3,10:45,09:15,right,giveaway,632,3,REG,56.0,-37.0,D,,,,23.0,28.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3045,MTL,1.0,8480192.0,,,5,5,5v5,8481618.0,8483515.0,8480192.0,8482964.0,8477497.0,,8476473.0,8477450.0,8473422.0,8475797.0,8470621.0,,Alex Newhook,Juraj Slafkovsky,Johnathan Kovacevic,Arber Xhekaj,Sean Monahan,,Connor Murphy,Jason Dickinson,Nick Foligno,Jarred Tinordi,Corey Perry,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,-56.0,37.0
3,11:26,08:34,right,shot-on-goal,641,3,REG,-67.0,-21.0,O,,wrist,8475852.0,23.0,29.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3086,MTL,1.0,8481540.0,,,5,5,5v5,8480018.0,8476981.0,8481540.0,8480887.0,8475233.0,,8476473.0,8479383.0,8475797.0,8481147.0,8480252.0,,Nick Suzuki,Josh Anderson,Cole Caufield,Jordan Harris,David Savard,,Connor Murphy,Boris Katchouk,Jarred Tinordi,Reese Johnson,Cole Guttman,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,67.0,21.0
3,11:54,08:06,right,shot-on-goal,649,3,REG,46.0,-21.0,O,,wrist,8478470.0,24.0,29.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3114,CHI,0.0,8479390.0,,,5,5,5v5,8475848.0,8481618.0,8480887.0,8475233.0,8476871.0,,8477495.0,8477987.0,8479390.0,8483466.0,8484144.0,,Brendan Gallagher,Alex Newhook,Jordan Harris,David Savard,Tanner Pearson,,Seth Jones,Ryan Donato,Taylor Raddysh,Kevin Korchinski,Connor Bedard,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,46.0,-21.0
3,12:15,07:45,right,blocked-shot,652,3,REG,-79.0,6.0,D,,,,24.0,29.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3135,CHI,0.0,8481618.0,8477495.0,,5,5,5v5,8476875.0,8475848.0,8481618.0,8480192.0,8476871.0,,8477495.0,8477987.0,8479390.0,8483466.0,8484144.0,,Mike Matheson,Brendan Gallagher,Alex Newhook,Johnathan Kovacevic,Tanner Pearson,,Seth Jones,Ryan Donato,Taylor Raddysh,Kevin Korchinski,Connor Bedard,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,-79.0,6.0
3,12:26,07:34,right,blocked-shot,654,3,REG,78.0,10.0,D,,,,24.0,29.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3146,MTL,1.0,8477987.0,8476875.0,,5,5,5v5,8476875.0,8475848.0,8481618.0,8480192.0,8476871.0,,8477495.0,8477987.0,8483466.0,8476960.0,8484144.0,,Mike Matheson,Brendan Gallagher,Alex Newhook,Johnathan Kovacevic,Tanner Pearson,,Seth Jones,Ryan Donato,Kevin Korchinski,Andreas Athanasiou,Connor Bedard,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,-78.0,-10.0
3,13:40,06:20,right,shot-on-goal,664,3,REG,-69.0,13.0,O,,deflected,8475852.0,24.0,30.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3220,MTL,1.0,8481540.0,,,5,5,5v5,8481540.0,8481093.0,8480887.0,8478133.0,8482964.0,,8482117.0,8482176.0,8481568.0,8476960.0,8474870.0,,Cole Caufield,Rafael Harvey-Pinard,Jordan Harris,Jake Evans,Arber Xhekaj,,Lukas Reichel,Wyatt Kaiser,Alex Vlasic,Andreas Athanasiou,Tyler Johnson,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,69.0,-13.0
3,13:56,06:04,right,shot-on-goal,670,3,REG,59.0,-6.0,O,,slap,8478470.0,25.0,30.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3236,CHI,0.0,8470621.0,,,5,5,5v5,8480018.0,8476981.0,8481540.0,8480887.0,8482964.0,,8476473.0,8477450.0,8473422.0,8481568.0,8470621.0,,Nick Suzuki,Josh Anderson,Cole Caufield,Jordan Harris,Arber Xhekaj,,Connor Murphy,Jason Dickinson,Nick Foligno,Alex Vlasic,Corey Perry,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,59.0,-6.0
3,13:58,06:02,right,stoppage,671,3,REG,,,,goalie-stopped-after-sog,,,25.0,30.0,,,,tv-timeout,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3238,,,,,,5,5,5v5,8481618.0,8483515.0,8482087.0,8480192.0,8477497.0,,8477495.0,8477450.0,8473422.0,8483466.0,8470621.0,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,Johnathan Kovacevic,Sean Monahan,,Seth Jones,Jason Dickinson,Nick Foligno,Kevin Korchinski,Corey Perry,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,,
3,13:58,06:02,right,faceoff,674,3,REG,69.0,-22.0,D,,,,25.0,30.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3238,MTL,1.0,8477497.0,8477450.0,,5,5,5v5,8481618.0,8483515.0,8482087.0,8480192.0,8477497.0,,8477495.0,8477450.0,8473422.0,8483466.0,8470621.0,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,Johnathan Kovacevic,Sean Monahan,,Seth Jones,Jason Dickinson,Nick Foligno,Kevin Korchinski,Corey Perry,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,-69.0,22.0
3,14:01,05:59,right,missed-shot,675,3,REG,35.0,-27.0,O,wide-right,slap,8478470.0,25.0,30.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3241,CHI,0.0,8477495.0,,,5,5,5v5,8481618.0,8483515.0,8482087.0,8480192.0,8477497.0,,8477495.0,8477450.0,8473422.0,8483466.0,8470621.0,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,Johnathan Kovacevic,Sean Monahan,,Seth Jones,Jason Dickinson,Nick Foligno,Kevin Korchinski,Corey Perry,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,35.0,-27.0
3,14:03,05:57,right,stoppage,676,3,REG,,,,goalie-stopped-after-sog,,,25.0,30.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3243,,,,,,5,5,5v5,8481618.0,8483515.0,8482087.0,8480192.0,8477497.0,,8477495.0,8477450.0,8473422.0,8483466.0,8470621.0,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,Johnathan Kovacevic,Sean Monahan,,Seth Jones,Jason Dickinson,Nick Foligno,Kevin Korchinski,Corey Perry,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,,
3,14:03,05:57,right,faceoff,677,3,REG,69.0,-22.0,D,,,,25.0,30.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3243,MTL,1.0,8477497.0,8477450.0,,5,5,5v5,8481618.0,8483515.0,8482087.0,8480192.0,8477497.0,,8477495.0,8477450.0,8473422.0,8483466.0,8470621.0,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,Johnathan Kovacevic,Sean Monahan,,Seth Jones,Jason Dickinson,Nick Foligno,Kevin Korchinski,Corey Perry,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,-69.0,22.0
3,14:14,05:46,right,giveaway,678,3,REG,-34.0,41.0,D,,,,25.0,30.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3254,CHI,0.0,8483466.0,,,5,5,5v5,8481618.0,8483515.0,8482087.0,8480192.0,8477497.0,,8477495.0,8477450.0,8473422.0,8483466.0,8470621.0,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,Johnathan Kovacevic,Sean Monahan,,Seth Jones,Jason Dickinson,Nick Foligno,Kevin Korchinski,Corey Perry,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,-34.0,41.0
3,14:32,05:28,right,giveaway,679,3,REG,85.0,32.0,D,,,,25.0,30.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3272,MTL,1.0,8480192.0,,,5,5,5v5,8481618.0,8483515.0,8482087.0,8480192.0,8477497.0,,8477495.0,8477450.0,8473422.0,8483466.0,8470621.0,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,Johnathan Kovacevic,Sean Monahan,,Seth Jones,Jason Dickinson,Nick Foligno,Kevin Korchinski,Corey Perry,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,-85.0,-32.0
3,14:47,05:13,right,hit,680,3,REG,78.0,-39.0,O,,,,25.0,30.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3287,CHI,0.0,8473422.0,8482087.0,,5,5,5v5,8481618.0,8483515.0,8482087.0,8480192.0,8477497.0,,8477495.0,8477450.0,8473422.0,8483466.0,8470621.0,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,Johnathan Kovacevic,Sean Monahan,,Seth Jones,Jason Dickinson,Nick Foligno,Kevin Korchinski,Corey Perry,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,78.0,-39.0
3,14:52,05:08,right,stoppage,683,3,REG,,,,icing,,,25.0,30.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3292,,,,,,5,5,5v5,8481618.0,8483515.0,8482087.0,8480192.0,8477497.0,,8477987.0,8479390.0,8482176.0,8481568.0,8484144.0,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,Johnathan Kovacevic,Sean Monahan,,Ryan Donato,Taylor Raddysh,Wyatt Kaiser,Alex Vlasic,Connor Bedard,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,,
3,14:52,05:08,right,faceoff,685,3,REG,69.0,-22.0,D,,,,25.0,30.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3292,MTL,1.0,8477497.0,8484144.0,,5,5,5v5,8481618.0,8483515.0,8482087.0,8480192.0,8477497.0,,8477987.0,8479390.0,8482176.0,8481568.0,8484144.0,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,Johnathan Kovacevic,Sean Monahan,,Ryan Donato,Taylor Raddysh,Wyatt Kaiser,Alex Vlasic,Connor Bedard,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,-69.0,22.0
3,15:00,05:00,right,shot-on-goal,687,3,REG,93.0,-23.0,D,,wrist,8475852.0,25.0,31.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3300,MTL,1.0,8482087.0,,,5,5,5v5,8476875.0,8483515.0,8482087.0,8481093.0,8475233.0,,8477987.0,8479390.0,8482176.0,8481568.0,8484144.0,,Mike Matheson,Juraj Slafkovsky,Kaiden Guhle,Rafael Harvey-Pinard,David Savard,,Ryan Donato,Taylor Raddysh,Wyatt Kaiser,Alex Vlasic,Connor Bedard,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,-93.0,23.0
3,15:01,04:59,right,stoppage,688,3,REG,,,,goalie-stopped-after-sog,,,25.0,31.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3301,,,,,,5,5,5v5,8476875.0,8481093.0,8481058.0,8475233.0,8478133.0,,8477987.0,8479390.0,8482176.0,8481568.0,8484144.0,,Mike Matheson,Rafael Harvey-Pinard,Jesse Ylönen,David Savard,Jake Evans,,Ryan Donato,Taylor Raddysh,Wyatt Kaiser,Alex Vlasic,Connor Bedard,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,,
3,15:01,04:59,right,faceoff,690,3,REG,-69.0,22.0,D,,,,25.0,31.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3301,CHI,0.0,8484144.0,8478133.0,,5,5,5v5,8476875.0,8481093.0,8481058.0,8475233.0,8478133.0,,8477987.0,8479390.0,8482176.0,8481568.0,8484144.0,,Mike Matheson,Rafael Harvey-Pinard,Jesse Ylönen,David Savard,Jake Evans,,Ryan Donato,Taylor Raddysh,Wyatt Kaiser,Alex Vlasic,Connor Bedard,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,-69.0,22.0
3,15:05,04:55,right,missed-shot,691,3,REG,-66.0,31.0,O,wide-right,wrist,8475852.0,25.0,31.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3305,MTL,1.0,8478133.0,,,5,5,5v5,8476875.0,8481093.0,8481058.0,8475233.0,8478133.0,,8477987.0,8479390.0,8482176.0,8481568.0,8484144.0,,Mike Matheson,Rafael Harvey-Pinard,Jesse Ylönen,David Savard,Jake Evans,,Ryan Donato,Taylor Raddysh,Wyatt Kaiser,Alex Vlasic,Connor Bedard,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,66.0,-31.0
3,15:42,04:18,right,blocked-shot,695,3,REG,77.0,-14.0,D,,,,25.0,31.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3342,MTL,1.0,8479390.0,8476875.0,,5,5,5v5,8476875.0,8481058.0,8475233.0,8476871.0,8478133.0,,8477495.0,8477987.0,8479390.0,8483466.0,8484144.0,,Mike Matheson,Jesse Ylönen,David Savard,Tanner Pearson,Jake Evans,,Seth Jones,Ryan Donato,Taylor Raddysh,Kevin Korchinski,Connor Bedard,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,-77.0,14.0
3,15:51,04:09,right,shot-on-goal,697,3,REG,77.0,-34.0,O,,wrist,8478470.0,26.0,31.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3351,CHI,0.0,8477495.0,,,5,5,5v5,8476875.0,8481058.0,8475233.0,8476871.0,8477497.0,,8477495.0,8477987.0,8479390.0,8483466.0,8484144.0,,Mike Matheson,Jesse Ylönen,David Savard,Tanner Pearson,Sean Monahan,,Seth Jones,Ryan Donato,Taylor Raddysh,Kevin Korchinski,Connor Bedard,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,77.0,-34.0
3,16:34,03:26,right,takeaway,705,3,REG,10.0,-17.0,N,,,,26.0,31.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3394,MTL,1.0,8476871.0,,,5,5,5v5,8475848.0,8480887.0,8476871.0,8482964.0,8477497.0,,8476473.0,8482117.0,8483466.0,8476960.0,8474870.0,,Brendan Gallagher,Jordan Harris,Tanner Pearson,Arber Xhekaj,Sean Monahan,,Connor Murphy,Lukas Reichel,Kevin Korchinski,Andreas Athanasiou,Tyler Johnson,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,-10.0,17.0
3,16:57,03:03,right,hit,712,3,REG,-43.0,-39.0,D,,,,26.0,31.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3417,CHI,0.0,8476473.0,8476981.0,,5,5,5v5,8480018.0,8476981.0,8481540.0,8480887.0,8482964.0,,8476473.0,8477450.0,8473422.0,8481568.0,8470621.0,,Nick Suzuki,Josh Anderson,Cole Caufield,Jordan Harris,Arber Xhekaj,,Connor Murphy,Jason Dickinson,Nick Foligno,Alex Vlasic,Corey Perry,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,-43.0,-39.0
3,17:17,02:43,right,shot-on-goal,713,3,REG,41.0,27.0,D,,wrist,8475852.0,26.0,32.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3437,MTL,1.0,8482964.0,,,5,5,5v5,8480018.0,8476981.0,8481540.0,8480887.0,8482964.0,,8476473.0,8477450.0,8473422.0,8481568.0,8470621.0,,Nick Suzuki,Josh Anderson,Cole Caufield,Jordan Harris,Arber Xhekaj,,Connor Murphy,Jason Dickinson,Nick Foligno,Alex Vlasic,Corey Perry,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,-41.0,-27.0
3,17:23,02:37,right,stoppage,716,3,REG,,,,goalie-stopped-after-sog,,,26.0,32.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3443,,,,,,5,5,5v5,8481618.0,8483515.0,8482087.0,8480192.0,8478133.0,,8476473.0,8477987.0,8473422.0,8481568.0,8470621.0,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,Johnathan Kovacevic,Jake Evans,,Connor Murphy,Ryan Donato,Nick Foligno,Alex Vlasic,Corey Perry,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,,
3,17:23,02:37,right,faceoff,719,3,REG,-69.0,22.0,D,,,,26.0,32.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3443,CHI,0.0,8473422.0,8478133.0,,5,5,5v5,8481618.0,8483515.0,8482087.0,8480192.0,8478133.0,,8476473.0,8477987.0,8473422.0,8481568.0,8470621.0,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,Johnathan Kovacevic,Jake Evans,,Connor Murphy,Ryan Donato,Nick Foligno,Alex Vlasic,Corey Perry,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,-69.0,22.0
3,17:28,02:32,right,shot-on-goal,720,3,REG,-91.0,10.0,O,,wrist,8475852.0,26.0,33.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3448,MTL,1.0,8483515.0,,,5,5,5v5,8481618.0,8483515.0,8482087.0,8480192.0,8478133.0,,8476473.0,8477987.0,8473422.0,8481568.0,8470621.0,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,Johnathan Kovacevic,Jake Evans,,Connor Murphy,Ryan Donato,Nick Foligno,Alex Vlasic,Corey Perry,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,91.0,-10.0
3,18:00,02:00,right,shot-on-goal,726,3,REG,80.0,11.0,O,,wrist,8478470.0,27.0,33.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3480,CHI,0.0,8484144.0,,,5,6,6v5,8481618.0,8483515.0,8482087.0,8480192.0,8478133.0,,8477495.0,8477987.0,8479390.0,8476960.0,8474870.0,8484144.0,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,Johnathan Kovacevic,Jake Evans,,Seth Jones,Ryan Donato,Taylor Raddysh,Andreas Athanasiou,Tyler Johnson,Connor Bedard,8478470.0,,Sam Montembeault,,80.0,11.0
3,18:02,01:58,right,stoppage,727,3,REG,,,,goalie-stopped-after-sog,,,27.0,33.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3482,,,,,,5,6,5v6,8476875.0,8480018.0,8481093.0,8475233.0,8478133.0,,8477495.0,8477987.0,8476960.0,8474870.0,8470621.0,8484144.0,Mike Matheson,Nick Suzuki,Rafael Harvey-Pinard,David Savard,Jake Evans,,Seth Jones,Ryan Donato,Andreas Athanasiou,Tyler Johnson,Corey Perry,Connor Bedard,8478470.0,,Sam Montembeault,,,
3,18:02,01:58,right,faceoff,730,3,REG,69.0,22.0,D,,,,27.0,33.0,,,,,1.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3482,MTL,1.0,8478133.0,8477987.0,,5,6,5v6,8476875.0,8480018.0,8481093.0,8475233.0,8478133.0,,8477495.0,8477987.0,8476960.0,8474870.0,8470621.0,8484144.0,Mike Matheson,Nick Suzuki,Rafael Harvey-Pinard,David Savard,Jake Evans,,Seth Jones,Ryan Donato,Andreas Athanasiou,Tyler Johnson,Corey Perry,Connor Bedard,8478470.0,,Sam Montembeault,,-69.0,-22.0
3,18:39,01:21,right,faceoff,734,3,REG,0.0,0.0,N,,,,27.0,33.0,,,,,2.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3519,MTL,1.0,8477497.0,8477450.0,,5,5,5v5,8476875.0,8481058.0,8475233.0,8476871.0,8477497.0,,8477495.0,8479390.0,8477450.0,8473422.0,8481568.0,,Mike Matheson,Jesse Ylönen,David Savard,Tanner Pearson,Sean Monahan,,Seth Jones,Taylor Raddysh,Jason Dickinson,Nick Foligno,Alex Vlasic,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,-0.0,0.0
3,18:39,01:21,right,goal,731,3,REG,85.0,8.0,O,,wrist,8478470.0,27.0,33.0,,,,,2.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3519,CHI,0.0,8474870.0,8470621.0,8484144.0,5,5,5v5,8476875.0,8481058.0,8475233.0,8476871.0,8477497.0,,8477495.0,8479390.0,8477450.0,8473422.0,8481568.0,,Mike Matheson,Jesse Ylönen,David Savard,Tanner Pearson,Sean Monahan,,Seth Jones,Taylor Raddysh,Jason Dickinson,Nick Foligno,Alex Vlasic,,8478470.0,8475852.0,Sam Montembeault,Petr Mrazek,85.0,8.0
3,19:31,00:29,right,giveaway,738,3,REG,37.0,-37.0,O,,,,27.0,33.0,,,,,2.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3571,CHI,0.0,8484144.0,,,5,6,6v5,8476875.0,8481058.0,8475233.0,8476871.0,8477497.0,,8477495.0,8477987.0,8477450.0,8473422.0,8470621.0,8484144.0,Mike Matheson,Jesse Ylönen,David Savard,Tanner Pearson,Sean Monahan,,Seth Jones,Ryan Donato,Jason Dickinson,Nick Foligno,Corey Perry,Connor Bedard,8478470.0,,Sam Montembeault,,37.0,-37.0
3,19:34,00:26,right,blocked-shot,739,3,REG,11.0,-29.0,N,,,,27.0,33.0,,,,,2.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3574,CHI,0.0,8477497.0,8484144.0,,5,6,6v5,8476875.0,8481058.0,8475233.0,8476871.0,8477497.0,,8477495.0,8477987.0,8477450.0,8473422.0,8470621.0,8484144.0,Mike Matheson,Jesse Ylönen,David Savard,Tanner Pearson,Sean Monahan,,Seth Jones,Ryan Donato,Jason Dickinson,Nick Foligno,Corey Perry,Connor Bedard,8478470.0,,Sam Montembeault,,11.0,-29.0
3,19:35,00:25,right,delayed-penalty,740,3,REG,,,,,,,27.0,33.0,,,,,2.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3575,MTL,1.0,,,,5,6,5v6,8476875.0,8481058.0,8475233.0,8476871.0,8477497.0,,8477495.0,8477987.0,8477450.0,8473422.0,8470621.0,8484144.0,Mike Matheson,Jesse Ylönen,David Savard,Tanner Pearson,Sean Monahan,,Seth Jones,Ryan Donato,Jason Dickinson,Nick Foligno,Corey Perry,Connor Bedard,8478470.0,,Sam Montembeault,,,
3,19:38,00:22,right,penalty,741,3,REG,11.0,-10.0,N,,,,27.0,33.0,MIN,high-sticking-double-minor,4.0,,2.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3578,MTL,1.0,8477497.0,8484144.0,,4,6,4v6,8476875.0,8480018.0,8475233.0,8478133.0,,,8477495.0,8477987.0,8476960.0,8474870.0,8470621.0,8484144.0,Mike Matheson,Nick Suzuki,David Savard,Jake Evans,,,Seth Jones,Ryan Donato,Andreas Athanasiou,Tyler Johnson,Corey Perry,Connor Bedard,8478470.0,,Sam Montembeault,,-11.0,10.0
3,19:38,00:22,right,stoppage,743,3,REG,,,,visitor-timeout,,,27.0,33.0,,,,visitor-timeout,2.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3578,,,,,,4,6,4v6,8476875.0,8480018.0,8475233.0,8478133.0,,,8477495.0,8477987.0,8476960.0,8474870.0,8470621.0,8484144.0,Mike Matheson,Nick Suzuki,David Savard,Jake Evans,,,Seth Jones,Ryan Donato,Andreas Athanasiou,Tyler Johnson,Corey Perry,Connor Bedard,8478470.0,,Sam Montembeault,,,
3,19:38,00:22,right,faceoff,746,3,REG,69.0,-22.0,D,,,,27.0,33.0,,,,,2.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3578,MTL,1.0,8478133.0,8474870.0,,4,6,4v6,8476875.0,8480018.0,8475233.0,8478133.0,,,8477495.0,8477987.0,8476960.0,8474870.0,8470621.0,8484144.0,Mike Matheson,Nick Suzuki,David Savard,Jake Evans,,,Seth Jones,Ryan Donato,Andreas Athanasiou,Tyler Johnson,Corey Perry,Connor Bedard,8478470.0,,Sam Montembeault,,-69.0,22.0
3,19:50,00:10,right,shot-on-goal,747,3,REG,37.0,0.0,O,,slap,8478470.0,28.0,33.0,,,,,2.0,3.0,2023020024,20232024,2023-10-14,2,Centre Bell,3590,CHI,0.0,8477495.0,,,4,6,6v4,8476875.0,8480018.0,8475233.0,8478133.0,,,8477495.0,8477987.0,8476960.0,8474870.0,8470621.0,8484144.0,Mike Matheson,Nick Suzuki,David Savard,Jake Evans,,,Seth Jones,Ryan Donato,Andreas Athanasiou,Tyler Johnson,Corey Perry,Connor Bedard,8478470.0,,Sam Montembeault,,37.0,0.0
