period,timeInPeriod,timeRemaining,homeTeamDefendingSide,event,sortOrder,period,periodType,xCoord,yCoord,zoneCode,shotType,goalieInNetId,awaySOG,homeSOG,reason,typeCode,descKey,duration,secondaryReason,awayScore,homeScore,servedByPlayerId,gameId,seasonId,gameDate,gameType,venue,elapsedTime,normalized_xCoord,eventTeam,is_home,event_player1_Id,event_player2_Id,event_player3_Id,home_skaters,away_skaters,game_strength,home_skater_id1,home_skater_id2,home_skater_id3,home_skater_id4,home_skater_id5,home_skater_id6,away_skater_id1,away_skater_id2,away_skater_id3,away_skater_id4,away_skater_id5,away_skater_id6,home_skater_fullName1,home_skater_fullName2,home_skater_fullName3,home_skater_fullName4,home_skater_fullName5,home_skater_fullName6,away_skater_fullName1,away_skater_fullName2,away_skater_fullName3,away_skater_fullName4,away_skater_fullName5,away_skater_fullName6,home_goalie_id,away_goalie_id,home_goalie_fullName,away_goalie_fullName
3,07:53,12:07,right,stoppage,605,3,REG,,,,,,17.0,24.0,icing,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,2873,,,,,,,5,5,5v5,8476874.0,8475718.0,8480011.0,8479992.0,8478466.0,,8475848.0,8480887.0,8476871.0,8482964.0,8477497.0,,Olli Maatta,Justin Holl,Klim Kostin,Michael Rasmussen,Daniel Sprong,,Brendan Gallagher,Jordan Harris,Tanner Pearson,Arber Xhekaj,Sean Monahan,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,07:53,12:07,right,faceoff,608,3,REG,69.0,22.0,D,,,17.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,2873,31.0,DET,1.0,8479992.0,8477497.0,,5,5,5v5,8476874.0,8475718.0,8480011.0,8479992.0,8478466.0,,8475848.0,8480887.0,8476871.0,8482964.0,8477497.0,,Olli Maatta,Justin Holl,Klim Kostin,Michael Rasmussen,Daniel Sprong,,Brendan Gallagher,Jordan Harris,Tanner Pearson,Arber Xhekaj,Sean Monahan,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,08:12,11:48,right,stoppage,610,3,REG,,,,,,17.0,24.0,icing,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,2892,,,,,,,5,5,5v5,8475718.0,8475279.0,8480011.0,8479992.0,8478466.0,,8476875.0,8480018.0,8481618.0,8476981.0,8482111.0,,Justin Holl,Ben Chiarot,Klim Kostin,Michael Rasmussen,Daniel Sprong,,Mike Matheson,Nick Suzuki,Alex Newhook,Josh Anderson,Justin Barron,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,08:12,11:48,right,faceoff,613,3,REG,69.0,-22.0,D,,,17.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,2892,31.0,DET,1.0,8479992.0,8480018.0,,5,5,5v5,8475718.0,8475279.0,8480011.0,8479992.0,8478466.0,,8476875.0,8480018.0,8481618.0,8476981.0,8482111.0,,Justin Holl,Ben Chiarot,Klim Kostin,Michael Rasmussen,Daniel Sprong,,Mike Matheson,Nick Suzuki,Alex Newhook,Josh Anderson,Justin Barron,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,08:33,11:27,right,blocked-shot,617,3,REG,-54.0,24.0,O,,,17.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,2913,154.0,DET,1.0,8473507.0,8478512.0,,5,5,5v5,8475279.0,8478512.0,8473507.0,8474102.0,8478466.0,,8476875.0,8480018.0,8481618.0,8476981.0,8482111.0,,Ben Chiarot,Austin Czarnik,Jeff Petry,David Perron,Daniel Sprong,,Mike Matheson,Nick Suzuki,Alex Newhook,Josh Anderson,Justin Barron,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,08:45,11:15,right,stoppage,619,3,REG,,,,,,17.0,24.0,puck-in-crowd,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,2925,,,,,,,5,5,5v5,8477429.0,8477456.0,8481542.0,8480813.0,8478013.0,,8476875.0,8475848.0,8482111.0,8476871.0,8477497.0,,Andrew Copp,J.T. Compher,Moritz Seider,Joe Veleno,Jake Walman,,Mike Matheson,Brendan Gallagher,Justin Barron,Tanner Pearson,Sean Monahan,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,08:45,11:15,right,faceoff,622,3,REG,-20.0,-22.0,N,,,17.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,2925,120.0,DET,1.0,8477429.0,8477497.0,,5,5,5v5,8477429.0,8477456.0,8481542.0,8480813.0,8478013.0,,8476875.0,8475848.0,8482111.0,8476871.0,8477497.0,,Andrew Copp,J.T. Compher,Moritz Seider,Joe Veleno,Jake Walman,,Mike Matheson,Brendan Gallagher,Justin Barron,Tanner Pearson,Sean Monahan,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,08:58,11:02,right,faceoff,630,3,REG,-69.0,-22.0,O,,,17.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,2938,169.0,DET,1.0,8477946.0,8480018.0,,4,4,4v4,8475279.0,8473507.0,8477946.0,8479337.0,,,8476875.0,8480018.0,8481540.0,8482111.0,,,Ben Chiarot,Jeff Petry,Dylan Larkin,Alex DeBrincat,,,Mike Matheson,Nick Suzuki,Cole Caufield,Justin Barron,,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,08:58,11:02,right,penalty,626,3,REG,97.0,-7.0,D,,,17.0,24.0,,MIN,roughing,2.0,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,2938,3.0,DET,1.0,8481542.0,8475848.0,,4,4,4v4,8475279.0,8473507.0,8477946.0,8479337.0,,,8476875.0,8480018.0,8481540.0,8482111.0,,,Ben Chiarot,Jeff Petry,Dylan Larkin,Alex DeBrincat,,,Mike Matheson,Nick Suzuki,Cole Caufield,Justin Barron,,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,08:58,11:02,right,penalty,624,3,REG,98.0,-7.0,O,,,17.0,24.0,,MIN,roughing,2.0,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,2938,2.0,MTL,0.0,8475848.0,8481542.0,,4,4,4v4,8475279.0,8473507.0,8477946.0,8479337.0,,,8476875.0,8480018.0,8481540.0,8482111.0,,,Ben Chiarot,Jeff Petry,Dylan Larkin,Alex DeBrincat,,,Mike Matheson,Nick Suzuki,Cole Caufield,Justin Barron,,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,08:58,11:02,right,stoppage,623,3,REG,,,,,,17.0,24.0,offside,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,2938,,,,,,,4,4,4v4,8475279.0,8473507.0,8477946.0,8479337.0,,,8476875.0,8480018.0,8481540.0,8482111.0,,,Ben Chiarot,Jeff Petry,Dylan Larkin,Alex DeBrincat,,,Mike Matheson,Nick Suzuki,Cole Caufield,Justin Barron,,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,09:51,10:09,right,blocked-shot,634,3,REG,-75.0,11.0,D,,,17.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,2991,175.0,MTL,0.0,8478013.0,8480887.0,,4,4,4v4,8475279.0,8482078.0,8477946.0,8478013.0,,,8480018.0,8481540.0,8482111.0,8480887.0,,,Ben Chiarot,Lucas Raymond,Dylan Larkin,Jake Walman,,,Nick Suzuki,Cole Caufield,Justin Barron,Jordan Harris,,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,10:36,09:24,right,missed-shot,641,3,REG,-39.0,-8.0,O,slap,8480051.0,17.0,24.0,wide-left,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3036,139.0,DET,1.0,8478013.0,,,4,4,4v4,8475718.0,8477429.0,8477456.0,8478013.0,,,8481618.0,8476981.0,8482087.0,8480887.0,,,Justin Holl,Andrew Copp,J.T. Compher,Jake Walman,,,Alex Newhook,Josh Anderson,Kaiden Guhle,Jordan Harris,,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,11:05,08:55,right,shot-on-goal,649,3,REG,36.0,-6.0,O,slap,8473503.0,18.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3065,64.0,MTL,0.0,8476875.0,,,5,5,5v5,8475279.0,8477456.0,8473507.0,8481542.0,8474102.0,,8476875.0,8475848.0,8481618.0,8480192.0,8477497.0,,Ben Chiarot,J.T. Compher,Jeff Petry,Moritz Seider,David Perron,,Mike Matheson,Brendan Gallagher,Alex Newhook,Johnathan Kovacevic,Sean Monahan,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,11:46,08:14,right,missed-shot,660,3,REG,-64.0,36.0,O,wrist,8480051.0,18.0,24.0,high-and-wide-right,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3106,164.0,DET,1.0,8478466.0,,,5,5,5v5,8476874.0,8475718.0,8474102.0,8478466.0,8480813.0,,8483515.0,8481540.0,8477989.0,8480887.0,8482964.0,,Olli Maatta,Justin Holl,David Perron,Daniel Sprong,Joe Veleno,,Juraj Slafkovsky,Cole Caufield,Christian Dvorak,Jordan Harris,Arber Xhekaj,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,12:38,07:22,right,stoppage,668,3,REG,,,,,,18.0,24.0,goalie-stopped-after-sog,,,,tv-timeout,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3158,,,,,,,5,5,5v5,8475279.0,8482078.0,8473507.0,8477946.0,8479337.0,,8475848.0,8482087.0,8480192.0,8476871.0,8477497.0,,Ben Chiarot,Lucas Raymond,Jeff Petry,Dylan Larkin,Alex DeBrincat,,Brendan Gallagher,Kaiden Guhle,Johnathan Kovacevic,Tanner Pearson,Sean Monahan,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,12:38,07:22,right,faceoff,671,3,REG,-20.0,22.0,N,,,18.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3158,120.0,MTL,0.0,8477497.0,8477946.0,,5,5,5v5,8475279.0,8482078.0,8473507.0,8477946.0,8479337.0,,8475848.0,8482087.0,8480192.0,8476871.0,8477497.0,,Ben Chiarot,Lucas Raymond,Jeff Petry,Dylan Larkin,Alex DeBrincat,,Brendan Gallagher,Kaiden Guhle,Johnathan Kovacevic,Tanner Pearson,Sean Monahan,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,13:10,06:50,right,shot-on-goal,672,3,REG,50.0,-13.0,O,wrist,8473503.0,19.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3190,50.0,MTL,0.0,8476871.0,,,5,5,5v5,8475279.0,8482078.0,8473507.0,8477946.0,8479337.0,,8475848.0,8482087.0,8480192.0,8476871.0,8477497.0,,Ben Chiarot,Lucas Raymond,Jeff Petry,Dylan Larkin,Alex DeBrincat,,Brendan Gallagher,Kaiden Guhle,Johnathan Kovacevic,Tanner Pearson,Sean Monahan,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,13:34,06:26,right,blocked-shot,680,3,REG,69.0,8.0,D,,,19.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3214,31.0,DET,1.0,8480018.0,8475279.0,,5,5,5v5,8475279.0,8477429.0,8477456.0,8480813.0,8478013.0,,8476875.0,8480018.0,8481618.0,8476981.0,8482111.0,,Ben Chiarot,Andrew Copp,J.T. Compher,Joe Veleno,Jake Walman,,Mike Matheson,Nick Suzuki,Alex Newhook,Josh Anderson,Justin Barron,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,13:41,06:19,right,shot-on-goal,681,3,REG,51.0,27.0,O,wrist,8473503.0,20.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3221,49.0,MTL,0.0,8476875.0,,,5,5,5v5,8475279.0,8477429.0,8477456.0,8480813.0,8478013.0,,8476875.0,8480018.0,8481618.0,8476981.0,8482111.0,,Ben Chiarot,Andrew Copp,J.T. Compher,Joe Veleno,Jake Walman,,Mike Matheson,Nick Suzuki,Alex Newhook,Josh Anderson,Justin Barron,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,13:56,06:04,right,blocked-shot,683,3,REG,65.0,-17.0,D,,,20.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3236,35.0,DET,1.0,8476875.0,8478013.0,,5,5,5v5,8477429.0,8477456.0,8481542.0,8480813.0,8478013.0,,8476875.0,8480018.0,8481618.0,8476981.0,8482111.0,,Andrew Copp,J.T. Compher,Moritz Seider,Joe Veleno,Jake Walman,,Mike Matheson,Nick Suzuki,Alex Newhook,Josh Anderson,Justin Barron,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,14:34,05:26,right,stoppage,694,3,REG,,,,,,20.0,24.0,goalie-stopped-after-sog,,,,tv-timeout,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3274,,,,,,,5,5,5v5,8475279.0,8482078.0,8473507.0,8477946.0,8479337.0,,8483515.0,8482087.0,8481540.0,8480192.0,8477989.0,,Ben Chiarot,Lucas Raymond,Jeff Petry,Dylan Larkin,Alex DeBrincat,,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Johnathan Kovacevic,Christian Dvorak,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,14:34,05:26,right,faceoff,697,3,REG,-20.0,22.0,N,,,20.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3274,120.0,MTL,0.0,8477989.0,8477946.0,,5,5,5v5,8475279.0,8482078.0,8473507.0,8477946.0,8479337.0,,8483515.0,8482087.0,8481540.0,8480192.0,8477989.0,,Ben Chiarot,Lucas Raymond,Jeff Petry,Dylan Larkin,Alex DeBrincat,,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Johnathan Kovacevic,Christian Dvorak,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,14:48,05:12,right,blocked-shot,698,3,REG,-55.0,28.0,D,,,20.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3288,155.0,MTL,0.0,8473507.0,8483515.0,,5,5,5v5,8475279.0,8482078.0,8473507.0,8477946.0,8479337.0,,8483515.0,8482087.0,8481540.0,8480192.0,8477989.0,,Ben Chiarot,Lucas Raymond,Jeff Petry,Dylan Larkin,Alex DeBrincat,,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Johnathan Kovacevic,Christian Dvorak,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,15:23,04:37,right,missed-shot,705,3,REG,-55.0,-34.0,O,wrist,8480051.0,20.0,24.0,wide-right,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3323,155.0,DET,1.0,8479337.0,,,5,5,5v5,8476874.0,8475718.0,8482078.0,8477946.0,8479337.0,,8476875.0,8475848.0,8482111.0,8476871.0,8477497.0,,Olli Maatta,Justin Holl,Lucas Raymond,Dylan Larkin,Alex DeBrincat,,Mike Matheson,Brendan Gallagher,Justin Barron,Tanner Pearson,Sean Monahan,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,15:52,04:08,right,blocked-shot,706,3,REG,63.0,6.0,D,,,20.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3352,37.0,DET,1.0,8476875.0,8477946.0,,5,5,5v5,8476874.0,8475718.0,8482078.0,8477946.0,8479337.0,,8476875.0,8475848.0,8482111.0,8476871.0,8477497.0,,Olli Maatta,Justin Holl,Lucas Raymond,Dylan Larkin,Alex DeBrincat,,Mike Matheson,Brendan Gallagher,Justin Barron,Tanner Pearson,Sean Monahan,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,16:13,03:47,right,blocked-shot,714,3,REG,60.0,-12.0,D,,,20.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3373,40.0,DET,1.0,8481618.0,8478013.0,,5,5,5v5,8477429.0,8477456.0,8481542.0,8480813.0,8478013.0,,8480018.0,8481618.0,8476981.0,8482087.0,8480887.0,,Andrew Copp,J.T. Compher,Moritz Seider,Joe Veleno,Jake Walman,,Nick Suzuki,Alex Newhook,Josh Anderson,Kaiden Guhle,Jordan Harris,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,16:30,03:30,right,faceoff,717,3,REG,69.0,22.0,O,,,20.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3390,31.0,MTL,0.0,8477989.0,8477456.0,,5,5,5v5,8477429.0,8477456.0,8481542.0,8480813.0,8478013.0,,8482087.0,8481540.0,8477989.0,8480887.0,8478133.0,,Andrew Copp,J.T. Compher,Moritz Seider,Joe Veleno,Jake Walman,,Kaiden Guhle,Cole Caufield,Christian Dvorak,Jordan Harris,Jake Evans,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,16:30,03:30,right,stoppage,715,3,REG,,,,,,20.0,24.0,icing,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3390,,,,,,,5,5,5v5,8477429.0,8477456.0,8481542.0,8480813.0,8478013.0,,8482087.0,8481540.0,8477989.0,8480887.0,8478133.0,,Andrew Copp,J.T. Compher,Moritz Seider,Joe Veleno,Jake Walman,,Kaiden Guhle,Cole Caufield,Christian Dvorak,Jordan Harris,Jake Evans,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,16:47,03:13,right,missed-shot,720,3,REG,-85.0,-6.0,O,backhand,8480051.0,20.0,24.0,wide-right,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3407,185.0,DET,1.0,8480813.0,,,5,5,5v5,8475279.0,8477429.0,8477456.0,8473507.0,8480813.0,,8482087.0,8481540.0,8477989.0,8480887.0,8478133.0,,Ben Chiarot,Andrew Copp,J.T. Compher,Jeff Petry,Joe Veleno,,Kaiden Guhle,Cole Caufield,Christian Dvorak,Jordan Harris,Jake Evans,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,16:52,03:08,right,blocked-shot,721,3,REG,56.0,-20.0,D,,,20.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3412,44.0,DET,1.0,8477989.0,8475279.0,,5,5,5v5,8475279.0,8477429.0,8477456.0,8473507.0,8480813.0,,8482087.0,8481540.0,8477989.0,8480887.0,8478133.0,,Ben Chiarot,Andrew Copp,J.T. Compher,Jeff Petry,Joe Veleno,,Kaiden Guhle,Cole Caufield,Christian Dvorak,Jordan Harris,Jake Evans,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,17:29,02:31,right,blocked-shot,730,3,REG,79.0,-1.0,D,,,20.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3449,21.0,DET,1.0,8480192.0,8478013.0,,5,5,5v5,8475279.0,8479992.0,8478432.0,8474102.0,8478013.0,,8476875.0,8480018.0,8481618.0,8476981.0,8480192.0,,Ben Chiarot,Michael Rasmussen,Christian Fischer,David Perron,Jake Walman,,Mike Matheson,Nick Suzuki,Alex Newhook,Josh Anderson,Johnathan Kovacevic,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,17:31,02:29,right,missed-shot,731,3,REG,79.0,-4.0,O,wrist,8473503.0,20.0,24.0,wide-right,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3451,21.0,MTL,0.0,8476981.0,,,5,5,5v5,8475279.0,8479992.0,8478432.0,8474102.0,8478013.0,,8476875.0,8480018.0,8481618.0,8476981.0,8480192.0,,Ben Chiarot,Michael Rasmussen,Christian Fischer,David Perron,Jake Walman,,Mike Matheson,Nick Suzuki,Alex Newhook,Josh Anderson,Johnathan Kovacevic,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,18:29,01:31,right,hit,740,3,REG,-94.0,-24.0,D,,,20.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3509,194.0,MTL,0.0,8476871.0,8479337.0,,5,5,5v5,8475279.0,8482078.0,8473507.0,8477946.0,8479337.0,,8476875.0,8475848.0,8480192.0,8476871.0,8477497.0,,Ben Chiarot,Lucas Raymond,Jeff Petry,Dylan Larkin,Alex DeBrincat,,Mike Matheson,Brendan Gallagher,Johnathan Kovacevic,Tanner Pearson,Sean Monahan,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,18:33,01:27,right,blocked-shot,741,3,REG,-66.0,-24.0,D,,,20.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3513,166.0,MTL,0.0,8479337.0,8476871.0,,5,5,5v5,8475279.0,8482078.0,8473507.0,8477946.0,8479337.0,,8476875.0,8475848.0,8480192.0,8476871.0,8477497.0,,Ben Chiarot,Lucas Raymond,Jeff Petry,Dylan Larkin,Alex DeBrincat,,Mike Matheson,Brendan Gallagher,Johnathan Kovacevic,Tanner Pearson,Sean Monahan,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,18:42,01:18,right,faceoff,748,3,REG,69.0,22.0,O,,,20.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3522,31.0,MTL,0.0,8477989.0,8477456.0,,5,5,5v5,8477429.0,8477456.0,8481542.0,8480813.0,8478013.0,,8482087.0,8481540.0,8477989.0,8482111.0,8478133.0,,Andrew Copp,J.T. Compher,Moritz Seider,Joe Veleno,Jake Walman,,Kaiden Guhle,Cole Caufield,Christian Dvorak,Justin Barron,Jake Evans,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,18:42,01:18,right,stoppage,745,3,REG,,,,,,20.0,24.0,puck-frozen,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3522,,,,,,,5,5,5v5,8477429.0,8477456.0,8481542.0,8480813.0,8478013.0,,8482087.0,8481540.0,8477989.0,8482111.0,8478133.0,,Andrew Copp,J.T. Compher,Moritz Seider,Joe Veleno,Jake Walman,,Kaiden Guhle,Cole Caufield,Christian Dvorak,Justin Barron,Jake Evans,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,19:06,00:54,right,hit,750,3,REG,-72.0,35.0,O,,,20.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3546,172.0,DET,1.0,8481542.0,8478133.0,,5,5,5v5,8478432.0,8477456.0,8481542.0,8480813.0,8478013.0,,8482087.0,8481540.0,8477989.0,8482111.0,8478133.0,,Christian Fischer,J.T. Compher,Moritz Seider,Joe Veleno,Jake Walman,,Kaiden Guhle,Cole Caufield,Christian Dvorak,Justin Barron,Jake Evans,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,19:13,00:47,right,missed-shot,752,3,REG,22.0,-3.0,N,wrist,8473503.0,20.0,24.0,wide-left,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3553,78.0,MTL,0.0,8481540.0,,,5,5,5v5,8478432.0,8477456.0,8481542.0,8480813.0,8478013.0,,8476875.0,8481540.0,8477989.0,8482111.0,8478133.0,,Christian Fischer,J.T. Compher,Moritz Seider,Joe Veleno,Jake Walman,,Mike Matheson,Cole Caufield,Christian Dvorak,Justin Barron,Jake Evans,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,19:51,00:09,right,blocked-shot,760,3,REG,-48.0,16.0,D,,,20.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3591,148.0,MTL,0.0,8473507.0,8476871.0,,5,5,5v5,8475279.0,8479992.0,8478432.0,8473507.0,8474102.0,,8476875.0,8480018.0,8482111.0,8476871.0,8477497.0,,Ben Chiarot,Michael Rasmussen,Christian Fischer,Jeff Petry,David Perron,,Mike Matheson,Nick Suzuki,Justin Barron,Tanner Pearson,Sean Monahan,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,19:54,00:06,right,missed-shot,761,3,REG,-88.0,32.0,O,wrist,8480051.0,20.0,24.0,wide-right,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3594,188.0,DET,1.0,8478432.0,,,5,5,5v5,8475279.0,8479992.0,8478432.0,8473507.0,8474102.0,,8476875.0,8480018.0,8482111.0,8476871.0,8477497.0,,Ben Chiarot,Michael Rasmussen,Christian Fischer,Jeff Petry,David Perron,,Mike Matheson,Nick Suzuki,Justin Barron,Tanner Pearson,Sean Monahan,,8473503.0,8480051.0,James Reimer,Cayden Primeau
3,20:00,00:00,right,period-end,762,3,REG,,,,,,20.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3600,,,,,,,3,3,3v3,8479992.0,8477946.0,8478013.0,,,,8476875.0,8480018.0,8481540.0,,,,Michael Rasmussen,Dylan Larkin,Jake Walman,,,,Mike Matheson,Nick Suzuki,Cole Caufield,,,,8473503.0,8480051.0,James Reimer,Cayden Primeau
4,00:00,05:00,left,period-start,767,4,OT,,,,,,20.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3600,,,,,,,3,3,3v3,8479992.0,8477946.0,8478013.0,,,,8476875.0,8480018.0,8481540.0,,,,Michael Rasmussen,Dylan Larkin,Jake Walman,,,,Mike Matheson,Nick Suzuki,Cole Caufield,,,,8473503.0,8480051.0,James Reimer,Cayden Primeau
4,00:00,05:00,left,faceoff,770,4,OT,0.0,0.0,N,,,20.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3600,0.0,DET,1.0,8477946.0,8480018.0,,3,3,3v3,8479992.0,8477946.0,8478013.0,,,,8476875.0,8480018.0,8481540.0,,,,Michael Rasmussen,Dylan Larkin,Jake Walman,,,,Mike Matheson,Nick Suzuki,Cole Caufield,,,,8473503.0,8480051.0,James Reimer,Cayden Primeau
4,00:37,04:23,left,missed-shot,772,4,OT,62.0,-6.0,O,wrist,8480051.0,20.0,24.0,above-crossbar,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3637,62.0,DET,1.0,8477946.0,,,3,3,3v3,8477946.0,8479337.0,8478013.0,,,,8476875.0,8480018.0,8481540.0,,,,Dylan Larkin,Alex DeBrincat,Jake Walman,,,,Mike Matheson,Nick Suzuki,Cole Caufield,,,,8473503.0,8480051.0,James Reimer,Cayden Primeau
4,00:42,04:18,left,hit,773,4,OT,82.0,38.0,O,,,20.0,24.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3642,82.0,DET,1.0,8477946.0,8480018.0,,3,3,3v3,8481542.0,8479337.0,8478013.0,,,,8476875.0,8480018.0,8481540.0,,,,Moritz Seider,Alex DeBrincat,Jake Walman,,,,Mike Matheson,Nick Suzuki,Cole Caufield,,,,8473503.0,8480051.0,James Reimer,Cayden Primeau
4,01:50,03:10,left,shot-on-goal,780,4,OT,58.0,-13.0,O,wrist,8480051.0,20.0,25.0,,,,,,2.0,2.0,,2023020195,20232024,2023-11-09,2,Little Caesars Arena,3710,58.0,DET,1.0,8482078.0,,,3,3,3v3,8482078.0,8477456.0,8481542.0,,,,8481618.0,8482087.0,8477497.0,,,,Lucas Raymond,J.T. Compher,Moritz Seider,,,,Alex Newhook,Kaiden Guhle,Sean Monahan,,,,8473503.0,8480051.0,James Reimer,Cayden Primeau
