period,timeInPeriod,timeRemaining,homeTeamDefendingSide,event,sortOrder,periodDescriptor_number,periodType,xCoord,yCoord,zoneCode,shotType,goalieInNetId,awaySOG,homeSOG,reason,secondaryReason,typeCode,descKey,duration,awayScore,homeScore,gameId,seasonId,gameDate,gameType,venue,elapsedTime,eventTeam,is_home,event_player1_Id,event_player2_Id,event_player3_Id,home_skaters,away_skaters,game_strength,home_skater_id1,home_skater_id2,home_skater_id3,home_skater_id4,home_skater_id5,away_skater_id1,away_skater_id2,away_skater_id3,away_skater_id4,away_skater_id5,home_skater_fullName1,home_skater_fullName2,home_skater_fullName3,home_skater_fullName4,home_skater_fullName5,away_skater_fullName1,away_skater_fullName2,away_skater_fullName3,away_skater_fullName4,away_skater_fullName5,home_goalie_id,away_goalie_id,home_goalie_fullName,away_goalie_fullName,normalized_xCoord,normalized_yCoord
3,16:32,03:28,left,faceoff,703,3,REG,-69.0,22.0,O,,,20.0,27.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3392,MTL,0.0,8480018.0,8476881.0,,5,5,5v5,8480834.0,8479983.0,8476881.0,8474884.0,8482667.0,8475848.0,8480018.0,8481618.0,8482087.0,8480184.0,Ty Emberson,Mario Ferraro,Tomas Hertl,Mike Hoffman,William Eklund,Brendan Gallagher,Nick Suzuki,Alex Newhook,Kaiden Guhle,Gustav Lindström,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,69.0,-22.0
3,16:32,03:28,left,stoppage,700,3,REG,,,,,,20.0,27.0,puck-in-benches,tv-timeout,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3392,,,,,,5,5,5v5,8480834.0,8479983.0,8476881.0,8474884.0,8482667.0,8475848.0,8480018.0,8481618.0,8482087.0,8480184.0,Ty Emberson,Mario Ferraro,Tomas Hertl,Mike Hoffman,William Eklund,Brendan Gallagher,Nick Suzuki,Alex Newhook,Kaiden Guhle,Gustav Lindström,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,,
3,16:47,03:13,left,hit,704,3,REG,-19.0,-15.0,N,,,20.0,27.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3407,SJS,1.0,8476881.0,8480018.0,,5,5,5v5,8480834.0,8479983.0,8476881.0,8474884.0,8482667.0,8475848.0,8480018.0,8481618.0,8482087.0,8480184.0,Ty Emberson,Mario Ferraro,Tomas Hertl,Mike Hoffman,William Eklund,Brendan Gallagher,Nick Suzuki,Alex Newhook,Kaiden Guhle,Gustav Lindström,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,-19.0,-15.0
3,16:53,03:07,left,takeaway,705,3,REG,-28.0,-39.0,O,,,20.0,27.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3413,MTL,0.0,8482087.0,,,5,5,5v5,8480834.0,8479983.0,8476881.0,8474884.0,8482667.0,8475848.0,8480018.0,8481618.0,8482087.0,8480184.0,Ty Emberson,Mario Ferraro,Tomas Hertl,Mike Hoffman,William Eklund,Brendan Gallagher,Nick Suzuki,Alex Newhook,Kaiden Guhle,Gustav Lindström,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,28.0,39.0
3,17:31,02:29,left,shot-on-goal,714,3,REG,51.0,8.0,O,wrist,8480051.0,20.0,28.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3451,SJS,1.0,8480188.0,,,5,5,5v5,8476988.0,8477407.0,8480188.0,8480884.0,8475798.0,8476875.0,8482111.0,8476871.0,8478133.0,8477497.0,Matt Benning,Anthony Duclair,Fabian Zetterlund,Calen Addison,Mikael Granlund,Mike Matheson,Justin Barron,Tanner Pearson,Jake Evans,Sean Monahan,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,51.0,8.0
3,17:33,02:27,left,stoppage,715,3,REG,,,,,,20.0,28.0,goalie-stopped-after-sog,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3453,,,,,,5,5,5v5,8476988.0,8477407.0,8480188.0,8480884.0,8475798.0,8476875.0,8482111.0,8476871.0,8478133.0,8477497.0,Matt Benning,Anthony Duclair,Fabian Zetterlund,Calen Addison,Mikael Granlund,Mike Matheson,Justin Barron,Tanner Pearson,Jake Evans,Sean Monahan,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,,
3,17:33,02:27,left,faceoff,716,3,REG,69.0,22.0,D,,,20.0,28.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3453,MTL,0.0,8478133.0,8477407.0,,5,5,5v5,8476988.0,8477407.0,8480188.0,8480884.0,8475798.0,8476875.0,8482111.0,8476871.0,8478133.0,8477497.0,Matt Benning,Anthony Duclair,Fabian Zetterlund,Calen Addison,Mikael Granlund,Mike Matheson,Justin Barron,Tanner Pearson,Jake Evans,Sean Monahan,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,-69.0,-22.0
3,18:41,01:19,left,takeaway,725,3,REG,-37.0,-37.0,O,,,20.0,28.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3521,MTL,0.0,8482087.0,,,5,5,5v5,8477335.0,8481477.0,8479439.0,8479316.0,8481537.0,8483515.0,8482087.0,8481540.0,8480184.0,8477989.0,Kyle Burroughs,Nico Sturm,Jacob MacDonald,Luke Kunin,Nikita Okhotiuk,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Gustav Lindström,Christian Dvorak,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,37.0,37.0
3,19:34,00:26,left,takeaway,735,3,REG,54.0,-35.0,O,,,20.0,28.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3574,SJS,1.0,8482667.0,,,5,5,5v5,8480834.0,8479983.0,8476881.0,8474884.0,8482667.0,8476875.0,8475848.0,8480018.0,8481618.0,8482111.0,Ty Emberson,Mario Ferraro,Tomas Hertl,Mike Hoffman,William Eklund,Mike Matheson,Brendan Gallagher,Nick Suzuki,Alex Newhook,Justin Barron,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,54.0,-35.0
3,19:39,00:21,left,blocked-shot,736,3,REG,56.0,26.0,D,,,20.0,28.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3579,MTL,0.0,8479983.0,8475848.0,,5,5,5v5,8480834.0,8479983.0,8476881.0,8474884.0,8482667.0,8476875.0,8475848.0,8480018.0,8481618.0,8482111.0,Ty Emberson,Mario Ferraro,Tomas Hertl,Mike Hoffman,William Eklund,Mike Matheson,Brendan Gallagher,Nick Suzuki,Alex Newhook,Justin Barron,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,-56.0,-26.0
3,20:00,00:00,left,period-end,740,3,REG,,,,,,20.0,28.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3600,,,,,,3,3,3v3,8480188.0,8480884.0,8476881.0,,,8476875.0,8480018.0,8477989.0,,,Fabian Zetterlund,Calen Addison,Tomas Hertl,,,Mike Matheson,Nick Suzuki,Christian Dvorak,,,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,,
4,00:00,05:00,right,period-start,747,4,OT,,,,,,20.0,28.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3600,,,,,,3,3,3v3,8480188.0,8480884.0,8476881.0,,,8476875.0,8480018.0,8477989.0,,,Fabian Zetterlund,Calen Addison,Tomas Hertl,,,Mike Matheson,Nick Suzuki,Christian Dvorak,,,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,,
4,00:00,05:00,right,faceoff,748,4,OT,0.0,0.0,N,,,20.0,28.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3600,MTL,0.0,8477989.0,8476881.0,,3,3,3v3,8480188.0,8480884.0,8476881.0,,,8476875.0,8480018.0,8477989.0,,,Fabian Zetterlund,Calen Addison,Tomas Hertl,,,Mike Matheson,Nick Suzuki,Christian Dvorak,,,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,0.0,0.0
4,00:10,04:50,right,shot-on-goal,751,4,OT,65.0,1.0,O,snap,8478406.0,21.0,28.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3610,MTL,0.0,8481540.0,,,3,3,3v3,8480188.0,8480884.0,8476881.0,,,8476875.0,8480018.0,8481540.0,,,Fabian Zetterlund,Calen Addison,Tomas Hertl,,,Mike Matheson,Nick Suzuki,Cole Caufield,,,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,65.0,1.0
4,01:04,03:56,right,shot-on-goal,756,4,OT,-75.0,24.0,O,wrist,8480051.0,21.0,29.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3664,SJS,1.0,8475798.0,,,3,3,3v3,8479983.0,8475798.0,8482667.0,,,8476875.0,8480018.0,8481540.0,,,Mario Ferraro,Mikael Granlund,William Eklund,,,Mike Matheson,Nick Suzuki,Cole Caufield,,,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,75.0,-24.0
4,01:22,03:38,right,blocked-shot,757,4,OT,-64.0,-12.0,D,,,21.0,29.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3682,MTL,0.0,8482667.0,8476875.0,,3,3,3v3,8479983.0,8475798.0,8482667.0,,,8476875.0,8480018.0,8481540.0,,,Mario Ferraro,Mikael Granlund,William Eklund,,,Mike Matheson,Nick Suzuki,Cole Caufield,,,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,-64.0,-12.0
4,01:37,03:23,right,shot-on-goal,760,4,OT,60.0,18.0,O,wrist,8478406.0,22.0,29.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3697,MTL,0.0,8483515.0,,,3,3,3v3,8479983.0,8475798.0,8482667.0,,,8476875.0,8481618.0,8483515.0,,,Mario Ferraro,Mikael Granlund,William Eklund,,,Mike Matheson,Alex Newhook,Juraj Slafkovsky,,,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,60.0,18.0
4,01:54,03:06,right,giveaway,764,4,OT,43.0,-3.0,D,,,22.0,29.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3714,SJS,1.0,8475798.0,,,3,3,3v3,8479439.0,8477407.0,8475798.0,,,8481618.0,8483515.0,8482087.0,,,Jacob MacDonald,Anthony Duclair,Mikael Granlund,,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,,,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,-43.0,3.0
4,02:00,03:00,right,missed-shot,765,4,OT,58.0,-12.0,O,wrist,8478406.0,22.0,29.0,above-crossbar,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3720,MTL,0.0,8482087.0,,,3,3,3v3,8479439.0,8477407.0,8475798.0,,,8481618.0,8483515.0,8482087.0,,,Jacob MacDonald,Anthony Duclair,Mikael Granlund,,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,,,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,58.0,-12.0
4,02:33,02:27,right,takeaway,767,4,OT,30.0,-2.0,D,,,22.0,29.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3753,SJS,1.0,8477407.0,,,3,3,3v3,8479439.0,8477407.0,8475798.0,,,8481618.0,8482087.0,8478133.0,,,Jacob MacDonald,Anthony Duclair,Mikael Granlund,,,Alex Newhook,Kaiden Guhle,Jake Evans,,,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,-30.0,2.0
4,02:46,02:14,right,shot-on-goal,771,4,OT,-58.0,8.0,O,wrist,8480051.0,22.0,30.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3766,SJS,1.0,8476881.0,,,3,3,3v3,8477407.0,8480884.0,8476881.0,,,8482087.0,8477989.0,8478133.0,,,Anthony Duclair,Calen Addison,Tomas Hertl,,,Kaiden Guhle,Christian Dvorak,Jake Evans,,,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,58.0,-8.0
4,03:13,01:47,right,takeaway,773,4,OT,-33.0,-26.0,O,,,22.0,30.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3793,SJS,1.0,8476881.0,,,3,3,3v3,8477407.0,8479983.0,8476881.0,,,8482087.0,8477989.0,8478133.0,,,Anthony Duclair,Mario Ferraro,Tomas Hertl,,,Kaiden Guhle,Christian Dvorak,Jake Evans,,,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,33.0,26.0
4,03:21,01:39,right,shot-on-goal,775,4,OT,-70.0,20.0,O,wrist,8480051.0,22.0,31.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3801,SJS,1.0,8480188.0,,,3,3,3v3,8480188.0,8479983.0,8476881.0,,,8482087.0,8477989.0,8478133.0,,,Fabian Zetterlund,Mario Ferraro,Tomas Hertl,,,Kaiden Guhle,Christian Dvorak,Jake Evans,,,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,70.0,-20.0
4,03:23,01:37,right,stoppage,776,4,OT,,,,,,22.0,31.0,goalie-stopped-after-sog,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3803,,,,,,3,3,3v3,8481477.0,8480188.0,8479983.0,,,8476875.0,8480018.0,8477497.0,,,Nico Sturm,Fabian Zetterlund,Mario Ferraro,,,Mike Matheson,Nick Suzuki,Sean Monahan,,,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,,
4,03:23,01:37,right,faceoff,779,4,OT,-69.0,22.0,D,,,22.0,31.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3803,MTL,0.0,8477497.0,8481477.0,,3,3,3v3,8481477.0,8480188.0,8479983.0,,,8476875.0,8480018.0,8477497.0,,,Nico Sturm,Fabian Zetterlund,Mario Ferraro,,,Mike Matheson,Nick Suzuki,Sean Monahan,,,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,-69.0,22.0
4,03:48,01:12,right,takeaway,781,4,OT,61.0,-39.0,D,,,22.0,31.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3828,SJS,1.0,8480188.0,,,3,3,3v3,8481477.0,8480188.0,8479983.0,,,8476875.0,8480018.0,8481540.0,,,Nico Sturm,Fabian Zetterlund,Mario Ferraro,,,Mike Matheson,Nick Suzuki,Cole Caufield,,,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,-61.0,39.0
4,04:20,00:40,right,missed-shot,783,4,OT,85.0,-16.0,O,wrist,8478406.0,22.0,31.0,wide-right,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3860,MTL,0.0,8482111.0,,,3,3,3v3,8481477.0,8480188.0,8479983.0,,,8480018.0,8481540.0,8482111.0,,,Nico Sturm,Fabian Zetterlund,Mario Ferraro,,,Nick Suzuki,Cole Caufield,Justin Barron,,,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,85.0,-16.0
4,04:46,00:14,right,takeaway,790,4,OT,-42.0,-23.0,O,,,22.0,31.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3886,SJS,1.0,8474884.0,,,3,3,3v3,8480834.0,8474884.0,8482667.0,,,8481618.0,8483515.0,8482087.0,,,Ty Emberson,Mike Hoffman,William Eklund,,,Alex Newhook,Juraj Slafkovsky,Kaiden Guhle,,,8478406.0,8480051.0,Mackenzie Blackwood,Cayden Primeau,42.0,23.0
4,05:00,00:00,right,period-end,791,4,OT,,,,,,22.0,31.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,3900,,,,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,00:00,00:00,left,shot-on-goal,807,5,SO,82.0,-7.0,O,backhand,8480051.0,23.0,33.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,4800,SJS,1.0,8476881.0,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,82.0,-7.0
5,00:00,00:00,left,shot-on-goal,808,5,SO,-78.0,-7.0,O,wrist,8478406.0,24.0,33.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,4800,MTL,0.0,8477497.0,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,78.0,7.0
5,00:00,00:00,left,shot-on-goal,806,5,SO,-81.0,-4.0,O,backhand,8478406.0,23.0,32.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,4800,MTL,0.0,8477989.0,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,81.0,4.0
5,00:00,00:00,left,goal,810,5,SO,-82.0,3.0,O,wrist,8478406.0,24.0,34.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,4800,MTL,0.0,8481058.0,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,82.0,-3.0
5,00:00,00:00,left,shootout-complete,811,5,SO,,,,,,24.0,34.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,4800,,,,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,00:00,00:00,left,shot-on-goal,809,5,SO,80.0,-5.0,O,backhand,8480051.0,24.0,34.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,4800,SJS,1.0,8477407.0,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,80.0,-5.0
5,00:00,00:00,left,missed-shot,805,5,SO,82.0,4.0,O,wrist,8480051.0,22.0,32.0,wide-left,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,4800,SJS,1.0,8475798.0,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,82.0,4.0
5,00:00,00:00,left,period-end,812,5,SO,,,,,,24.0,34.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,4800,,,,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,00:00,00:00,left,missed-shot,803,5,SO,65.0,-7.0,O,wrist,8480051.0,22.0,32.0,hit-left-post,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,4800,SJS,1.0,8474884.0,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,65.0,-7.0
5,00:00,00:00,left,missed-shot,802,5,SO,-70.0,0.0,O,wrist,8478406.0,22.0,32.0,wide-left,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,4800,MTL,0.0,8481540.0,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,70.0,-0.0
5,00:00,00:00,left,shot-on-goal,801,5,SO,57.0,-2.0,O,slap,8480051.0,22.0,32.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,4800,SJS,1.0,8480188.0,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,57.0,-2.0
5,00:00,00:00,left,goal,800,5,SO,-81.0,-6.0,O,backhand,8478406.0,22.0,31.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,4800,MTL,0.0,8480018.0,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,81.0,6.0
5,00:00,00:00,left,goal,799,5,SO,82.0,0.0,O,wrist,8480051.0,22.0,31.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,4800,SJS,1.0,8482667.0,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,82.0,0.0
5,00:00,00:00,left,period-start,796,5,SO,,,,,,22.0,31.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,4800,,,,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,00:00,00:00,left,missed-shot,804,5,SO,-86.0,6.0,O,backhand,8478406.0,22.0,32.0,hit-right-post,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,4800,MTL,0.0,8483515.0,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,86.0,-6.0
5,00:00,00:00,left,game-end,816,5,SO,,,,,,24.0,34.0,,,,,,2.0,2.0,2023020300,20232024,2023-11-24,2,SAP Center at San Jose,4800,,,,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,,
