period,timeInPeriod,timeRemaining,homeTeamDefendingSide,event,sortOrder,period,periodType,xCoord,yCoord,zoneCode,shotType,goalieInNetId,awaySOG,homeSOG,reason,awayScore,homeScore,secondaryReason,typeCode,descKey,duration,gameId,seasonId,gameDate,gameType,venue,elapsedTime,normalized_xCoord,eventTeam,is_home,event_player1_Id,event_player2_Id,event_player3_Id,home_skaters,away_skaters,game_strength,home_skater_id1,home_skater_id2,home_skater_id3,home_skater_id4,home_skater_id5,home_skater_id6,away_skater_id1,away_skater_id2,away_skater_id3,away_skater_id4,away_skater_id5,away_skater_id6,home_skater_fullName1,home_skater_fullName2,home_skater_fullName3,home_skater_fullName4,home_skater_fullName5,home_skater_fullName6,away_skater_fullName1,away_skater_fullName2,away_skater_fullName3,away_skater_fullName4,away_skater_fullName5,away_skater_fullName6,home_goalie_id,away_goalie_id,home_goalie_fullName,away_goalie_fullName
1,02:26,17:34,right,blocked-shot,36,1,REG,-60.0,-30.0,D,,,2.0,1.0,,0.0,0.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,146,160.0,SEA,0.0,8480018.0,8474602.0,,5,5,5v5,8480018.0,8482087.0,8476469.0,8481593.0,8481058.0,,8474602.0,8476457.0,8474586.0,8482665.0,8476323.0,,Nick Suzuki,Kaiden Guhle,Joel Armia,Jayden Struble,Jesse Ylönen,,Justin Schultz,Adam Larsson,Jordan Eberle,Matty Beniers,Max McCormick,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,02:29,17:31,right,stoppage,37,1,REG,,,,,,2.0,1.0,goalie-stopped-after-sog,0.0,0.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,149,,,,,,,5,5,5v5,8478477.0,8482087.0,8476469.0,8482111.0,8481058.0,,8476457.0,8478407.0,8477930.0,8479977.0,8476323.0,,Mitchell Stephens,Kaiden Guhle,Joel Armia,Justin Barron,Jesse Ylönen,,Adam Larsson,Vince Dunn,Pierre-Edouard Bellemare,Kailer Yamamoto,Max McCormick,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,02:29,17:31,right,faceoff,40,1,REG,-69.0,-22.0,O,,,2.0,1.0,,0.0,0.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,149,169.0,MTL,1.0,8478477.0,8477930.0,,5,5,5v5,8478477.0,8482087.0,8476469.0,8482111.0,8481058.0,,8476457.0,8478407.0,8477930.0,8479977.0,8476323.0,,Mitchell Stephens,Kaiden Guhle,Joel Armia,Justin Barron,Jesse Ylönen,,Adam Larsson,Vince Dunn,Pierre-Edouard Bellemare,Kailer Yamamoto,Max McCormick,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,02:31,17:29,right,missed-shot,41,1,REG,-32.0,10.0,O,wrist,8475831.0,2.0,1.0,wide-right,0.0,0.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,151,132.0,MTL,1.0,8482111.0,,,5,5,5v5,8478477.0,8482087.0,8476469.0,8482111.0,8481058.0,,8476457.0,8478407.0,8477930.0,8479977.0,8476323.0,,Mitchell Stephens,Kaiden Guhle,Joel Armia,Justin Barron,Jesse Ylönen,,Adam Larsson,Vince Dunn,Pierre-Edouard Bellemare,Kailer Yamamoto,Max McCormick,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,02:38,17:22,right,shot-on-goal,42,1,REG,-74.0,12.0,O,slap,8475831.0,2.0,2.0,,0.0,0.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,158,174.0,MTL,1.0,8476469.0,,,5,5,5v5,8478477.0,8482087.0,8476469.0,8482111.0,8481058.0,,8476457.0,8478407.0,8477930.0,8479977.0,8476323.0,,Mitchell Stephens,Kaiden Guhle,Joel Armia,Justin Barron,Jesse Ylönen,,Adam Larsson,Vince Dunn,Pierre-Edouard Bellemare,Kailer Yamamoto,Max McCormick,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,03:07,16:53,right,giveaway,43,1,REG,36.0,41.0,D,,,2.0,2.0,,0.0,0.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,187,64.0,MTL,1.0,8476469.0,,,5,5,5v5,8478477.0,8482087.0,8476469.0,8482111.0,8481058.0,,8476457.0,8478407.0,8477930.0,8479977.0,8476323.0,,Mitchell Stephens,Kaiden Guhle,Joel Armia,Justin Barron,Jesse Ylönen,,Adam Larsson,Vince Dunn,Pierre-Edouard Bellemare,Kailer Yamamoto,Max McCormick,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,03:20,16:40,right,blocked-shot,51,1,REG,75.0,7.0,D,,,2.0,2.0,,0.0,0.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,200,25.0,MTL,1.0,8480009.0,8480184.0,,5,5,5v5,8476875.0,8476981.0,8480184.0,8478133.0,8477497.0,,8478840.0,8480009.0,8477416.0,8476467.0,8476826.0,,Mike Matheson,Josh Anderson,Gustav Lindström,Jake Evans,Sean Monahan,,Will Borgen,Eeli Tolvanen,Oliver Bjorkstrand,Jamie Oleksiak,Yanni Gourde,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,03:21,16:39,right,hit,52,1,REG,99.0,-7.0,D,,,2.0,2.0,,0.0,0.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,201,1.0,MTL,1.0,8480184.0,8480009.0,,5,5,5v5,8476875.0,8476981.0,8480184.0,8478133.0,8477497.0,,8478840.0,8480009.0,8477416.0,8476467.0,8476826.0,,Mike Matheson,Josh Anderson,Gustav Lindström,Jake Evans,Sean Monahan,,Will Borgen,Eeli Tolvanen,Oliver Bjorkstrand,Jamie Oleksiak,Yanni Gourde,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,04:00,16:00,right,giveaway,55,1,REG,-79.0,32.0,D,,,2.0,2.0,,0.0,0.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,240,179.0,SEA,0.0,8476467.0,,,5,5,5v5,8476875.0,8476981.0,8482087.0,8478133.0,8477497.0,,8478840.0,8477416.0,8476467.0,8476826.0,8481789.0,,Mike Matheson,Josh Anderson,Kaiden Guhle,Jake Evans,Sean Monahan,,Will Borgen,Oliver Bjorkstrand,Jamie Oleksiak,Yanni Gourde,Tye Kartye,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,04:03,15:57,right,goal,56,1,REG,-83.0,-5.0,O,snap,8475831.0,2.0,2.0,,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,243,183.0,MTL,1.0,8477497.0,8476981.0,8478133.0,5,5,5v5,8480018.0,8483515.0,8482087.0,8481540.0,8480192.0,,8474602.0,8474586.0,8475208.0,8482665.0,8481789.0,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Johnathan Kovacevic,,Justin Schultz,Jordan Eberle,Brian Dumoulin,Matty Beniers,Tye Kartye,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,04:03,15:57,right,faceoff,59,1,REG,0.0,0.0,N,,,2.0,2.0,,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,243,100.0,MTL,1.0,8480018.0,8482665.0,,5,5,5v5,8480018.0,8483515.0,8482087.0,8481540.0,8480192.0,,8474602.0,8474586.0,8475208.0,8482665.0,8481789.0,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Johnathan Kovacevic,,Justin Schultz,Jordan Eberle,Brian Dumoulin,Matty Beniers,Tye Kartye,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,04:14,15:46,right,giveaway,60,1,REG,31.0,-39.0,D,,,2.0,2.0,,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,254,69.0,MTL,1.0,8478470.0,,,5,5,5v5,8480018.0,8483515.0,8482087.0,8481540.0,8480192.0,,8474602.0,8474586.0,8475208.0,8482665.0,8481789.0,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Johnathan Kovacevic,,Justin Schultz,Jordan Eberle,Brian Dumoulin,Matty Beniers,Tye Kartye,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,04:15,15:45,right,missed-shot,61,1,REG,81.0,0.0,O,wrist,8478470.0,2.0,2.0,wide-left,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,255,19.0,SEA,0.0,8474586.0,,,5,5,5v5,8480018.0,8483515.0,8482087.0,8481540.0,8480192.0,,8474602.0,8474586.0,8475208.0,8482665.0,8481789.0,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Johnathan Kovacevic,,Justin Schultz,Jordan Eberle,Brian Dumoulin,Matty Beniers,Tye Kartye,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,04:21,15:39,right,stoppage,62,1,REG,,,,,,2.0,2.0,hand-pass,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,261,,,,,,,5,5,5v5,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,8476457.0,8474586.0,8482665.0,8478407.0,8481789.0,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,Adam Larsson,Jordan Eberle,Matty Beniers,Vince Dunn,Tye Kartye,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,04:21,15:39,right,faceoff,65,1,REG,20.0,22.0,N,,,2.0,2.0,,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,261,80.0,MTL,1.0,8480018.0,8481789.0,,5,5,5v5,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,8476457.0,8474586.0,8482665.0,8478407.0,8481789.0,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,Adam Larsson,Jordan Eberle,Matty Beniers,Vince Dunn,Tye Kartye,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,04:49,15:11,right,shot-on-goal,66,1,REG,29.0,-28.0,O,slap,8478470.0,3.0,2.0,,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,289,71.0,SEA,0.0,8476457.0,,,5,5,5v5,8480018.0,8483515.0,8482087.0,8481540.0,8482111.0,,8476457.0,8474586.0,8482665.0,8478407.0,8481789.0,,Nick Suzuki,Juraj Slafkovsky,Kaiden Guhle,Cole Caufield,Justin Barron,,Adam Larsson,Jordan Eberle,Matty Beniers,Vince Dunn,Tye Kartye,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,05:03,14:57,right,shot-on-goal,69,1,REG,-70.0,12.0,O,backhand,8475831.0,3.0,3.0,,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,303,170.0,MTL,1.0,8480018.0,,,5,5,5v5,8476875.0,8480018.0,8483515.0,8481540.0,8480192.0,,8476457.0,8474586.0,8482665.0,8478407.0,8481789.0,,Mike Matheson,Nick Suzuki,Juraj Slafkovsky,Cole Caufield,Johnathan Kovacevic,,Adam Larsson,Jordan Eberle,Matty Beniers,Vince Dunn,Tye Kartye,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,05:05,14:55,right,stoppage,70,1,REG,,,,,,3.0,3.0,goalie-stopped-after-sog,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,305,,,,,,,5,5,5v5,8476875.0,8475848.0,8480192.0,8477989.0,8476871.0,,8474602.0,8475208.0,8479293.0,8477955.0,8477505.0,,Mike Matheson,Brendan Gallagher,Johnathan Kovacevic,Christian Dvorak,Tanner Pearson,,Justin Schultz,Brian Dumoulin,Brandon Tanev,Jared McCann,Alex Wennberg,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,05:05,14:55,right,faceoff,73,1,REG,-69.0,22.0,D,,,3.0,3.0,,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,305,169.0,SEA,0.0,8477505.0,8477989.0,,5,5,5v5,8476875.0,8475848.0,8480192.0,8477989.0,8476871.0,,8474602.0,8475208.0,8479293.0,8477955.0,8477505.0,,Mike Matheson,Brendan Gallagher,Johnathan Kovacevic,Christian Dvorak,Tanner Pearson,,Justin Schultz,Brian Dumoulin,Brandon Tanev,Jared McCann,Alex Wennberg,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,05:12,14:48,right,stoppage,74,1,REG,,,,,,3.0,3.0,hand-pass,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,312,,,,,,,5,5,5v5,8476875.0,8475848.0,8480192.0,8477989.0,8476871.0,,8474602.0,8475208.0,8479293.0,8477955.0,8477505.0,,Mike Matheson,Brendan Gallagher,Johnathan Kovacevic,Christian Dvorak,Tanner Pearson,,Justin Schultz,Brian Dumoulin,Brandon Tanev,Jared McCann,Alex Wennberg,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,05:12,14:48,right,faceoff,75,1,REG,20.0,22.0,N,,,3.0,3.0,,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,312,80.0,SEA,0.0,8477505.0,8475848.0,,5,5,5v5,8476875.0,8475848.0,8480192.0,8477989.0,8476871.0,,8474602.0,8475208.0,8479293.0,8477955.0,8477505.0,,Mike Matheson,Brendan Gallagher,Johnathan Kovacevic,Christian Dvorak,Tanner Pearson,,Justin Schultz,Brian Dumoulin,Brandon Tanev,Jared McCann,Alex Wennberg,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,05:36,14:24,right,giveaway,76,1,REG,-64.0,41.0,D,,,3.0,3.0,,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,336,164.0,SEA,0.0,8474602.0,,,5,5,5v5,8476875.0,8475848.0,8480192.0,8477989.0,8476871.0,,8474602.0,8475208.0,8479293.0,8477955.0,8477505.0,,Mike Matheson,Brendan Gallagher,Johnathan Kovacevic,Christian Dvorak,Tanner Pearson,,Justin Schultz,Brian Dumoulin,Brandon Tanev,Jared McCann,Alex Wennberg,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,05:46,14:14,right,faceoff,81,1,REG,20.0,22.0,N,,,3.0,3.0,,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,346,80.0,SEA,0.0,8477930.0,8478477.0,,5,5,5v5,8478477.0,8480184.0,8476469.0,8481593.0,8481058.0,,8478840.0,8476467.0,8477930.0,8479977.0,8476323.0,,Mitchell Stephens,Gustav Lindström,Joel Armia,Jayden Struble,Jesse Ylönen,,Will Borgen,Jamie Oleksiak,Pierre-Edouard Bellemare,Kailer Yamamoto,Max McCormick,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,05:46,14:14,right,stoppage,78,1,REG,,,,,,3.0,3.0,offside,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,346,,,,,,,5,5,5v5,8478477.0,8480184.0,8476469.0,8481593.0,8481058.0,,8478840.0,8476467.0,8477930.0,8479977.0,8476323.0,,Mitchell Stephens,Gustav Lindström,Joel Armia,Jayden Struble,Jesse Ylönen,,Will Borgen,Jamie Oleksiak,Pierre-Edouard Bellemare,Kailer Yamamoto,Max McCormick,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,05:52,14:08,right,hit,82,1,REG,-36.0,-41.0,O,,,3.0,3.0,,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,352,136.0,MTL,1.0,8480184.0,8479977.0,,5,5,5v5,8478477.0,8480184.0,8476469.0,8481593.0,8481058.0,,8478840.0,8476467.0,8477930.0,8479977.0,8476323.0,,Mitchell Stephens,Gustav Lindström,Joel Armia,Jayden Struble,Jesse Ylönen,,Will Borgen,Jamie Oleksiak,Pierre-Edouard Bellemare,Kailer Yamamoto,Max McCormick,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,06:09,13:51,right,giveaway,83,1,REG,50.0,41.0,D,,,3.0,3.0,,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,369,50.0,MTL,1.0,8480184.0,,,5,5,5v5,8478477.0,8480184.0,8476469.0,8481593.0,8481058.0,,8478840.0,8476467.0,8477930.0,8479977.0,8476323.0,,Mitchell Stephens,Gustav Lindström,Joel Armia,Jayden Struble,Jesse Ylönen,,Will Borgen,Jamie Oleksiak,Pierre-Edouard Bellemare,Kailer Yamamoto,Max McCormick,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,06:11,13:49,right,hit,84,1,REG,79.0,41.0,D,,,3.0,3.0,,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,371,21.0,MTL,1.0,8480184.0,8477930.0,,5,5,5v5,8478477.0,8480184.0,8476469.0,8481593.0,8481058.0,,8478840.0,8476467.0,8477930.0,8479977.0,8476323.0,,Mitchell Stephens,Gustav Lindström,Joel Armia,Jayden Struble,Jesse Ylönen,,Will Borgen,Jamie Oleksiak,Pierre-Edouard Bellemare,Kailer Yamamoto,Max McCormick,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,06:20,13:40,right,stoppage,85,1,REG,,,,,,3.0,3.0,offside,0.0,1.0,tv-timeout,,,,2023020376,20232024,2023-12-04,2,Centre Bell,380,,,,,,,5,5,5v5,8476981.0,8482087.0,8482111.0,8478133.0,8477497.0,,8476457.0,8480009.0,8477416.0,8478407.0,8476826.0,,Josh Anderson,Kaiden Guhle,Justin Barron,Jake Evans,Sean Monahan,,Adam Larsson,Eeli Tolvanen,Oliver Bjorkstrand,Vince Dunn,Yanni Gourde,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,06:20,13:40,right,faceoff,88,1,REG,-20.0,22.0,N,,,3.0,3.0,,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,380,120.0,MTL,1.0,8478133.0,8476826.0,,5,5,5v5,8476981.0,8482087.0,8482111.0,8478133.0,8477497.0,,8476457.0,8480009.0,8477416.0,8478407.0,8476826.0,,Josh Anderson,Kaiden Guhle,Justin Barron,Jake Evans,Sean Monahan,,Adam Larsson,Eeli Tolvanen,Oliver Bjorkstrand,Vince Dunn,Yanni Gourde,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,06:43,13:17,right,takeaway,89,1,REG,45.0,-12.0,O,,,3.0,3.0,,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,403,55.0,SEA,0.0,8480009.0,,,5,5,5v5,8476981.0,8482087.0,8482111.0,8478133.0,8477497.0,,8476457.0,8480009.0,8477416.0,8478407.0,8476826.0,,Josh Anderson,Kaiden Guhle,Justin Barron,Jake Evans,Sean Monahan,,Adam Larsson,Eeli Tolvanen,Oliver Bjorkstrand,Vince Dunn,Yanni Gourde,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,06:46,13:14,right,blocked-shot,90,1,REG,51.0,-8.0,D,,,3.0,3.0,,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,406,49.0,MTL,1.0,8477416.0,8477497.0,,5,5,5v5,8476981.0,8482087.0,8482111.0,8478133.0,8477497.0,,8476457.0,8480009.0,8477416.0,8478407.0,8476826.0,,Josh Anderson,Kaiden Guhle,Justin Barron,Jake Evans,Sean Monahan,,Adam Larsson,Eeli Tolvanen,Oliver Bjorkstrand,Vince Dunn,Yanni Gourde,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,06:52,13:08,right,shot-on-goal,91,1,REG,51.0,-37.0,O,wrist,8478470.0,4.0,3.0,,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,412,49.0,SEA,0.0,8477416.0,,,5,5,5v5,8476981.0,8482087.0,8482111.0,8478133.0,8477497.0,,8476457.0,8480009.0,8477416.0,8478407.0,8476826.0,,Josh Anderson,Kaiden Guhle,Justin Barron,Jake Evans,Sean Monahan,,Adam Larsson,Eeli Tolvanen,Oliver Bjorkstrand,Vince Dunn,Yanni Gourde,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
1,06:53,13:07,right,giveaway,92,1,REG,49.0,-37.0,D,,,4.0,3.0,,0.0,1.0,,,,,2023020376,20232024,2023-12-04,2,Centre Bell,413,51.0,MTL,1.0,8482087.0,,,5,5,5v5,8476981.0,8482087.0,8482111.0,8478133.0,8477497.0,,8476457.0,8480009.0,8477416.0,8478407.0,8476826.0,,Josh Anderson,Kaiden Guhle,Justin Barron,Jake Evans,Sean Monahan,,Adam Larsson,Eeli Tolvanen,Oliver Bjorkstrand,Vince Dunn,Yanni Gourde,,8478470.0,8475831.0,Sam Montembeault,Philipp Grubauer
