period,timeInPeriod,timeRemaining,homeTeamDefendingSide,event,sortOrder,periodDescriptor_number,periodType,xCoord,yCoord,zoneCode,shotType,goalieInNetId,awaySOG,homeSOG,reason,awayScore,homeScore,typeCode,descKey,duration,secondaryReason,gameId,seasonId,gameDate,gameType,venue,elapsedTime,eventTeam,is_home,event_player1_Id,event_player2_Id,event_player3_Id,home_skaters,away_skaters,game_strength,home_skater_id1,home_skater_id2,home_skater_id3,home_skater_id4,home_skater_id5,away_skater_id1,away_skater_id2,away_skater_id3,away_skater_id4,away_skater_id5,home_skater_fullName1,home_skater_fullName2,home_skater_fullName3,home_skater_fullName4,home_skater_fullName5,away_skater_fullName1,away_skater_fullName2,away_skater_fullName3,away_skater_fullName4,away_skater_fullName5,home_goalie_id,away_goalie_id,home_goalie_fullName,away_goalie_fullName,normalized_xCoord,normalized_yCoord
3,19:36,00:24,right,missed-shot,748,3,REG,68.0,-8.0,O,wrist,8478470.0,29.0,22.0,above-crossbar,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3576,CBJ,0.0,8479941.0,,,4,5,5v4,8476875.0,8480192.0,8481058.0,8478133.0,,8478460.0,8484166.0,8476346.0,8479941.0,8476432.0,Mike Matheson,Johnathan Kovacevic,Jesse Ylönen,Jake Evans,,Zach Werenski,Adam Fantilli,Johnny Gaudreau,Justin Danforth,Boone Jenner,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,68.0,-8.0
3,19:40,00:20,right,hit,749,3,REG,39.0,40.0,D,,,29.0,22.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3580,MTL,1.0,8481058.0,8478460.0,,4,5,4v5,8476875.0,8480192.0,8481058.0,8478133.0,,8478460.0,8484166.0,8476346.0,8479941.0,8476432.0,Mike Matheson,Johnathan Kovacevic,Jesse Ylönen,Jake Evans,,Zach Werenski,Adam Fantilli,Johnny Gaudreau,Justin Danforth,Boone Jenner,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,-39.0,-40.0
4,00:00,05:00,left,faceoff,758,4,OT,0.0,0.0,N,,,29.0,22.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3600,MTL,1.0,8477497.0,8476432.0,,3,4,3v4,8476875.0,8480192.0,8477497.0,,,8478460.0,8476346.0,8476432.0,8480205.0,,Mike Matheson,Johnathan Kovacevic,Sean Monahan,,,Zach Werenski,Johnny Gaudreau,Boone Jenner,Emil Bemstrom,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,0.0,0.0
3,20:00,00:00,right,period-end,750,3,REG,,,,,,29.0,22.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3600,,,,,,3,4,3v4,8476875.0,8480192.0,8477497.0,,,8478460.0,8476346.0,8476432.0,8480205.0,,Mike Matheson,Johnathan Kovacevic,Sean Monahan,,,Zach Werenski,Johnny Gaudreau,Boone Jenner,Emil Bemstrom,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,,
4,00:00,05:00,left,period-start,755,4,OT,,,,,,29.0,22.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3600,,,,,,3,4,3v4,8476875.0,8480192.0,8477497.0,,,8478460.0,8476346.0,8476432.0,8480205.0,,Mike Matheson,Johnathan Kovacevic,Sean Monahan,,,Zach Werenski,Johnny Gaudreau,Boone Jenner,Emil Bemstrom,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,,
4,00:28,04:32,left,missed-shot,759,4,OT,-76.0,5.0,O,wrist,8478470.0,29.0,22.0,wide-right,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3628,CBJ,0.0,8476432.0,,,3,4,4v3,8476875.0,8480192.0,8477497.0,,,8478460.0,8476346.0,8476432.0,8480205.0,,Mike Matheson,Johnathan Kovacevic,Sean Monahan,,,Zach Werenski,Johnny Gaudreau,Boone Jenner,Emil Bemstrom,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,76.0,-5.0
4,00:37,04:23,left,missed-shot,760,4,OT,-66.0,-19.0,O,slap,8478470.0,29.0,22.0,above-crossbar,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3637,CBJ,0.0,8480205.0,,,3,4,4v3,8476875.0,8480192.0,8477497.0,,,8478460.0,8476346.0,8476432.0,8480205.0,,Mike Matheson,Johnathan Kovacevic,Sean Monahan,,,Zach Werenski,Johnny Gaudreau,Boone Jenner,Emil Bemstrom,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,66.0,19.0
4,00:44,04:16,left,blocked-shot,761,4,OT,-75.0,-11.0,D,,,29.0,22.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3644,MTL,1.0,8480205.0,8480192.0,,3,4,3v4,8476875.0,8480192.0,8477497.0,,,8478460.0,8476346.0,8476432.0,8480205.0,,Mike Matheson,Johnathan Kovacevic,Sean Monahan,,,Zach Werenski,Johnny Gaudreau,Boone Jenner,Emil Bemstrom,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,-75.0,-11.0
4,00:45,04:15,left,shot-on-goal,762,4,OT,-78.0,16.0,O,wrist,8478470.0,30.0,22.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3645,CBJ,0.0,8478460.0,,,3,4,4v3,8476875.0,8480192.0,8477497.0,,,8478460.0,8476346.0,8476432.0,8480205.0,,Mike Matheson,Johnathan Kovacevic,Sean Monahan,,,Zach Werenski,Johnny Gaudreau,Boone Jenner,Emil Bemstrom,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,78.0,-16.0
4,00:52,04:08,left,shot-on-goal,763,4,OT,-79.0,-1.0,O,tip-in,8478470.0,31.0,22.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3652,CBJ,0.0,8476432.0,,,3,4,4v3,8476875.0,8480192.0,8477497.0,,,8478460.0,8476346.0,8476432.0,8480205.0,,Mike Matheson,Johnathan Kovacevic,Sean Monahan,,,Zach Werenski,Johnny Gaudreau,Boone Jenner,Emil Bemstrom,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,79.0,1.0
4,00:56,04:04,left,shot-on-goal,764,4,OT,-63.0,-2.0,O,slap,8478470.0,32.0,22.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3656,CBJ,0.0,8476346.0,,,3,4,4v3,8476875.0,8480192.0,8477497.0,,,8478460.0,8476346.0,8476432.0,8480205.0,,Mike Matheson,Johnathan Kovacevic,Sean Monahan,,,Zach Werenski,Johnny Gaudreau,Boone Jenner,Emil Bemstrom,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,63.0,2.0
4,00:57,04:03,left,blocked-shot,765,4,OT,-77.0,1.0,D,,,32.0,22.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3657,MTL,1.0,8476346.0,8476875.0,,3,4,3v4,8476875.0,8480192.0,8477497.0,,,8478460.0,8476346.0,8476432.0,8480205.0,,Mike Matheson,Johnathan Kovacevic,Sean Monahan,,,Zach Werenski,Johnny Gaudreau,Boone Jenner,Emil Bemstrom,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,-77.0,1.0
4,01:16,03:44,left,takeaway,771,4,OT,-75.0,-36.0,O,,,32.0,22.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3676,CBJ,0.0,8478458.0,,,4,4,4v4,8476875.0,8475848.0,8480018.0,8480192.0,,8478460.0,8478500.0,8484166.0,8478458.0,,Mike Matheson,Brendan Gallagher,Nick Suzuki,Johnathan Kovacevic,,Zach Werenski,Ivan Provorov,Adam Fantilli,Jack Roslovic,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,75.0,36.0
4,01:19,03:41,left,shot-on-goal,772,4,OT,-34.0,-7.0,O,wrist,8478470.0,33.0,22.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3679,CBJ,0.0,8478458.0,,,4,4,4v4,8476875.0,8475848.0,8480018.0,8480192.0,,8478460.0,8478500.0,8484166.0,8478458.0,,Mike Matheson,Brendan Gallagher,Nick Suzuki,Johnathan Kovacevic,,Zach Werenski,Ivan Provorov,Adam Fantilli,Jack Roslovic,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,34.0,7.0
4,01:27,03:33,left,blocked-shot,774,4,OT,-69.0,12.0,D,,,33.0,22.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3687,MTL,1.0,8476923.0,8475848.0,,4,4,4v4,8476875.0,8475848.0,8480018.0,8480192.0,,8478500.0,8484166.0,8476923.0,8478458.0,,Mike Matheson,Brendan Gallagher,Nick Suzuki,Johnathan Kovacevic,,Ivan Provorov,Adam Fantilli,Damon Severson,Jack Roslovic,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,-69.0,12.0
4,01:31,03:29,left,blocked-shot,775,4,OT,-72.0,8.0,D,,,33.0,22.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3691,MTL,1.0,8476923.0,8476875.0,,4,4,4v4,8476875.0,8475848.0,8480018.0,8480192.0,,8478500.0,8484166.0,8476923.0,8478458.0,,Mike Matheson,Brendan Gallagher,Nick Suzuki,Johnathan Kovacevic,,Ivan Provorov,Adam Fantilli,Damon Severson,Jack Roslovic,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,-72.0,8.0
4,01:46,03:14,left,blocked-shot,778,4,OT,-56.0,-11.0,D,,,33.0,22.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3706,MTL,1.0,8484166.0,8482111.0,,4,4,4v4,8480018.0,8481540.0,8480192.0,8482111.0,,8478500.0,8484166.0,8476923.0,8478458.0,,Nick Suzuki,Cole Caufield,Johnathan Kovacevic,Justin Barron,,Ivan Provorov,Adam Fantilli,Damon Severson,Jack Roslovic,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,-56.0,-11.0
4,01:51,03:09,left,hit,779,4,OT,-99.0,-6.0,D,,,33.0,22.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3711,MTL,1.0,8482111.0,8484166.0,,4,4,4v4,8480018.0,8481540.0,8480192.0,8482111.0,,8478500.0,8484166.0,8476923.0,8478458.0,,Nick Suzuki,Cole Caufield,Johnathan Kovacevic,Justin Barron,,Ivan Provorov,Adam Fantilli,Damon Severson,Jack Roslovic,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,-99.0,-6.0
4,02:04,02:56,left,blocked-shot,781,4,OT,55.0,2.0,D,,,33.0,22.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3724,CBJ,0.0,8482111.0,8478458.0,,4,4,4v4,8480018.0,8481540.0,8482111.0,8480887.0,,8478500.0,8484166.0,8476923.0,8478458.0,,Nick Suzuki,Cole Caufield,Justin Barron,Jordan Harris,,Ivan Provorov,Adam Fantilli,Damon Severson,Jack Roslovic,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,-55.0,-2.0
4,02:24,02:36,left,hit,788,4,OT,-45.0,-38.0,D,,,33.0,22.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3744,MTL,1.0,8476981.0,8479402.0,,4,4,4v4,8481618.0,8476981.0,8482111.0,8480887.0,,8478460.0,8479941.0,8479402.0,8480074.0,,Alex Newhook,Josh Anderson,Justin Barron,Jordan Harris,,Zach Werenski,Justin Danforth,Jake Bean,Alexandre Texier,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,-45.0,-38.0
4,02:36,02:24,left,stoppage,789,4,OT,,,,,,33.0,22.0,puck-in-benches,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3756,,,,,,3,3,3v3,8476875.0,8481618.0,8476981.0,,,8478460.0,8476346.0,8476432.0,,,Mike Matheson,Alex Newhook,Josh Anderson,,,Zach Werenski,Johnny Gaudreau,Boone Jenner,,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,,
4,02:36,02:24,left,faceoff,792,4,OT,20.0,22.0,N,,,33.0,22.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3756,MTL,1.0,8481618.0,8476432.0,,3,3,3v3,8476875.0,8481618.0,8476981.0,,,8478460.0,8476346.0,8476432.0,,,Mike Matheson,Alex Newhook,Josh Anderson,,,Zach Werenski,Johnny Gaudreau,Boone Jenner,,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,20.0,22.0
4,03:09,01:51,left,missed-shot,793,4,OT,62.0,-14.0,O,wrist,8478007.0,33.0,22.0,above-crossbar,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3789,MTL,1.0,8476875.0,,,3,3,3v3,8476875.0,8481618.0,8476981.0,,,8478460.0,8476346.0,8476432.0,,,Mike Matheson,Alex Newhook,Josh Anderson,,,Zach Werenski,Johnny Gaudreau,Boone Jenner,,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,62.0,-14.0
4,03:12,01:48,left,stoppage,794,4,OT,,,,,,33.0,22.0,puck-in-netting,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3792,,,,,,3,3,3v3,8480018.0,8481540.0,8480887.0,,,8478500.0,8484166.0,8478458.0,,,Nick Suzuki,Cole Caufield,Jordan Harris,,,Ivan Provorov,Adam Fantilli,Jack Roslovic,,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,,
4,03:12,01:48,left,faceoff,797,4,OT,69.0,-22.0,O,,,33.0,22.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3792,MTL,1.0,8480018.0,8484166.0,,3,3,3v3,8480018.0,8481540.0,8480887.0,,,8478500.0,8484166.0,8478458.0,,,Nick Suzuki,Cole Caufield,Jordan Harris,,,Ivan Provorov,Adam Fantilli,Jack Roslovic,,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,69.0,-22.0
4,03:26,01:34,left,shot-on-goal,798,4,OT,82.0,2.0,O,backhand,8478007.0,33.0,23.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3806,MTL,1.0,8481540.0,,,3,3,3v3,8480018.0,8481540.0,8480887.0,,,8478500.0,8484166.0,8478458.0,,,Nick Suzuki,Cole Caufield,Jordan Harris,,,Ivan Provorov,Adam Fantilli,Jack Roslovic,,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,82.0,2.0
4,03:28,01:32,left,stoppage,799,4,OT,,,,,,33.0,23.0,goalie-stopped-after-sog,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3808,,,,,,3,3,3v3,8480018.0,8480887.0,8477497.0,,,8478500.0,8476432.0,8478458.0,,,Nick Suzuki,Jordan Harris,Sean Monahan,,,Ivan Provorov,Boone Jenner,Jack Roslovic,,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,,
4,03:28,01:32,left,faceoff,802,4,OT,69.0,22.0,D,,,33.0,23.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3808,CBJ,0.0,8476432.0,8477497.0,,3,3,3v3,8480018.0,8480887.0,8477497.0,,,8478500.0,8476432.0,8478458.0,,,Nick Suzuki,Jordan Harris,Sean Monahan,,,Ivan Provorov,Boone Jenner,Jack Roslovic,,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,-69.0,-22.0
4,03:30,01:30,left,takeaway,803,4,OT,71.0,26.0,O,,,33.0,23.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3810,MTL,1.0,8480018.0,,,3,3,3v3,8480018.0,8480887.0,8477497.0,,,8478500.0,8476432.0,8478458.0,,,Nick Suzuki,Jordan Harris,Sean Monahan,,,Ivan Provorov,Boone Jenner,Jack Roslovic,,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,71.0,26.0
4,03:48,01:12,left,blocked-shot,806,4,OT,65.0,-13.0,D,,,33.0,23.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3828,CBJ,0.0,8481540.0,8478500.0,,3,3,3v3,8480018.0,8481540.0,8480887.0,,,8478500.0,8484166.0,8478458.0,,,Nick Suzuki,Cole Caufield,Jordan Harris,,,Ivan Provorov,Adam Fantilli,Jack Roslovic,,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,-65.0,13.0
4,03:56,01:04,left,missed-shot,807,4,OT,85.0,6.0,O,wrist,8478007.0,33.0,23.0,wide-left,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3836,MTL,1.0,8481540.0,,,3,3,3v3,8480018.0,8481540.0,8480887.0,,,8478500.0,8484166.0,8478458.0,,,Nick Suzuki,Cole Caufield,Jordan Harris,,,Ivan Provorov,Adam Fantilli,Jack Roslovic,,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,85.0,6.0
4,03:58,01:02,left,shot-on-goal,808,4,OT,84.0,4.0,O,snap,8478007.0,33.0,24.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3838,MTL,1.0,8480018.0,,,3,3,3v3,8480018.0,8481540.0,8480887.0,,,8478500.0,8484166.0,8478458.0,,,Nick Suzuki,Cole Caufield,Jordan Harris,,,Ivan Provorov,Adam Fantilli,Jack Roslovic,,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,84.0,4.0
4,03:59,01:01,left,shot-on-goal,809,4,OT,83.0,4.0,O,snap,8478007.0,33.0,25.0,,3.0,3.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3839,MTL,1.0,8480018.0,,,3,3,3v3,8480018.0,8481540.0,8480887.0,,,8478500.0,8484166.0,8478458.0,,,Nick Suzuki,Cole Caufield,Jordan Harris,,,Ivan Provorov,Adam Fantilli,Jack Roslovic,,,8478470.0,8478007.0,Sam Montembeault,Elvis Merzlikins,83.0,4.0
4,04:17,00:43,left,period-end,811,4,OT,,,,,,33.0,25.0,,3.0,4.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3857,,,,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,04:17,00:43,left,goal,810,4,OT,86.0,8.0,O,wrist,8478007.0,33.0,25.0,,3.0,4.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3857,MTL,1.0,8481540.0,8480018.0,8480887.0,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,86.0,8.0
4,04:17,00:43,left,game-end,815,4,OT,,,,,,33.0,25.0,,3.0,4.0,,,,,2023020103,20232024,2023-10-26,2,Centre Bell,3857,,,,,,0,0,0v0,,,,,,,,,,,,,,,,,,,,,,,,,,
