shift_number,period,duration,sweaterNumber,is_home,startTime,endTime,duration_s,startTime_s,endTime_s,gameId,gameDate,playerId,positionCode
1,1,00:56,8,1,0:21,1:17,56,21,77,2023020423,2023-12-10,8476875,D
2,1,01:11,8,1,2:45,3:56,71,165,236,2023020423,2023-12-10,8476875,D
3,1,00:31,8,1,5:08,5:39,31,308,339,2023020423,2023-12-10,8476875,D
4,1,00:47,8,1,7:11,7:58,47,431,478,2023020423,2023-12-10,8476875,D
5,1,01:20,8,1,8:29,9:49,80,509,589,2023020423,2023-12-10,8476875,D
6,1,00:46,8,1,10:55,11:41,46,655,701,2023020423,2023-12-10,8476875,D
7,1,00:14,8,1,14:06,14:20,14,846,860,2023020423,2023-12-10,8476875,D
8,1,01:16,8,1,16:20,17:36,76,980,1056,2023020423,2023-12-10,8476875,D
9,1,00:59,8,1,18:39,19:38,59,1119,1178,2023020423,2023-12-10,8476875,D
10,2,00:41,8,1,1:35,2:16,41,1295,1336,2023020423,2023-12-10,8476875,D
11,2,01:32,8,1,5:06,6:38,92,1506,1598,2023020423,2023-12-10,8476875,D
12,2,00:39,8,1,7:41,8:20,39,1661,1700,2023020423,2023-12-10,8476875,D
13,2,01:13,8,1,8:43,9:56,73,1723,1796,2023020423,2023-12-10,8476875,D
14,2,01:01,8,1,11:21,12:22,61,1881,1942,2023020423,2023-12-10,8476875,D
15,2,00:46,8,1,14:41,15:27,46,2081,2127,2023020423,2023-12-10,8476875,D
16,2,00:48,8,1,16:07,16:55,48,2167,2215,2023020423,2023-12-10,8476875,D
17,2,01:01,8,1,18:24,19:25,61,2304,2365,2023020423,2023-12-10,8476875,D
18,2,00:22,8,1,19:38,20:00,22,2378,2400,2023020423,2023-12-10,8476875,D
19,3,00:43,8,1,0:23,1:06,43,2423,2466,2023020423,2023-12-10,8476875,D
20,3,00:37,8,1,3:33,4:10,37,2613,2650,2023020423,2023-12-10,8476875,D
21,3,00:59,8,1,5:07,6:06,59,2707,2766,2023020423,2023-12-10,8476875,D
22,3,02:09,8,1,7:52,10:01,129,2872,3001,2023020423,2023-12-10,8476875,D
23,3,01:22,8,1,13:23,14:45,82,3203,3285,2023020423,2023-12-10,8476875,D
24,3,01:49,8,1,16:07,17:56,109,3367,3476,2023020423,2023-12-10,8476875,D
25,3,01:39,8,1,18:21,20:00,99,3501,3600,2023020423,2023-12-10,8476875,D
1,1,00:57,11,1,1:59,2:56,57,119,176,2023020423,2023-12-10,8475848,R
2,1,00:30,11,1,5:09,5:39,30,309,339,2023020423,2023-12-10,8475848,R
3,1,00:46,11,1,6:25,7:11,46,385,431,2023020423,2023-12-10,8475848,R
4,1,00:53,11,1,10:02,10:55,53,602,655,2023020423,2023-12-10,8475848,R
5,1,00:46,11,1,17:19,18:05,46,1039,1085,2023020423,2023-12-10,8475848,R
6,1,00:34,11,1,19:26,20:00,34,1166,1200,2023020423,2023-12-10,8475848,R
7,2,00:54,11,1,0:00,0:54,54,1200,1254,2023020423,2023-12-10,8475848,R
8,2,00:22,11,1,4:04,4:26,22,1444,1466,2023020423,2023-12-10,8475848,R
9,2,00:12,11,1,6:26,6:38,12,1586,1598,2023020423,2023-12-10,8475848,R
10,2,00:38,11,1,7:03,7:41,38,1623,1661,2023020423,2023-12-10,8475848,R
11,2,00:48,11,1,10:02,10:50,48,1802,1850,2023020423,2023-12-10,8475848,R
12,2,01:11,11,1,12:10,13:21,71,1930,2001,2023020423,2023-12-10,8475848,R
13,2,00:40,11,1,15:27,16:07,40,2127,2167,2023020423,2023-12-10,8475848,R
14,2,00:36,11,1,18:24,19:00,36,2304,2340,2023020423,2023-12-10,8475848,R
15,3,00:23,11,1,0:00,0:23,23,2400,2423,2023020423,2023-12-10,8475848,R
16,3,00:17,11,1,3:20,3:37,17,2600,2617,2023020423,2023-12-10,8475848,R
17,3,00:47,11,1,4:20,5:07,47,2660,2707,2023020423,2023-12-10,8475848,R
18,3,00:55,11,1,7:25,8:20,55,2845,2900,2023020423,2023-12-10,8475848,R
19,3,00:42,11,1,10:19,11:01,42,3019,3061,2023020423,2023-12-10,8475848,R
20,3,00:38,11,1,14:08,14:46,38,3248,3286,2023020423,2023-12-10,8475848,R
21,3,01:28,11,1,18:32,20:00,88,3512,3600,2023020423,2023-12-10,8475848,R
1,1,00:46,13,1,2:58,3:44,46,178,224,2023020423,2023-12-10,8478477,C
2,1,00:46,13,1,5:39,6:25,46,339,385,2023020423,2023-12-10,8478477,C
3,1,01:36,13,1,11:41,13:17,96,701,797,2023020423,2023-12-10,8478477,C
4,1,00:07,13,1,15:42,15:49,7,942,949,2023020423,2023-12-10,8478477,C
5,2,01:15,13,1,3:00,4:15,75,1380,1455,2023020423,2023-12-10,8478477,C
6,2,00:23,13,1,8:20,8:43,23,1700,1723,2023020423,2023-12-10,8478477,C
7,2,00:31,13,1,10:50,11:21,31,1850,1881,2023020423,2023-12-10,8478477,C
8,2,00:57,13,1,13:22,14:19,57,2002,2059,2023020423,2023-12-10,8478477,C
9,2,00:40,13,1,17:44,18:24,40,2264,2304,2023020423,2023-12-10,8478477,C
10,3,00:37,13,1,2:36,3:13,37,2556,2593,2023020423,2023-12-10,8478477,C
11,3,00:54,13,1,5:52,6:46,54,2752,2806,2023020423,2023-12-10,8478477,C
12,3,00:47,13,1,11:02,11:49,47,3062,3109,2023020423,2023-12-10,8478477,C
1,1,00:49,14,1,0:21,1:10,49,21,70,2023020423,2023-12-10,8480018,C
2,1,00:55,14,1,3:44,4:39,55,224,279,2023020423,2023-12-10,8480018,C
3,1,00:47,14,1,7:11,7:58,47,431,478,2023020423,2023-12-10,8480018,C
4,1,01:21,14,1,8:29,9:50,81,509,590,2023020423,2023-12-10,8480018,C
5,1,00:14,14,1,14:06,14:20,14,846,860,2023020423,2023-12-10,8480018,C
6,1,01:30,14,1,15:49,17:19,90,949,1039,2023020423,2023-12-10,8480018,C
7,1,00:48,14,1,18:39,19:27,48,1119,1167,2023020423,2023-12-10,8480018,C
8,2,00:40,14,1,0:55,1:35,40,1255,1295,2023020423,2023-12-10,8480018,C
9,2,00:40,14,1,2:20,3:00,40,1340,1380,2023020423,2023-12-10,8480018,C
10,2,01:32,14,1,5:06,6:38,92,1506,1598,2023020423,2023-12-10,8480018,C
11,2,00:39,14,1,7:41,8:20,39,1661,1700,2023020423,2023-12-10,8480018,C
12,2,00:49,14,1,11:21,12:10,49,1881,1930,2023020423,2023-12-10,8480018,C
13,2,01:08,14,1,14:19,15:27,68,2059,2127,2023020423,2023-12-10,8480018,C
14,2,00:49,14,1,16:55,17:44,49,2215,2264,2023020423,2023-12-10,8480018,C
15,2,00:22,14,1,19:38,20:00,22,2378,2400,2023020423,2023-12-10,8480018,C
16,3,01:32,14,1,1:04,2:36,92,2464,2556,2023020423,2023-12-10,8480018,C
17,3,00:45,14,1,5:07,5:52,45,2707,2752,2023020423,2023-12-10,8480018,C
18,3,01:26,14,1,8:53,10:19,86,2933,3019,2023020423,2023-12-10,8480018,C
19,3,01:35,14,1,11:49,13:24,95,3109,3204,2023020423,2023-12-10,8480018,C
20,3,01:00,14,1,14:44,15:44,60,3284,3344,2023020423,2023-12-10,8480018,C
21,3,02:27,14,1,17:33,20:00,147,3453,3600,2023020423,2023-12-10,8480018,C
1,1,00:21,17,1,0:00,0:21,21,0,21,2023020423,2023-12-10,8476981,R
2,1,00:51,17,1,1:10,2:01,51,70,121,2023020423,2023-12-10,8476981,R
3,1,00:48,17,1,4:32,5:20,48,272,320,2023020423,2023-12-10,8476981,R
4,1,00:31,17,1,7:58,8:29,31,478,509,2023020423,2023-12-10,8476981,R
5,1,00:31,17,1,9:50,10:21,31,590,621,2023020423,2023-12-10,8476981,R
6,1,00:57,17,1,13:17,14:14,57,797,854,2023020423,2023-12-10,8476981,R
7,1,00:20,17,1,17:26,17:46,20,1046,1066,2023020423,2023-12-10,8476981,R
8,1,00:34,17,1,18:05,18:39,34,1085,1119,2023020423,2023-12-10,8476981,R
9,2,01:01,17,1,1:35,2:36,61,1295,1356,2023020423,2023-12-10,8476981,R
10,2,00:25,17,1,6:38,7:03,25,1598,1623,2023020423,2023-12-10,8476981,R
11,2,01:23,17,1,8:43,10:06,83,1723,1806,2023020423,2023-12-10,8476981,R
12,2,01:08,17,1,12:18,13:26,68,1938,2006,2023020423,2023-12-10,8476981,R
13,2,00:48,17,1,16:07,16:55,48,2167,2215,2023020423,2023-12-10,8476981,R
14,2,00:38,17,1,19:00,19:38,38,2340,2378,2023020423,2023-12-10,8476981,R
15,3,00:42,17,1,0:23,1:05,42,2423,2465,2023020423,2023-12-10,8476981,R
16,3,00:43,17,1,3:37,4:20,43,2617,2660,2023020423,2023-12-10,8476981,R
17,3,00:42,17,1,6:47,7:29,42,2807,2849,2023020423,2023-12-10,8476981,R
18,3,00:33,17,1,8:20,8:53,33,2900,2933,2023020423,2023-12-10,8476981,R
19,3,00:49,17,1,10:19,11:08,49,3019,3068,2023020423,2023-12-10,8476981,R
20,3,00:49,17,1,13:19,14:08,49,3199,3248,2023020423,2023-12-10,8476981,R
21,3,01:47,17,1,15:48,17:35,107,3348,3455,2023020423,2023-12-10,8476981,R
1,1,00:49,20,1,0:21,1:10,49,21,70,2023020423,2023-12-10,8483515,L
2,1,00:45,20,1,3:47,4:32,45,227,272,2023020423,2023-12-10,8483515,L
3,1,00:47,20,1,7:11,7:58,47,431,478,2023020423,2023-12-10,8483515,L
4,1,00:04,20,1,9:58,10:02,4,598,602,2023020423,2023-12-10,8483515,L
5,1,00:06,20,1,14:14,14:20,6,854,860,2023020423,2023-12-10,8483515,L
6,1,01:10,20,1,16:26,17:36,70,986,1056,2023020423,2023-12-10,8483515,L
7,1,00:47,20,1,18:39,19:26,47,1119,1166,2023020423,2023-12-10,8483515,L
8,2,00:24,20,1,2:36,3:00,24,1356,1380,2023020423,2023-12-10,8483515,L
9,2,00:25,20,1,6:38,7:03,25,1598,1623,2023020423,2023-12-10,8483515,L
10,2,00:39,20,1,7:41,8:20,39,1661,1700,2023020423,2023-12-10,8483515,L
11,2,01:09,20,1,11:21,12:30,69,1881,1950,2023020423,2023-12-10,8483515,L
12,2,00:49,20,1,14:38,15:27,49,2078,2127,2023020423,2023-12-10,8483515,L
13,2,01:09,20,1,16:55,18:04,69,2215,2284,2023020423,2023-12-10,8483515,L
14,2,00:22,20,1,19:38,20:00,22,2378,2400,2023020423,2023-12-10,8483515,L
15,3,01:25,20,1,1:05,2:30,85,2465,2550,2023020423,2023-12-10,8483515,L
16,3,00:45,20,1,5:14,5:59,45,2714,2759,2023020423,2023-12-10,8483515,L
17,3,01:26,20,1,8:53,10:19,86,2933,3019,2023020423,2023-12-10,8483515,L
18,3,01:31,20,1,11:48,13:19,91,3108,3199,2023020423,2023-12-10,8483515,L
19,3,00:40,20,1,15:08,15:48,40,3308,3348,2023020423,2023-12-10,8483515,L
20,3,02:24,20,1,17:36,20:00,144,3456,3600,2023020423,2023-12-10,8483515,L
1,1,00:21,21,1,0:00,0:21,21,0,21,2023020423,2023-12-10,8482087,D
2,1,00:54,21,1,1:51,2:45,54,111,165,2023020423,2023-12-10,8482087,D
3,1,00:42,21,1,3:56,4:38,42,236,278,2023020423,2023-12-10,8482087,D
4,1,00:43,21,1,6:28,7:11,43,388,431,2023020423,2023-12-10,8482087,D
5,1,00:31,21,1,7:58,8:29,31,478,509,2023020423,2023-12-10,8482087,D
6,1,01:23,21,1,9:23,10:46,83,563,646,2023020423,2023-12-10,8482087,D
7,1,00:51,21,1,13:17,14:08,51,797,848,2023020423,2023-12-10,8482087,D
8,1,01:22,21,1,14:20,15:42,82,860,942,2023020423,2023-12-10,8482087,D
9,1,00:37,21,1,15:49,16:26,37,949,986,2023020423,2023-12-10,8482087,D
10,1,00:53,21,1,17:46,18:39,53,1066,1119,2023020423,2023-12-10,8482087,D
11,1,00:22,21,1,19:38,20:00,22,1178,1200,2023020423,2023-12-10,8482087,D
12,2,01:35,21,1,0:00,1:35,95,1200,1295,2023020423,2023-12-10,8482087,D
13,2,00:40,21,1,4:26,5:06,40,1466,1506,2023020423,2023-12-10,8482087,D
14,2,00:25,21,1,6:38,7:03,25,1598,1623,2023020423,2023-12-10,8482087,D
15,2,00:23,21,1,8:20,8:43,23,1700,1723,2023020423,2023-12-10,8482087,D
16,2,01:18,21,1,13:21,14:39,78,2001,2079,2023020423,2023-12-10,8482087,D
17,2,01:29,21,1,16:55,18:24,89,2215,2304,2023020423,2023-12-10,8482087,D
18,2,00:13,21,1,19:25,19:38,13,2365,2378,2023020423,2023-12-10,8482087,D
19,3,00:23,21,1,0:00,0:23,23,2400,2423,2023020423,2023-12-10,8482087,D
20,3,01:23,21,1,1:06,2:29,83,2466,2549,2023020423,2023-12-10,8482087,D
21,3,00:58,21,1,4:09,5:07,58,2649,2707,2023020423,2023-12-10,8482087,D
22,3,01:00,21,1,6:54,7:54,60,2814,2874,2023020423,2023-12-10,8482087,D
23,3,01:43,21,1,11:49,13:32,103,3109,3212,2023020423,2023-12-10,8482087,D
24,3,01:03,21,1,14:45,15:48,63,3285,3348,2023020423,2023-12-10,8482087,D
25,3,00:14,21,1,15:53,16:07,14,3353,3367,2023020423,2023-12-10,8482087,D
26,3,00:27,21,1,17:54,18:21,27,3474,3501,2023020423,2023-12-10,8482087,D
1,1,00:46,22,1,0:21,1:07,46,21,67,2023020423,2023-12-10,8481540,R
2,1,00:49,22,1,3:44,4:33,49,224,273,2023020423,2023-12-10,8481540,R
3,1,00:47,22,1,7:11,7:58,47,431,478,2023020423,2023-12-10,8481540,R
4,1,00:54,22,1,8:29,9:23,54,509,563,2023020423,2023-12-10,8481540,R
5,1,00:12,22,1,14:08,14:20,12,848,860,2023020423,2023-12-10,8481540,R
6,1,01:37,22,1,15:49,17:26,97,949,1046,2023020423,2023-12-10,8481540,R
7,1,00:47,22,1,18:39,19:26,47,1119,1166,2023020423,2023-12-10,8481540,R
8,2,00:41,22,1,0:54,1:35,41,1254,1295,2023020423,2023-12-10,8481540,R
9,2,00:37,22,1,2:23,3:00,37,1343,1380,2023020423,2023-12-10,8481540,R
