shift_number,period,duration,sweaterNumber,is_home,startTime,endTime,duration_s,startTime_s,endTime_s,gameId,gameDate,playerId,positionCode
1,1,01:06,8,1,0:41,1:47,66,41,107,2023020464,2023-12-16,8476875,D
2,1,00:56,8,1,2:52,3:48,56,172,228,2023020464,2023-12-16,8476875,D
3,1,00:37,8,1,5:58,6:35,37,358,395,2023020464,2023-12-16,8476875,D
4,1,00:39,8,1,7:12,7:51,39,432,471,2023020464,2023-12-16,8476875,D
5,1,01:12,8,1,8:36,9:48,72,516,588,2023020464,2023-12-16,8476875,D
6,1,00:40,8,1,12:10,12:50,40,730,770,2023020464,2023-12-16,8476875,D
7,1,01:24,8,1,13:50,15:14,84,830,914,2023020464,2023-12-16,8476875,D
8,1,00:59,8,1,17:55,18:54,59,1075,1134,2023020464,2023-12-16,8476875,D
9,1,00:31,8,1,19:29,20:00,31,1169,1200,2023020464,2023-12-16,8476875,D
10,2,01:04,8,1,0:54,1:58,64,1254,1318,2023020464,2023-12-16,8476875,D
11,2,01:32,8,1,3:05,4:37,92,1385,1477,2023020464,2023-12-16,8476875,D
12,2,01:04,8,1,6:08,7:12,64,1568,1632,2023020464,2023-12-16,8476875,D
13,2,00:31,8,1,9:37,10:08,31,1777,1808,2023020464,2023-12-16,8476875,D
14,2,01:13,8,1,11:36,12:49,73,1896,1969,2023020464,2023-12-16,8476875,D
15,2,00:58,8,1,13:47,14:45,58,2027,2085,2023020464,2023-12-16,8476875,D
16,2,00:41,8,1,16:50,17:31,41,2210,2251,2023020464,2023-12-16,8476875,D
17,2,00:54,8,1,19:06,20:00,54,2346,2400,2023020464,2023-12-16,8476875,D
18,3,02:07,8,1,0:00,2:07,127,2400,2527,2023020464,2023-12-16,8476875,D
19,3,00:11,8,1,3:32,3:43,11,2612,2623,2023020464,2023-12-16,8476875,D
20,3,01:15,8,1,4:19,5:34,75,2659,2734,2023020464,2023-12-16,8476875,D
21,3,00:42,8,1,6:33,7:15,42,2793,2835,2023020464,2023-12-16,8476875,D
22,3,00:48,8,1,7:51,8:39,48,2871,2919,2023020464,2023-12-16,8476875,D
23,3,00:52,8,1,11:28,12:20,52,3088,3140,2023020464,2023-12-16,8476875,D
24,3,00:07,8,1,13:59,14:06,7,3239,3246,2023020464,2023-12-16,8476875,D
25,3,00:52,8,1,15:06,15:58,52,3306,3358,2023020464,2023-12-16,8476875,D
26,3,00:49,8,1,16:10,16:59,49,3370,3419,2023020464,2023-12-16,8476875,D
27,3,01:28,8,1,17:57,19:25,88,3477,3565,2023020464,2023-12-16,8476875,D
1,1,01:05,11,1,1:27,2:32,65,87,152,2023020464,2023-12-16,8475848,R
2,1,01:03,11,1,4:55,5:58,63,295,358,2023020464,2023-12-16,8475848,R
3,1,00:32,11,1,8:43,9:15,32,523,555,2023020464,2023-12-16,8475848,R
4,1,00:27,11,1,12:50,13:17,27,770,797,2023020464,2023-12-16,8475848,R
5,1,00:49,11,1,15:26,16:15,49,926,975,2023020464,2023-12-16,8475848,R
6,1,00:35,11,1,18:54,19:29,35,1134,1169,2023020464,2023-12-16,8475848,R
7,2,00:40,11,1,0:00,0:40,40,1200,1240,2023020464,2023-12-16,8475848,R
8,2,00:33,11,1,7:12,7:45,33,1632,1665,2023020464,2023-12-16,8475848,R
9,2,00:31,11,1,9:06,9:37,31,1746,1777,2023020464,2023-12-16,8475848,R
10,2,00:53,11,1,10:35,11:28,53,1835,1888,2023020464,2023-12-16,8475848,R
11,2,01:00,11,1,14:45,15:45,60,2085,2145,2023020464,2023-12-16,8475848,R
12,2,00:29,11,1,17:50,18:19,29,2270,2299,2023020464,2023-12-16,8475848,R
13,3,00:51,11,1,1:50,2:41,51,2510,2561,2023020464,2023-12-16,8475848,R
14,3,00:44,11,1,5:14,5:58,44,2714,2758,2023020464,2023-12-16,8475848,R
15,3,00:54,11,1,7:50,8:44,54,2870,2924,2023020464,2023-12-16,8475848,R
16,3,00:50,11,1,11:17,12:07,50,3077,3127,2023020464,2023-12-16,8475848,R
17,3,00:15,11,1,15:55,16:10,15,3355,3370,2023020464,2023-12-16,8475848,R
18,3,01:00,11,1,16:59,17:59,60,3419,3479,2023020464,2023-12-16,8475848,R
1,1,00:18,13,1,2:34,2:52,18,154,172,2023020464,2023-12-16,8478477,C
2,1,00:03,13,1,6:34,6:37,3,394,397,2023020464,2023-12-16,8478477,C
3,1,01:06,13,1,7:30,8:36,66,450,516,2023020464,2023-12-16,8478477,C
4,1,00:45,13,1,10:10,10:55,45,610,655,2023020464,2023-12-16,8478477,C
5,1,00:33,13,1,13:17,13:50,33,797,830,2023020464,2023-12-16,8478477,C
6,1,00:43,13,1,16:15,16:58,43,975,1018,2023020464,2023-12-16,8478477,C
7,2,01:39,13,1,2:58,4:37,99,1378,1477,2023020464,2023-12-16,8478477,C
8,2,01:15,13,1,7:45,9:00,75,1665,1740,2023020464,2023-12-16,8478477,C
9,2,00:48,13,1,11:30,12:18,48,1890,1938,2023020464,2023-12-16,8478477,C
10,2,00:53,13,1,15:47,16:40,53,2147,2200,2023020464,2023-12-16,8478477,C
11,2,00:39,13,1,19:21,20:00,39,2361,2400,2023020464,2023-12-16,8478477,C
12,3,00:52,13,1,2:40,3:32,52,2560,2612,2023020464,2023-12-16,8478477,C
13,3,00:42,13,1,8:39,9:21,42,2919,2961,2023020464,2023-12-16,8478477,C
14,3,00:42,13,1,12:20,13:02,42,3140,3182,2023020464,2023-12-16,8478477,C
15,3,00:20,13,1,19:40,20:00,20,3580,3600,2023020464,2023-12-16,8478477,C
1,1,01:01,14,1,0:32,1:33,61,32,93,2023020464,2023-12-16,8480018,C
2,1,01:04,14,1,2:52,3:56,64,172,236,2023020464,2023-12-16,8480018,C
