shift_number,period,duration,sweaterNumber,is_home,startTime,endTime,duration_s,startTime_s,endTime_s,gameId,gameDate,playerId,positionCode
1,1,00:34,8,1,0:00,0:34,34,0,34,2023020442,2023-12-13,8476875,D
2,1,01:18,8,1,3:04,4:22,78,184,262,2023020442,2023-12-13,8476875,D
3,1,00:35,8,1,5:49,6:24,35,349,384,2023020442,2023-12-13,8476875,D
4,1,01:01,8,1,8:09,9:10,61,489,550,2023020442,2023-12-13,8476875,D
5,1,01:12,8,1,11:04,12:16,72,664,736,2023020442,2023-12-13,8476875,D
6,1,01:32,8,1,13:48,15:20,92,828,920,2023020442,2023-12-13,8476875,D
7,1,00:51,8,1,16:27,17:18,51,987,1038,2023020442,2023-12-13,8476875,D
8,1,00:54,8,1,18:48,19:42,54,1128,1182,2023020442,2023-12-13,8476875,D
9,2,00:55,8,1,0:00,0:55,55,1200,1255,2023020442,2023-12-13,8476875,D
10,2,00:51,8,1,2:27,3:18,51,1347,1398,2023020442,2023-12-13,8476875,D
11,2,00:04,8,1,4:22,4:26,4,1462,1466,2023020442,2023-12-13,8476875,D
12,2,00:52,8,1,4:44,5:36,52,1484,1536,2023020442,2023-12-13,8476875,D
13,2,01:46,8,1,7:16,9:02,106,1636,1742,2023020442,2023-12-13,8476875,D
14,2,00:47,8,1,10:15,11:02,47,1815,1862,2023020442,2023-12-13,8476875,D
15,2,00:47,8,1,13:21,14:08,47,2001,2048,2023020442,2023-12-13,8476875,D
16,2,00:48,8,1,14:22,15:10,48,2062,2110,2023020442,2023-12-13,8476875,D
17,2,01:15,8,1,16:36,17:51,75,2196,2271,2023020442,2023-12-13,8476875,D
18,2,00:49,8,1,19:11,20:00,49,2351,2400,2023020442,2023-12-13,8476875,D
19,3,00:39,8,1,0:00,0:39,39,2400,2439,2023020442,2023-12-13,8476875,D
20,3,01:49,8,1,2:30,4:19,109,2550,2659,2023020442,2023-12-13,8476875,D
21,3,00:41,8,1,5:14,5:55,41,2714,2755,2023020442,2023-12-13,8476875,D
22,3,00:32,8,1,6:35,7:07,32,2795,2827,2023020442,2023-12-13,8476875,D
23,3,01:35,8,1,8:40,10:15,95,2920,3015,2023020442,2023-12-13,8476875,D
24,3,01:03,8,1,11:49,12:52,63,3109,3172,2023020442,2023-12-13,8476875,D
25,3,01:31,8,1,14:10,15:41,91,3250,3341,2023020442,2023-12-13,8476875,D
26,3,02:05,8,1,16:00,18:05,125,3360,3485,2023020442,2023-12-13,8476875,D
27,3,01:19,8,1,18:41,20:00,79,3521,3600,2023020442,2023-12-13,8476875,D
28,4,01:02,8,1,0:00,1:02,62,3600,3662,2023020442,2023-12-13,8476875,D
29,4,02:08,8,1,1:04,3:12,128,3664,3792,2023020442,2023-12-13,8476875,D
30,4,01:06,8,1,3:54,5:00,66,3834,3900,2023020442,2023-12-13,8476875,D
1,1,00:55,11,1,0:37,1:32,55,37,92,2023020442,2023-12-13,8475848,R
2,1,00:40,11,1,5:12,5:52,40,312,352,2023020442,2023-12-13,8475848,R
3,1,00:38,11,1,6:24,7:02,38,384,422,2023020442,2023-12-13,8475848,R
4,1,00:33,11,1,9:47,10:20,33,587,620,2023020442,2023-12-13,8475848,R
5,1,00:47,11,1,12:55,13:42,47,775,822,2023020442,2023-12-13,8475848,R
6,1,00:46,11,1,16:21,17:07,46,981,1027,2023020442,2023-12-13,8475848,R
7,2,00:41,11,1,1:46,2:27,41,1306,1347,2023020442,2023-12-13,8475848,R
8,2,00:16,11,1,8:54,9:10,16,1734,1750,2023020442,2023-12-13,8475848,R
9,2,00:19,11,1,13:21,13:40,19,2001,2020,2023020442,2023-12-13,8475848,R
10,2,01:55,11,1,15:55,17:50,115,2155,2270,2023020442,2023-12-13,8475848,R
11,3,00:50,11,1,1:47,2:37,50,2507,2557,2023020442,2023-12-13,8475848,R
12,3,00:55,11,1,4:19,5:14,55,2659,2714,2023020442,2023-12-13,8475848,R
13,3,00:40,11,1,7:07,7:47,40,2827,2867,2023020442,2023-12-13,8475848,R
14,3,01:09,11,1,10:42,11:51,69,3042,3111,2023020442,2023-12-13,8475848,R
15,3,00:32,11,1,13:03,13:35,32,3183,3215,2023020442,2023-12-13,8475848,R
16,3,00:11,11,1,15:31,15:42,11,3331,3342,2023020442,2023-12-13,8475848,R
17,3,00:11,11,1,16:47,16:58,11,3407,3418,2023020442,2023-12-13,8475848,R
18,3,00:46,11,1,17:55,18:41,46,3475,3521,2023020442,2023-12-13,8475848,R
1,1,00:27,13,1,2:37,3:04,27,157,184,2023020442,2023-12-13,8478477,C
2,1,00:32,13,1,5:52,6:24,32,352,384,2023020442,2023-12-13,8478477,C
3,1,00:37,13,1,9:10,9:47,37,550,587,2023020442,2023-12-13,8478477,C
4,1,00:44,13,1,12:11,12:55,44,731,775,2023020442,2023-12-13,8478477,C
5,1,00:43,13,1,17:07,17:50,43,1027,1070,2023020442,2023-12-13,8478477,C
6,2,00:04,13,1,4:22,4:26,4,1462,1466,2023020442,2023-12-13,8478477,C
7,2,00:37,13,1,4:59,5:36,37,1499,1536,2023020442,2023-12-13,8478477,C
8,2,00:36,13,1,6:40,7:16,36,1600,1636,2023020442,2023-12-13,8478477,C
9,2,00:26,13,1,11:02,11:28,26,1862,1888,2023020442,2023-12-13,8478477,C
10,2,00:40,13,1,15:03,15:43,40,2103,2143,2023020442,2023-12-13,8478477,C
11,3,00:40,13,1,5:26,6:06,40,2726,2766,2023020442,2023-12-13,8478477,C
12,3,00:43,13,1,9:53,10:36,43,2993,3036,2023020442,2023-12-13,8478477,C
1,1,00:37,14,1,0:00,0:37,37,0,37,2023020442,2023-12-13,8480018,C
2,1,01:13,14,1,3:04,4:17,73,184,257,2023020442,2023-12-13,8480018,C
3,1,01:20,14,1,7:50,9:10,80,470,550,2023020442,2023-12-13,8480018,C
4,1,00:53,14,1,11:18,12:11,53,678,731,2023020442,2023-12-13,8480018,C
5,1,01:32,14,1,13:48,15:20,92,828,920,2023020442,2023-12-13,8480018,C
6,1,00:58,14,1,17:50,18:48,58,1070,1128,2023020442,2023-12-13,8480018,C
7,1,00:12,14,1,19:48,20:00,12,1188,1200,2023020442,2023-12-13,8480018,C
8,2,00:55,14,1,0:00,0:55,55,1200,1255,2023020442,2023-12-13,8480018,C
9,2,00:51,14,1,2:51,3:42,51,1371,1422,2023020442,2023-12-13,8480018,C
10,2,01:03,14,1,5:36,6:39,63,1536,1599,2023020442,2023-12-13,8480018,C
11,2,01:05,14,1,9:10,10:15,65,1750,1815,2023020442,2023-12-13,8480018,C
12,2,01:16,14,1,11:28,12:44,76,1888,1964,2023020442,2023-12-13,8480018,C
13,2,01:23,14,1,13:40,15:03,83,2020,2103,2023020442,2023-12-13,8480018,C
14,2,01:05,14,1,18:55,20:00,65,2335,2400,2023020442,2023-12-13,8480018,C
15,3,00:42,14,1,0:00,0:42,42,2400,2442,2023020442,2023-12-13,8480018,C
16,3,01:48,14,1,2:31,4:19,108,2551,2659,2023020442,2023-12-13,8480018,C
17,3,00:32,14,1,6:35,7:07,32,2795,2827,2023020442,2023-12-13,8480018,C
18,3,00:58,14,1,8:56,9:54,58,2936,2994,2023020442,2023-12-13,8480018,C
19,3,01:01,14,1,11:52,12:53,61,3112,3173,2023020442,2023-12-13,8480018,C
20,3,01:06,14,1,14:23,15:29,66,3263,3329,2023020442,2023-12-13,8480018,C
21,3,00:54,14,1,16:00,16:54,54,3360,3414,2023020442,2023-12-13,8480018,C
22,3,00:59,14,1,16:58,17:57,59,3418,3477,2023020442,2023-12-13,8480018,C
23,3,00:48,14,1,18:41,19:29,48,3521,3569,2023020442,2023-12-13,8480018,C
24,4,03:14,14,1,0:00,3:14,194,3600,3794,2023020442,2023-12-13,8480018,C
1,1,01:01,17,1,1:32,2:33,61,92,153,2023020442,2023-12-13,8476981,R
2,1,00:50,17,1,4:22,5:12,50,262,312,2023020442,2023-12-13,8476981,R
3,1,00:48,17,1,7:02,7:50,48,422,470,2023020442,2023-12-13,8476981,R
4,1,01:02,17,1,10:20,11:22,62,620,682,2023020442,2023-12-13,8476981,R
5,1,00:06,17,1,13:42,13:48,6,822,828,2023020442,2023-12-13,8476981,R
6,1,01:01,17,1,15:20,16:21,61,920,981,2023020442,2023-12-13,8476981,R
7,1,00:54,17,1,18:48,19:42,54,1128,1182,2023020442,2023-12-13,8476981,R
8,2,00:51,17,1,0:55,1:46,51,1255,1306,2023020442,2023-12-13,8476981,R
9,2,01:38,17,1,7:16,8:54,98,1636,1734,2023020442,2023-12-13,8476981,R
10,2,00:46,17,1,12:35,13:21,46,1955,2001,2023020442,2023-12-13,8476981,R
11,2,01:16,17,1,17:50,19:06,76,2270,2346,2023020442,2023-12-13,8476981,R
12,3,01:09,17,1,0:38,1:47,69,2438,2507,2023020442,2023-12-13,8476981,R
13,3,01:23,17,1,4:19,5:42,83,2659,2742,2023020442,2023-12-13,8476981,R
14,3,00:29,17,1,6:06,6:35,29,2766,2795,2023020442,2023-12-13,8476981,R
15,3,01:10,17,1,7:47,8:57,70,2867,2937,2023020442,2023-12-13,8476981,R
16,3,00:20,17,1,12:43,13:03,20,3163,3183,2023020442,2023-12-13,8476981,R
17,3,00:51,17,1,13:35,14:26,51,3215,3266,2023020442,2023-12-13,8476981,R
18,3,00:18,17,1,15:42,16:00,18,3342,3360,2023020442,2023-12-13,8476981,R
19,3,00:44,17,1,17:57,18:41,44,3477,3521,2023020442,2023-12-13,8476981,R
20,4,00:55,17,1,4:05,5:00,55,3845,3900,2023020442,2023-12-13,8476981,R
1,1,00:37,20,1,0:00,0:37,37,0,37,2023020442,2023-12-13,8483515,L
2,1,01:18,20,1,3:04,4:22,78,184,262,2023020442,2023-12-13,8483515,L
3,1,01:20,20,1,7:50,9:10,80,470,550,2023020442,2023-12-13,8483515,L
4,1,00:49,20,1,11:22,12:11,49,682,731,2023020442,2023-12-13,8483515,L
5,1,01:32,20,1,13:48,15:20,92,828,920,2023020442,2023-12-13,8483515,L
6,1,00:58,20,1,17:50,18:48,58,1070,1128,2023020442,2023-12-13,8483515,L
7,1,00:18,20,1,19:42,20:00,18,1182,1200,2023020442,2023-12-13,8483515,L
8,2,00:55,20,1,0:00,0:55,55,1200,1255,2023020442,2023-12-13,8483515,L
9,2,01:04,20,1,5:36,6:40,64,1536,1600,2023020442,2023-12-13,8483515,L
10,2,01:05,20,1,9:10,10:15,65,1750,1815,2023020442,2023-12-13,8483515,L
11,2,01:07,20,1,11:28,12:35,67,1888,1955,2023020442,2023-12-13,8483515,L
12,2,01:30,20,1,13:40,15:10,90,2020,2110,2023020442,2023-12-13,8483515,L
13,2,00:54,20,1,19:06,20:00,54,2346,2400,2023020442,2023-12-13,8483515,L
14,3,00:38,20,1,0:00,0:38,38,2400,2438,2023020442,2023-12-13,8483515,L
15,3,01:42,20,1,2:37,4:19,102,2557,2659,2023020442,2023-12-13,8483515,L
16,3,00:32,20,1,6:35,7:07,32,2795,2827,2023020442,2023-12-13,8483515,L
17,3,01:13,20,1,8:57,10:10,73,2937,3010,2023020442,2023-12-13,8483515,L
18,3,00:52,20,1,11:51,12:43,52,3111,3163,2023020442,2023-12-13,8483515,L
19,3,01:05,20,1,14:26,15:31,65,3266,3331,2023020442,2023-12-13,8483515,L
20,3,00:47,20,1,16:00,16:47,47,3360,3407,2023020442,2023-12-13,8483515,L
21,3,00:57,20,1,16:58,17:55,57,3418,3475,2023020442,2023-12-13,8483515,L
22,4,00:51,20,1,3:14,4:05,51,3794,3845,2023020442,2023-12-13,8483515,L
1,1,00:03,21,1,0:34,0:37,3,34,37,2023020442,2023-12-13,8482087,D
2,1,01:00,21,1,1:29,2:29,60,89,149,2023020442,2023-12-13,8482087,D
3,1,00:52,21,1,4:17,5:09,52,257,309,2023020442,2023-12-13,8482087,D
4,1,01:07,21,1,7:02,8:09,67,422,489,2023020442,2023-12-13,8482087,D
5,1,01:07,21,1,9:57,11:04,67,597,664,2023020442,2023-12-13,8482087,D
6,1,00:56,21,1,12:52,13:48,56,772,828,2023020442,2023-12-13,8482087,D
7,1,01:07,21,1,15:20,16:27,67,920,987,2023020442,2023-12-13,8482087,D
8,1,00:32,21,1,18:16,18:48,32,1096,1128,2023020442,2023-12-13,8482087,D
9,1,00:18,21,1,19:42,20:00,18,1182,1200,2023020442,2023-12-13,8482087,D
10,2,01:06,21,1,0:55,2:01,66,1255,1321,2023020442,2023-12-13,8482087,D
11,2,01:01,21,1,3:21,4:22,61,1401,1462,2023020442,2023-12-13,8482087,D
12,2,00:20,21,1,6:56,7:16,20,1616,1636,2023020442,2023-12-13,8482087,D
13,2,01:13,21,1,9:02,10:15,73,1742,1815,2023020442,2023-12-13,8482087,D
14,2,01:02,21,1,11:28,12:30,62,1888,1950,2023020442,2023-12-13,8482087,D
15,2,00:13,21,1,14:09,14:22,13,2049,2062,2023020442,2023-12-13,8482087,D
16,2,00:40,21,1,15:55,16:35,40,2155,2195,2023020442,2023-12-13,8482087,D
17,2,01:17,21,1,17:54,19:11,77,2274,2351,2023020442,2023-12-13,8482087,D
18,3,00:45,21,1,0:38,1:23,45,2438,2483,2023020442,2023-12-13,8482087,D
19,3,00:40,21,1,5:55,6:35,40,2755,2795,2023020442,2023-12-13,8482087,D
20,3,00:48,21,1,7:53,8:41,48,2873,2921,2023020442,2023-12-13,8482087,D
21,3,01:08,21,1,10:43,11:51,68,3043,3111,2023020442,2023-12-13,8482087,D
22,3,00:43,21,1,13:35,14:18,43,3215,3258,2023020442,2023-12-13,8482087,D
23,3,00:19,21,1,15:41,16:00,19,3341,3360,2023020442,2023-12-13,8482087,D
24,3,00:15,21,1,19:43,19:58,15,3583,3598,2023020442,2023-12-13,8482087,D
25,4,00:35,21,1,3:12,3:47,35,3792,3827,2023020442,2023-12-13,8482087,D
1,1,00:37,22,1,0:00,0:37,37,0,37,2023020442,2023-12-13,8481540,R
2,1,01:18,22,1,3:04,4:22,78,184,262,2023020442,2023-12-13,8481540,R
3,1,00:19,22,1,7:50,8:09,19,470,489,2023020442,2023-12-13,8481540,R
4,1,00:55,22,1,8:15,9:10,55,495,550,2023020442,2023-12-13,8481540,R
5,1,00:46,22,1,11:25,12:11,46,685,731,2023020442,2023-12-13,8481540,R
6,1,01:32,22,1,13:48,15:20,92,828,920,2023020442,2023-12-13,8481540,R
7,1,00:58,22,1,17:50,18:48,58,1070,1128,2023020442,2023-12-13,8481540,R
8,1,00:21,22,1,19:39,20:00,21,1179,1200,2023020442,2023-12-13,8481540,R
9,2,00:55,22,1,0:00,0:55,55,1200,1255,2023020442,2023-12-13,8481540,R
10,2,01:02,22,1,5:36,6:38,62,1536,1598,2023020442,2023-12-13,8481540,R
11,2,00:57,22,1,9:10,10:07,57,1750,1807,2023020442,2023-12-13,8481540,R
12,2,01:02,22,1,11:28,12:30,62,1888,1950,2023020442,2023-12-13,8481540,R
13,2,00:48,22,1,14:22,15:10,48,2062,2110,2023020442,2023-12-13,8481540,R
14,2,01:06,22,1,18:54,20:00,66,2334,2400,2023020442,2023-12-13,8481540,R
15,3,00:39,22,1,0:00,0:39,39,2400,2439,2023020442,2023-12-13,8481540,R
16,3,01:42,22,1,2:37,4:19,102,2557,2659,2023020442,2023-12-13,8481540,R
17,3,00:32,22,1,6:35,7:07,32,2795,2827,2023020442,2023-12-13,8481540,R
18,3,00:53,22,1,9:00,9:53,53,2940,2993,2023020442,2023-12-13,8481540,R
19,3,00:54,22,1,11:52,12:46,54,3112,3166,2023020442,2023-12-13,8481540,R
20,3,00:53,22,1,14:21,15:14,53,3261,3314,2023020442,2023-12-13,8481540,R
21,3,00:30,22,1,16:00,16:30,30,3360,3390,2023020442,2023-12-13,8481540,R
22,3,00:57,22,1,16:58,17:55,57,3418,3475,2023020442,2023-12-13,8481540,R
23,3,00:36,22,1,18:41,19:17,36,3521,3557,2023020442,2023-12-13,8481540,R
